estabelecimento_referencia,position,title,rating,reviews,type,thumbnail,latitude,longitude
Carline Café,5,"IL BARISTA CAFÉS ESPECIAIS | VILA NOVA : Casa, Torrefação e Escola do Café",4.5,500,"['Coffee store', 'Bistro', 'Coffee roasters', 'Coffee shop', 'Diner', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipNdrwtBawS9NPrYZl0hGs04nGgwYTlhK06mGpCE=w156-h156-n-k-no,-23.5904299,-46.6756739
Coado Shop Café,1,The Coffee,4.7,421,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPPpqf81nRJxsm2KUJ0UcbI3-UYh595NCBZ2FzJ=w156-h156-n-k-no,-23.565372399999998,-46.6828327
Coado Shop Café,2,Sensory Coffee Roasters,4.8,188,"['Coffee roasters', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipO4pN6CjK0HiAcYD4LakThYv6WpAduU7NciY5ka=w156-h156-n-k-no,-23.5612804,-46.690745899999996
Coado Shop Café,3,Go Coffee - Pinheiros,4.7,85,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMM9TtBHm6Ls_bA7EVH40skiaW4uIS7LdU84ybE=w156-h156-n-k-no,-23.5623996,-46.6814859
Coado Shop Café,4,Casa Bauducco - Chocottone Biscotti,4.0,5,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipM2fZCIq5ayq2LlXj-uwDNQnLa0-mXM9bPj0Nr9=w156-h156-n-k-no,-23.5678871,-46.701453099999995
Coado Shop Café,5,Um Coffee Co.,4.4,602,"['Cafeteria', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipMMtKarIVLwZwuZ4SQG_pKLqmq-roW1r1GVzZK0=w156-h156-n-k-no,-23.568773600000004,-46.698884
Café Bom Gosto,1,Café Girondino,4.5,6548,"['Cafe', 'Breakfast', 'Canteen', 'Cocktail bar', 'Coffee shop', 'Cosplay cafe', 'Diner', 'Pub', 'Restaurant', 'Wine bar']",https://lh5.googleusercontent.com/p/AF1QipO9pysE9lNgSaF6eps5O1SlvR-_e2g16fgPtGPj=w156-h156-n-k-no,-23.5446825,-46.634227599999996
Café Bom Gosto,2,Restaurante Bom Gosto,4.5,961,"['Restaurant', 'Brazilian', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipPGP2RJ0atHd_76BdxvHDogr4tOQWC3BKCq_m1n=w156-h156-n-k-no,-23.5447211,-46.6344326
Café Bom Gosto,3,Beneto Restaurante e Lanchonete,4.2,49,['Snack bar'],https://lh5.googleusercontent.com/p/AF1QipONFtPi-iBdvlkaOudlddbTPl2oqJi697VU_R1F=w156-h156-n-k-no,-23.5449365,-46.6339944
Café Bom Gosto,4,Cha drizzle house,4.4,282,['Cafe'],https://lh5.googleusercontent.com/p/AF1QipPoNhH5hUHvkN6meks8CjKZ3PPJ8nprFBYp8F65=w156-h156-n-k-no,-23.5465187,-46.6336174
Café Bom Gosto,5,Caffè Latte,4.5,812,"['Cafe', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipPPR0dPNSrWteqir1JnDK3WjGvYA4WoTquwz-DR=w156-h156-n-k-no,-23.5463556,-46.634951199999996
Rabisco Café 2D,1,Rabisco Café 2D - Tatuape,4.4,30,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipO5kMlzIFFaioPVXp5Psop00H7qnHIE6hUBNYnw=w156-h156-n-k-no,-23.5495116,-46.5555143
Rabisco Café 2D,2,Café Cherie,4.3,935,"['Coffee store', 'Bistro']",https://lh5.googleusercontent.com/p/AF1QipOwZdZPcJ4RdMyXPAQbKY6whhhrOxuvFm0J_NMR=w156-h156-n-k-no,-23.561068499999998,-46.670719999999996
Rabisco Café 2D,3,Casarìa Café,4.5,46,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipMiVaqfsDaynYlyOf75P0OamdeZFiOWPJeAnjp3=w156-h156-n-k-no,-23.5605571,-46.664646399999995
Rabisco Café 2D,4,Urbe Cafe Bar,4.5,5879,"['Coffee store', 'Bar', 'Brunch', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipOGuRbI7ymy4yNzjm6PfTw-IMRBC_Qu8q675xst=w156-h156-n-k-no,-23.5559756,-46.6583775
Rabisco Café 2D,5,Cafe Sabor Mirai,4.7,26,['Cafe'],https://lh5.googleusercontent.com/p/AF1QipOnH_J5g6iWjiVhOZ2n7_H0IKp3gq8k_7cVyrGn=w156-h156-n-k-no,-23.570499599999998,-46.6445835
Bacio di Latte - Santana Bras Leme,1,Bacio di Latte - Shopping Plaza Sul,4.6,688,"['Ice Cream', 'Cafe', 'Cake shop', 'Candy store', 'Coffee shop', 'Dessert']",https://lh5.googleusercontent.com/p/AF1QipPsRaF1lqZV1FCCdVNyFIh6gOZFa1Ks_TyboUEU=w156-h156-n-k-no,-23.6201226,-46.6272741
Bacio di Latte - Santana Bras Leme,2,Starbucks,4.1,349,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPMiYw1jnp_z7-Pt4t1oMjO01UOQoP0fvme81EI=w156-h156-n-k-no,-23.507750800000004,-46.64889300000001
Bacio di Latte - Santana Bras Leme,3,Kopenhagen,4.6,1108,"['Chocolate shop', 'Cafe', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipPqkc1iFilGFJmKpelAInN0RMiP_T9Qtgxu30b4=w156-h156-n-k-no,-23.504901699999998,-46.641011299999995
Bacio di Latte - Santana Bras Leme,4,Gelato Borelli Santana,4.6,60,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipOHYvugMoeW_06MeCsOxyXdl9pUfhNrauzb2xdR=w156-h156-n-k-no,-23.5044197,-46.6396321
Pé de Café,1,Café Ponte do Limão,4.2,138,['Coffee shop'],http://www.google.com/maps/vt/data=d2Po3wwWg5N2KNQRVBn1PMlInfrnfVRUWEv-mxxOL0NGt7DicrmYEBGMruMPB0_V8NEFgQOt0xaHapXe6OBQGt-NWU0ISjhL-fMrLqvOPC3RscKwRNHVwo84R52M5hs9wEjQw0WiYw-11hM8O4EsIpQ,-23.513606199999998,-46.668649200000004
Pé de Café,2,Duetto Café,5.0,4,['Bar'],https://lh5.googleusercontent.com/p/AF1QipNl1zkzR41Xq-XeDAguU18TelIq9oIY2VX4_szs=w156-h156-n-k-no,-23.4972131,-46.647545099999995
Pé de Café,3,Café & Bistro,5.0,2,['Coffee shop'],http://www.google.com/maps/vt/data=Bj4zX3Vo8nfstUfreN0CJcoEk70yZEWuZrIQyrvE8gtMjSTwxQ_bnRCHWee3S6OaRjzlYkZpcF3dTDfyc8LMKXenGxlaR5tp74EIbGoHcnJ2oJnJzE6hI_WpAkSNQvfYLv3T-PypmdQHWCBYUqowHYc,-23.574324999999998,-46.6892418
Pé de Café,4,Casa do Pão de Queijo - Carrefour Limão,4.3,15,"['Coffee shop', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipO0ICkT59tK77sT-PlAeXeNEulTwOYYC87WrFTH=w156-h156-n-k-no,-23.5130771,-46.6741497
Blends 7 - Coffee Shop,1,Dolce Café Bistrô,4.4,167,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNPiBhOZq-OW-3Mj3py4gCfvB2XUDVM0XMDJN6o=w156-h156-n-k-no,-23.5020615,-46.627108199999995
Blends 7 - Coffee Shop,2,Sterna Café Santana,4.6,63,"['Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipP_lQXajLsCbFvT7kC6cynZj_U1pyFLM_gD9TN9=w156-h156-n-k-no,-23.500791,-46.6375666
Blends 7 - Coffee Shop,3,Cozy Coffee House & Bistro,5.0,33,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNCBTyFergAV9iNstpQsc_9sXFlaf37fFiisog2=w156-h156-n-k-no,-23.50131,-46.6378677
Blends 7 - Coffee Shop,4,Salvi Café e Cozinha,4.7,603,"['Restaurant', 'Cafe']",https://lh5.googleusercontent.com/p/AF1QipP_R_y-FQTwKs-btxGicAg9Ar_PNyXXhT_NdMJj=w156-h156-n-k-no,-23.5051597,-46.6392946
Blends 7 - Coffee Shop,5,Duetto Café,5.0,4,['Bar'],https://lh5.googleusercontent.com/p/AF1QipNl1zkzR41Xq-XeDAguU18TelIq9oIY2VX4_szs=w156-h156-n-k-no,-23.4972131,-46.647545099999995
Dolce Café Bistrô,1,Sterna Café Santana,4.6,63,"['Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipP_lQXajLsCbFvT7kC6cynZj_U1pyFLM_gD9TN9=w156-h156-n-k-no,-23.500791,-46.6375666
Dolce Café Bistrô,2,Blends 7 - Coffee Shop,4.5,1286,"['Coffee shop', 'Bistro', 'Cafeteria', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPPml2xxh3Vm9xc4Bzhx8i2M1kJduQkXMkxHkrx=w156-h156-n-k-no,-23.484426499999998,-46.6332592
Dolce Café Bistrô,3,Cafeteria espaço Santana,5.0,3,"['Coffee shop', 'Snack bar']",http://www.google.com/maps/vt/data=hb0Tyk0EjJxVafFnbPMr9NFDN60YmRgSGRJqgzkPlZ4xhykCONGn--ffVI-5KhehRTTNaRgQcm_CB41x_Xf10zQdHfZKApO0-thhOta1P4DP2ZM6Sgn3-suXRCXpUfF2IlQvGjcR4z6jk-TNyxCWxK0,-23.5066365,-46.626171199999995
Dolce Café Bistrô,4,Bollos Baruc,4.7,401,"['Cafe', 'Cake shop', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipP94f1uTm3p1bAvTJEYLOqx6FiDprZ7rzwY4iSm=w156-h156-n-k-no,-23.503218699999998,-46.633982499999995
Di Amore Breakfast baskets,1,Cestas de Café da Manhã Amor e Sabor,5.0,16,['Gift basket store'],https://lh5.googleusercontent.com/p/AF1QipPS4YV-gM-cdUZTAtceW_4HG5iIkphECIr_yfD_=w156-h156-n-k-no,-23.4733537,-46.625758000000005
Di Amore Breakfast baskets,2,Cestas de Café da Manhã - Frete Grátis São Paulo/SP - Cestas e Flores Ale,4.8,67,"['Gift basket store', 'Chocolate shop', 'Florist']",https://lh5.googleusercontent.com/p/AF1QipOr_WTnGIGlUzSEVyJGzeKJc7N3nSZDAj66boam=w156-h156-n-k-no,-23.504633899999998,-46.640541
Di Amore Breakfast baskets,3,Coffee baskets - North Zone - SP,4.2,37,['Chocolate shop'],https://lh5.googleusercontent.com/p/AF1QipPHwvJq6Zno2omC4xWn1x1G7jnSaTjlm6vn2gzA=w156-h156-n-k-no,-23.4911253,-46.65407090000001
Di Amore Breakfast baskets,4,Cestas de Café da Manhã Cida Show Telefone: (11) 97046-7106,4.9,24,"['Gift basket store', 'Novelty store']",https://lh5.googleusercontent.com/p/AF1QipMYQIxDRYRPioHwvbwzmUHgNh2aWryUgkMXYnKV=w156-h156-n-k-no,-23.4660941,-46.6538708
Di Amore Breakfast baskets,5,Cestas de Maria,5.0,40,['Gift basket store'],https://lh5.googleusercontent.com/p/AF1QipMjfFMkNbsKSkkGIgUKrcMYD36fOyfOTb1i-FRj=w156-h156-n-k-no,-23.497375400000003,-46.6198231
Cozy Coffee House & Bistro,1,Blends 7 - Coffee Shop,4.5,1286,"['Coffee shop', 'Bistro', 'Cafeteria', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPPml2xxh3Vm9xc4Bzhx8i2M1kJduQkXMkxHkrx=w156-h156-n-k-no,-23.484426499999998,-46.6332592
Cozy Coffee House & Bistro,2,Dolce Café Bistrô,4.4,167,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNPiBhOZq-OW-3Mj3py4gCfvB2XUDVM0XMDJN6o=w156-h156-n-k-no,-23.5020615,-46.627108199999995
Cozy Coffee House & Bistro,3,Sterna Café Santana,4.6,63,"['Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipP_lQXajLsCbFvT7kC6cynZj_U1pyFLM_gD9TN9=w156-h156-n-k-no,-23.500791,-46.6375666
Cozy Coffee House & Bistro,4,The House Café e Bistrô,4.8,29,['Bistro'],https://lh5.googleusercontent.com/p/AF1QipNW-5hxSpkgeN71Zy13RmUwuIEhAugIPE2kb1wV=w156-h156-n-k-no,-23.5041202,-46.6240464
Cozy Coffee House & Bistro,5,EMPORIO GRAOS DA VILLA,5.0,9,['Health food store'],https://lh5.googleusercontent.com/p/AF1QipN9MsJ8KrZczSL95LP-KZP4CXAvbLcCH3A-n6C8=w156-h156-n-k-no,-23.502437399999998,-46.6274471
Salvi Café e Cozinha,1,Tutto Bene - Cantina Italiana,4.6,2626,"['Italian', 'Pizza', 'Seafood']",https://lh5.googleusercontent.com/p/AF1QipOFayUWTZtrpK9q8_Joln4BopednViXog7oze0=w156-h156-n-k-no,-23.5049079,-46.6392016
Salvi Café e Cozinha,2,Blends 7 - Coffee Shop,4.5,1286,"['Coffee shop', 'Bistro', 'Cafeteria', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPPml2xxh3Vm9xc4Bzhx8i2M1kJduQkXMkxHkrx=w156-h156-n-k-no,-23.484426499999998,-46.6332592
Salvi Café e Cozinha,3,Sterna Café Santana,4.6,63,"['Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipP_lQXajLsCbFvT7kC6cynZj_U1pyFLM_gD9TN9=w156-h156-n-k-no,-23.500791,-46.6375666
Salvi Café e Cozinha,4,Saladenha (Santana),0.0,0,['Restaurant'],http://www.google.com/maps/vt/data=Aw0Y5soT6quFLkhIoOcabAbWdY7-7CqHPvMSVLFaY7gTYTJNGvFwn8VerACDeqE1sTv5zGMTzHxnGLh5yJQcJZ6UPI4K353EKahz9Qw5XrpDpAzBNTH9aLDz3ZftNN_MslA0n6sTmT-2UQZ4rpiS7ak,-23.5049706,-46.642225599999996
Salvi Café e Cozinha,5,Sabor de Santana Lanchonete e Restaurante,4.7,70,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipOSb8tQVf0lLWR-ZRESMVLCKLCll5_lLJxlUFZe=w156-h156-n-k-no,-23.5010805,-46.6224701
Sterna Café Santana,1,Dolce Café Bistrô,4.4,167,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNPiBhOZq-OW-3Mj3py4gCfvB2XUDVM0XMDJN6o=w156-h156-n-k-no,-23.5020615,-46.627108199999995
Sterna Café Santana,2,Splendore Café Restaurante,4.4,132,"['Restaurant', 'Cafe', 'Down Home Cooking']",https://lh5.googleusercontent.com/p/AF1QipN64R0WVrVt7FStsdyo34t9KUXwEvJJ53ahrAAi=w156-h156-n-k-no,-23.5025437,-46.6366425
