title,place_id,dine_in,takeout,delivery,drive_through
Light 4 You,ChIJ7weC-N5QzpQRIX1ELOkhK8w,True,True,False,False
Sabor Equilíbrio Marmita Fitness,ChIJ6ybgKpRbzpQR-o5XV_g_VMU,False,True,False,False
Mawi Foods - Refeições Saudáveis,ChIJpxKlPoZbzpQRyeVO_koz5I8,True,True,False,False
It's Fit,ChIJq2LeXkNXzpQRfacnb-zkrR0,True,True,False,False
+Fresh,ChIJDxqUu-BQzpQR9wQeNg-J6JY,True,True,False,False
Rhino Fresh Food,ChIJA-wsPOFQzpQROBg4zsF3Dwc,True,True,False,False
Samudra Natural Food,ChIJ2eeLQAxazpQR1HC5yANdj2c,True,True,False,False
Uná Alimentos,ChIJ30sTujFXzpQROxLUDot1-LM,True,True,False,False
Homes Food - Pratos Fit e Convencional,ChIJSysejHhRzpQRyOxfpYf3Y2M,True,True,False,False
Mandí Gastronomia Para o Bem,ChIJf2sK7MJQzpQR-na9jO2SqCI,True,True,False,False
Flora Comida Vegetariana,ChIJay4isi1bzpQRzwKI0OU4BG4,True,True,False,False
DaTati - Restaurante Vegetariano em Santo Amaro - SP,ChIJVdC54EdRzpQRjKDnxJHeMIw,True,True,False,False
Chef Natural Delivery Vegano,ChIJzZGqy15bzpQRSXRDm33o8kw,True,True,False,False
EVS - Ademir e Barbara,ChIJiYQNVTpQzpQR-hAIdUqgxpM,True,True,False,False
Menutre Refeições FITNESS Congeladas,ChIJidgnlUNTzpQR-A0bb94seSQ,True,True,False,False
Naturê Gourmet,ChIJN0uIP99czpQRrHCWQ9tEnDo,True,True,False,False
Assafit,ChIJJYBHehVRzpQRZ5vtOVQ3uGw,True,True,True,False
Rango Marmita Saudável Salada no Pote,ChIJBZDOospnzpQRrXvB2rMCWks,True,True,False,False
Natural da Terra,ChIJMVH4yPFQzpQRf0yyX6B44Ao,False,False,False,False
Boteco São Jorge,ChIJiSCWOORbzpQR7IW5VHhZX18,True,True,False,False
Boteco do Morais,ChIJ4fiYh7p_mQARnvWqg68ftjU,True,True,True,False
Boteco do Gois,ChIJA_IZkUBYzpQR6egvtaI0lZk,True,True,False,False
Boteco Asinha,ChIJpxQ31lH1zpQRWHySCOJ_38s,True,True,False,False
Bar do Jão,ChIJS9Uzv1FezpQRPBao1LTYRkU,True,True,False,False
Food In Boteco,ChIJj87PBkxKzJQRhe6KNm9HdU4,True,True,False,False
Roda de Boteco,ChIJ19wQnRpezpQRoafkkyCRUDQ,True,True,False,False
Black Bar - Comida de Boteco,ChIJpwI-U0Nfz5QR3XbjyMXhpqk,True,True,False,False
Boteco do Gomes,ChIJq3CfMmV_mQARix6cgmQrasE,True,True,True,False
Buteco do Portuga,ChIJxfLYiVBmmQARow7p8JFCrEY,True,True,True,False
Baixo Gago,ChIJDz3DTIR_mQARY6xE5fC8a78,True,True,False,False
Boteco Mureta da Urca,ChIJf8qcQj2AmQAR2fvxF_hv4lk,True,True,False,False
O Buteco,ChIJPyfaCTbdmwARG73XC5tQgYk,True,True,False,False
Bar do Momo,ChIJryLizQ9-mQARj-nMSruOYaQ,True,True,True,False
Boteco São Bento Vila Madalena,ChIJv0LxtaJXzpQRA1Q6EDL1yhs,True,False,False,False
boteco Tamandaré,ChIJLc9VsqlZzpQRNQdsupHGQUw,True,True,False,False
Buteco do zé,ChIJ1Z6ryKTDpgAR9Gbbcp-ypBI,True,True,False,False
Boteco do Manolo,ChIJyxNEbDzkmwARRHP3xCpwdbg,True,True,True,False
Clima De Boteco,ChIJq6o5JOh-mQARj67qF3bDl3g,True,True,False,False
Boteco Belmonte,ChIJwdUd0gWAmQARJDGmLdRKZK0,True,True,False,False
Bar do David,ChIJ5yrbFASAmQAR3L1mmJz-nKg,True,True,True,False
Bar Quintal do Alto da Mooca,ChIJaybyma5ezpQR_EmB7QUM7G4,True,True,False,False
Bar Moela,ChIJVUg79NdZzpQRhBTVe857iDg,True,True,True,False
Bar do Juarez - Pinheiros,ChIJKRqnPKNXzpQRa7apNm_65PE,True,True,False,False
Boteco Bel Rio,ChIJj74xFIh_mQARTOwHPD33Uo8,True,True,False,False
Bar Kintaro,ChIJLxu2uqhZzpQR2AjMBY-Bkac,True,True,False,False
Cabana Bar & Petiscaria,ChIJlT_Noq7l3JQRfOf5j25yYwg,True,True,False,False
Omar Bar,ChIJod6-Dhp_mQARMb6i548y0WU,True,True,False,False
Luiz Fernandes Bar,ChIJ26F_ILX3zpQRpg7bC96z82I,True,True,True,False
Boteco do Manolo,ChIJYxJMXu3fmwARHPSorznGNug,True,True,False,False
Buteco do Jacquin,ChIJQ3gPd6ZXzpQRhE3M1by846s,True,True,False,False
Boteco80 - Vila Ema,ChIJkUXkfXpKzJQRxRv2SLJxOgg,True,True,False,False
Boteco Belmonte,ChIJ-2TE9BnVmwARVg1OUvLc42A,True,True,True,False
Mercearia São Pedro,ChIJB4j8fpVXzpQRbf2cTHu-6dI,True,True,True,False
RuanitA,ChIJQTnLZ1vVmwARgnOam3sEt7I,True,True,True,False
Lewis Bar,ChIJ07Reqwz4zpQRfSnvcCuaV2o,True,True,False,False
Boteco do Severo,ChIJMYDcQY18zpQRZP5pko5HtV8,True,True,False,False
Algo a Mais,ChIJt-1X_pGZpgAR2Rk3eLJ81_4,True,True,False,False
Bar da Mocidade,ChIJ1-Q9W7pE65QR8bBV_VXiZ1Q,True,True,False,False
Bar Figueiras,ChIJ6Yr7OOpCzpQRRENVIS3Q-CA,True,True,False,False
Facca Bar,ChIJIYEzjrPIyJQRR4dYaVogRHk,True,True,False,False
Alfa Bar,ChIJh3M6_ON_mQAR-Yvdr0rIa70,True,True,True,False
O Beco da USP,ChIJCUpUEKpXzpQRFZh-1vwmqXc,True,True,False,False
"Bar Lado B - Cerveja, Comida & Afins",ChIJ-8yESsjGyJQRJ__CKbDtQFE,True,True,False,False
Soul Botequim,ChIJu1Js27ZQzpQRDklMFaARbFA,True,True,False,False
Os Ximenes,ChIJK_ELUWN_mQARdwoIDNejVng,True,True,True,False
Tan Tan,ChIJkzzWB55XzpQRiqS5LxkAxrU,True,True,False,False
Pirajá,ChIJr9irawlXzpQRd2Xo7BZcWpE,True,True,True,False
Pirate Bar,ChIJfy7M9FNWzpQRx4lIb74Kv4Y,True,True,False,False
Espeto Marajoara,ChIJgwxNBUFQzpQRTA1g_wy1QdI,True,True,True,False
Empório Cristóvão,ChIJoaCl6XdazpQRo5g6cwKi_kQ,True,True,False,False
O Boteco Argentino Empanadas,ChIJmdA2krlbzpQRrX3BMHxR918,True,True,False,False
Sindicato do chopp,ChIJO1jZuz7VmwARDGxqpPPRi0Y,True,True,False,False
NIT Bar de Tapas,ChIJiZa5XDdZzpQRiBe4QTewIqw,True,True,False,False
Boteko Chic,ChIJ1bQ1KAaKlwAR2Rp5sn0Roz0,True,False,True,False
Boteco Maria,ChIJt_0AIpNCzpQREIA_0l_gVes,True,True,False,False
Boteco Errejota,ChIJKxlbblDVmwAR4MksVxexwJI,True,True,False,False
Boteco Casarão,ChIJzWMa7l1pzpQRDJsub-2k1Mk,True,True,False,False
Boteco do Luiz - Bar e Restaurante,ChIJDWkLEov1k5QRh8MWzFw6xqU,True,True,False,False
Baralto - Barzinho - Almoço - Pesticos - Comida de Buteco Gourmet - Choperia,ChIJFWKpS0C-uZQRyACKJwPKAEI,True,True,False,False
Boteco da Garrafa,ChIJqYaF0kbVmwARm2NagH3Jz5k,True,True,False,False
Boteco Villa Martins | Almoço | Marmitex,ChIJ37eR0PPJyJQRUOk7kty4iPQ,True,True,False,False
Boteco Pé na Cova.,ChIJrQ3VLtvzuJQRhoFEgPBPd3I,True,True,False,False
Boteco Princesa,ChIJtWo-Z5nVmwARO-vblwXrUgQ,True,True,True,False
Boteco Cobogó,ChIJm154IVv5zJQRP4nGQFKhwmo,True,True,True,False
Boteco Do Juliao,ChIJXRSbaTe9ngAReIjxSL9rEwc,True,True,False,False
Boteco Do Batata,ChIJncj8O2Fzz5QRAXX6vPxAWOk,True,True,False,False
Boteco Belmonte,ChIJp-hgRuZXzpQRtz7ouQLz3K8,True,True,True,False
Boteco Chique,ChIJS0jfycaRmQARPKFxAYl9TDU,True,False,False,False
Botequim São Paulo - Jardim,ChIJlcP7wWJDzpQRRhkl208svUY,True,True,False,False
Quermesse,ChIJd7I3Vajm3JQRMVKrykb3i6o,True,True,True,False
"Boteco Helena - Bar, Restaurante & Choperia",ChIJ36ide3p6zpQReg01iZeGZhA,True,True,False,False
Boteco O Mané,ChIJyZA7DuRDJ5URVP7HyL16U_M,True,True,False,False
Bar do Véio,ChIJIUQRD86QpgARM9-b2l7JqL8,True,True,False,False
Bar do Zóio,ChIJhw7Z3hBYzpQRT5NVELxZ_Es,True,True,False,False
Seo Boteco - Buffet de Boteco em Domicilio,ChIJdz2gpZxezpQRgka5te_7-C8,False,False,False,False
Boteco Vidottinho - Cambuí,ChIJ4yu0KlDPyJQRi16KBJsGIZE,True,True,False,False
Mudesto Butiquim,ChIJkbsJMd-ZpgARllURI28wAO4,True,True,False,False
Boteco Do Manolo,ChIJAQAAD2PhmwARKFf9Pb2FiSc,True,True,True,False
Drink Chic,ChIJiYhAxIffmwARy3MAPQCROhM,True,True,True,False
Comida de Boteco,ChIJ6eGRDlH5zpQRzyRiOc9EXLY,True,True,False,False
Boteco Sao Paulo,ChIJZ1iwe8JXzpQR1Xci3BxOaE8,True,True,False,False
Boteco Central,ChIJnbJX2lRYzpQRHtEkPth5I84,True,True,True,False
Boteco do Gois,ChIJM7VxV_BZzpQRFg8tsjYhcm4,True,True,False,False
Boteco do Murruga,ChIJh81sNZpazpQR0eksC1Eld4k,True,True,False,False
Bar Bambu,ChIJHwQ388r3zpQRanrar7XyAT8,True,True,False,False
Boteco Moema,ChIJLZ49EQxazpQRmbf39Y8Wbbo,True,True,False,False
RESTAURANTE MINAS ( BOTECO DO MINEIRO),ChIJ89D11xVZzpQRh0LchfODizw,True,True,False,False
Boteco São Bento Itaim Bibi,ChIJ_3iZhFtXzpQRSZEygCwk3L8,True,True,False,False
Boteco São Judas,ChIJm_bHXLRbzpQREIVTjo1k13k,True,True,True,False
"Boteco Do Aldo Pratos Rápidos, Comercial, Lanches E Salgados",ChIJ1RuodH5ZzpQRPZTyAf2HtxU,True,True,True,False
Boteco da Dona Tati,ChIJjch5-2tYzpQRoXj4iQklDJ8,True,False,False,False
Boteco villa liberdade,ChIJe_eHgK1ZzpQRZSRGDJSbRDk,True,True,True,False
Cultura de Boteco,ChIJMQIJf9tZzpQRYWmE0vDOMVk,True,False,False,False
the Eggplant Bar,ChIJ9fzTp5BezpQRlRyJ2nYLns8,True,True,False,False
BOTECO,ChIJh7efu51XzpQRoM28T8_6jWw,True,False,False,False
Armazém Piola,ChIJRcPnraJXzpQRFNDTBvQrVug,True,True,True,False
A Juriti,ChIJZ7OPrnpZzpQRnozBA0DU5LQ,True,True,False,False
Pitico,ChIJ7Rld6aZXzpQRb-nSsepRkjs,True,True,False,False
Tiro Liro Bar,ChIJLx1AuedXzpQRBQ63EGWOQYg,True,True,True,False
Bar Amigo Giannotti,ChIJQ6j77LRZzpQRE6SJxCYqgSA,True,True,False,False
Elidio Bar,ChIJh4ek06tezpQRXN_TGugdpaI,True,True,False,False
Barbirô,ChIJV_2SMoVZzpQRuy_oyUQWTZM,True,True,False,False
Valadares,ChIJjdfQrAz4zpQRxjbv4XvoDMk,True,True,False,False
Boteco,ChIJP2KV6SdkzpQRGkphQN0QX1M,True,False,False,False
Boteco Boa Vista,ChIJ6e8bnlr1zpQROL1NiCfB_-U,True,True,False,False
Botecão 13,ChIJ7zty8otZzpQRQdgamSWwgrg,True,True,False,False
Bar 34,ChIJMWF7-1RYzpQReVy4P8iAO2E,True,True,True,False
O Boteco do Xexeu,ChIJ6fj44kdZzpQReodR3eD_FZk,True,True,False,False
Empanadas Bar,ChIJbU8WD71XzpQRGLYHGH2YfkY,True,True,False,False
Pinu's Bar,ChIJ-XyU43BazpQRHcoBl2CO5DA,True,True,False,False
Bar da Dona Inês,ChIJueLc9J1ZzpQRAv3Z5-17s1Q,True,True,False,False
Bar 300,ChIJ3dyMf1pYzpQRgbkFpHEkld0,True,True,False,False
Toca Do Buda Choperia,ChIJ7Wi1ZeT1zpQR6RQ_ATUJe-M,True,True,False,False
Chega Mais Espeto Bar,ChIJsckfMk1YzpQRxUMRROD2C4M,True,True,False,False
Choperia Opção,ChIJGZFgP8lZzpQRAKy4MpI1GZc,True,True,False,False
Meu Santo Bar,ChIJQR365rNZzpQRtohSUPu8C3M,True,True,False,False
Tavern Hugo,ChIJu4tR4mdXzpQRj_vWOqPKjZQ,True,True,False,False
Portella Bar,ChIJMaEOUqVZzpQRBNsPAysjCkY,True,True,True,False
Lanchonete Cuca Grande,ChIJ_4VqeExYzpQRc43u1Bqifmc,True,True,False,False
Pirajá Paulista,ChIJT6KHiM5ZzpQR6p89ddbQBvQ,True,True,False,False
Aura Bar E Café,ChIJq4eNC0ZYzpQRmWxzdTl2WJY,True,True,False,False
Boteco,ChIJ-xeBh39dzpQRCiul1I5KctI,True,False,False,False
Bar do Boneco,ChIJReJ0NtFZzpQRwJJ26clwy7g,True,True,False,False
Boteco,ChIJAUGsoij3zpQRiQW5aAXeq_g,True,False,False,False
Esquina do Fuad,ChIJ0w7AOD9YzpQRkb8_qzehaxg,True,True,False,False
Boteco do Du,ChIJjw_9NSn0zpQRyV9tgRBMZIU,True,True,False,False
Loirão Bar,ChIJDTZlRxj2zpQRYjeMomQ0daI,True,True,False,False
Seu Boteco,ChIJY7fTDBj5zpQRwcYhOZ5XQN4,True,True,False,False
Caldo Bar,ChIJybSCSlX2zpQRlofgrZ1FPvk,True,True,False,False
Luiz Brewery Bar,ChIJ6bl4KLL3zpQRmJbAGlJERvU,True,True,False,False
Bodega Rock Bar,ChIJCfFBdSH2zpQRXgSRC5mZMKw,True,False,False,False
O Pasquim Bar e Prosa ZN,ChIJU9l-4XX3zpQRhu56xJbdLyA,True,False,False,False
O Gole Bar,ChIJ4YDwQTf0zpQRN24nL3_qVTY,True,True,False,False
O Alemão,ChIJ6duyMk74zpQRgDAdhGiUNCY,True,True,False,False
SB Saudável Boteco - Prazer em fazer Amigos!,ChIJFX_949P3zpQRNQGnp7f3YuY,True,True,True,False
Emilio's Bar,ChIJBW4xbktfzpQRdNXv7uoKlyQ,True,True,False,False
Boteco Rei do Rio,ChIJMTl5DfBXzpQREtmiDxDO8Fo,True,True,False,False
Bar do Juarez - Santana,ChIJ57aAw-v3zpQRdPKAWYH5C4I,True,True,True,False
Bar do Zinho,ChIJSc1X3DNfzpQRkyHGb8CMYrk,True,True,False,False
A Dama e os Vagabundos Bar,ChIJJbOpAxNYzpQRkfaoKXqneG4,True,True,True,False
O MOCOFAVA,ChIJdQjH5Kv3zpQRHPe-Fu3x_CY,True,True,False,False
LeLui Bar e Cozinha,ChIJswmZprtZzpQR1BcFKn8NUbI,True,True,False,False
MEC'S BAR,ChIJo9aa3cP5zpQR_DQaAVgeY_U,True,True,False,False
Cruzeiro's Bar,ChIJaQIeimBZzpQR-7PpYdob9Hw,True,True,False,False
Espaço PauBrasil GastroBar,ChIJBV-o8Bf2zpQR_6aWm8m73-8,True,True,False,False
ANTI,ChIJy3lAafT2zpQROxL6_m2jQyc,True,False,False,False
Boteco da villa zona sul,ChIJKSFtQW1RzpQRlE4qXeH84rg,True,True,False,False
Boteco do Divino,ChIJLRjv_txQzpQRaGvG_2FUqJ8,True,True,False,False
Botiquinho,ChIJQd4en-VQzpQROsgt8E2-1Qs,True,True,False,False
COMPA Bar e Restaurante - Compadrio,ChIJh-zQwx5RzpQRkjjIwgKma_U,True,True,False,False
Caetano's Bar Zona Sul,ChIJt7zvW4FbzpQRMIIg_BMA7ac,True,True,True,False
Bar Manga,ChIJPQqn-txQzpQRGC1S2rBDQ-A,True,True,False,False
Tirol's Bar,ChIJaxR1bKlazpQR6dRAsXXm9UA,True,True,False,False
Dr Boteco,ChIJU2KU5mVRzpQRnkPmKCC7Ez4,True,True,False,False
BOTECO É NÓIS,ChIJQzzVvk5XzpQRq2b9iFu3dz8,True,True,False,False
Garoa Bar e Restaurante,ChIJ5RJgnuBQzpQRcVhnejfHshM,True,True,False,False
Bar do Edu,ChIJj2i6W6xQzpQRtawD8HGx_QE,True,True,False,False
Tchê Café,ChIJlVaV2nhazpQRuPdEMmCajSM,True,True,True,False
Quattro Bar e Restaurante,ChIJm0sw6dxQzpQRuNkEhBxre_o,True,True,False,False
Gil Bar,ChIJjT6UImKsz5QRFH6cHTBB_k0,True,True,False,False
Bar do Alemão de São Paulo em Moema,ChIJY4SJwARazpQRa1ZIil6cZQw,True,True,False,False
Boteco Parō!,ChIJJcrYdkdbzpQR-oiKViSfVp0,True,True,False,False
Kombuca,ChIJQYknOjlQzpQRKrkeBD_yecg,True,True,True,False
Famoso Boteco,ChIJN3pfjZ5RzpQRPHxpgRQs8Es,True,True,False,False
Augustu's Bar,ChIJ61T1rN9QzpQR7oiQRUWwMD8,True,True,False,False
Bar Original,ChIJpxoM16pQzpQRTKYeucd9Yjk,True,True,False,False
Botica,ChIJU2KGy8tQzpQROBZSlVbZZiE,True,True,False,False
Boteco,ChIJXWHjyFJFzpQRCLQPlvojJh8,True,False,False,False
Back New Bar,ChIJfwBuVOJPzpQR9XN6_UsHgt8,True,True,True,False
Bar do Biu,ChIJU37b1JpXzpQRbHalqDfT3nk,True,True,False,False
Bueno's Bar,ChIJ6775w6lRzpQRzARiatYmhrY,True,True,False,False
Boteco Do Rony,ChIJ_TufHXVPzpQR6N5e1Dvw_Ww,True,True,False,False
Botequim São Paulo - Vila Cruzeiro,ChIJIYuxZmNRzpQRjk6urarSDYU,True,True,True,False
Paróquia Bar o Santto Chopp,ChIJSze494hZzpQRyq9WgTyZHTE,True,True,True,False
Calhandra,ChIJfawKCKNQzpQRjhuqsHXdxww,True,True,False,False
Boteco do Chico,ChIJKU1hhNZTzpQRpY3NwcbMfZQ,True,True,False,False
Buteco Estação da Vila,ChIJhSFLq4lTzpQRo958DAN9q8A,True,True,True,False
Boteco da Praça,ChIJK3JmejhRzpQRljcxZCa6PRI,True,False,False,False
Boteco Todos os Santos,ChIJS6Hps6JXzpQRQrZbhbiV1Kk,True,False,False,False
Boteco da Praça,ChIJbT6k_tVRzpQR8a6jQK0Gt1I,True,False,False,False
Casa Do Norte Panela De Barro,ChIJT7GBou5YzpQR_o9KD8e7OdE,True,True,False,False
Cajueiro Culinária Nordestina,ChIJs_dEGkb2zpQRqz7VxwTq23c,True,True,False,False
Casa do Norte Sabor do Nordeste,ChIJJ66nWLdZzpQRibnV13qAcDI,True,True,False,False
Restaurante Casa do Norte,ChIJAWLpjBNYzpQRyyH114OrqAY,True,True,False,False
Restaurante Nação Nordestina,ChIJbTgTOUVfzpQRfC9vESnW_-0,True,True,False,False
Eli Casa do Norte,ChIJR_GSVghZzpQRyVFpP8fTEBU,True,True,False,False
Casa Do Norte Serra Sertão,ChIJJ5MysExYzpQRMSOYnRDRzhQ,True,True,True,False
Casa Tucupi,ChIJvxNeEodZzpQRdXXOb4QllW0,True,True,False,False
Feijão Do Norte,ChIJD3Mg5U1YzpQR2U0eBFNhMfU,True,True,True,False
Casa do Norte São José,ChIJUbGmJldfzpQRkXoc4QwAliE,True,True,False,False
Rancho Nordestino,ChIJ73H3W7RZzpQRv54K6EQxUiY,True,True,False,False
Casa do Norte do Seu Gabin,ChIJ22Ll7e5XzpQR5YM2dEjwe54,True,True,False,False
Amazônia Soul,ChIJO4jndIlZzpQRo1UgCx_3rNA,True,True,False,False
Feijão do Norte,ChIJnxpPa1JYzpQR1b_d1mhDV5I,True,True,True,False
Casa do Norte Toca do Guaxinim,ChIJj-aWrrFZzpQRrsT6Rmn_7g0,True,True,False,False
Baião Cozinha Nordestina,ChIJHwgKORpYzpQRJY2pSYZ_ekY,True,True,False,False
Restaurante Nordestino - Casa do Norte Bucho Quebrado,ChIJsxVnpBJZzpQRXGJufB_CpdI,True,True,False,False
CN Comida Nordestina,ChIJrS1kXqj3zpQRuK1237IaVgY,True,True,False,False
Baião de Dois Casa do Norte,ChIJI2MhIPNozpQRw_DtsPBJ8jQ,True,True,False,False
Damião Casa Do Norte,ChIJBQNu1vP3zpQRAR43l6kQwaQ,True,True,False,False
Cuscuzeria - Riquezas do Sertão,ChIJA0KVDHlZzpQRfoEX7i7tkss,True,True,False,False
Baião Cozinha Nordestina,ChIJLd8GngdXzpQR4V4dBNyghj0,True,True,False,False
Barnabé Restaurante e Cachaçaria,ChIJ1VInHZD1zpQRGaeP0nrJjw0,True,True,False,False
Casa Brasileira Amazônia,ChIJH0lAW7FZzpQRIAqyL0A27LI,True,True,False,False
Mercearia Luar do Norte Ltda,ChIJL1KDDLFZzpQR9siFuVij0Xg,False,True,False,False
Restaurante Andrade,ChIJuWpN1YJXzpQRYdmhKwHv5cA,True,True,False,False
Restaurante America,ChIJLYCdsZZYzpQRH79_4lGCSTc,True,True,False,False
Outback Steakhouse,ChIJLYCdsZZYzpQRWMLsIN_emig,True,True,False,False
Polo Norte,ChIJ73ICE1FYzpQREHhgX2us5RA,True,True,False,False
Bar e Restaurante Empório Nordestino,ChIJaSmz0k_4zpQRKYykwKtSCUg,True,True,False,False
ONA,ChIJ2_s3giL3zpQRCwtHneq7eic,True,True,False,False
Rota do Acarajé,ChIJ0eUDMDlYzpQRPgEXirBbV8g,True,True,False,False
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,True,True,False,False
Companhia do Churrasco - Center Norte SP,ChIJy8GiONRZzpQRm7y0wjRuRbc,True,True,True,False
Biergarten Munique,ChIJLYCdsZZYzpQROkzZFdiIaZk,True,True,True,False
Tollocos,ChIJG9xZLM1ZzpQRqzPOvYPjhZw,True,True,False,False
Yoka,ChIJkRpY_ahZzpQRq5q1oqsN4nU,True,True,False,False
Sujinho Centro da Cidade,ChIJI8pfklBYzpQRFi10GAy2U4o,True,True,False,False
Olive Garden,ChIJx4XhvZBYzpQRsStcbe81j8E,True,True,False,False
Boston restaurante e hamburgueria,ChIJGZIzuZxZzpQRgT0hTuSf1kQ,True,True,False,False
Restaurante Flor da Lins,ChIJc4nh7m1ZzpQR95B6crhNBZI,True,True,False,False
Burguer e Açaí,ChIJPzxCd7BZzpQRWCsQaZ1HKZM,True,True,True,False
Bia Hoi SP,ChIJkZb9SUlYzpQRNATPsPHrUoM,True,True,False,False
Pacifico Taco Shop,ChIJRYX7CV5XzpQRD1praqWG4fE,True,True,False,False
Restaurante Mané Baitôla,ChIJz42siwhZzpQRuEl6X8PqtBs,True,True,False,False
Curry's Culinária Indiana,ChIJ4UGY4MFZzpQRVZ-xbRSR6v0,True,True,False,False
Panelinhas do Brasil,ChIJD_obicJXzpQRuH34LpCIpZo,True,True,False,False
Cão Véio - Unidade Vila Mariana,ChIJw5FNOppZzpQRw_3652sf0_8,True,True,False,False
Los Sombreros Mex-Tex & Paleteria,ChIJt7h7txn2zpQR1_z3k0DJvLQ,True,True,False,False
Salad Bowl,ChIJRS8l5S9ZzpQRKDG8lzSDg6A,True,True,False,False
Best Burger São Paulo,ChIJrSoyC-BZzpQRg8nSyDY_dLg,True,True,False,False
Bar e Restaurante Meu Garoto,ChIJlZ63a7L1zpQRi1vrSlimruk,True,True,False,False
Jeri Restaurante Nordestino,ChIJ5-puedf5zpQR-Q7ZAnczz9M,True,True,False,False
Alecrim do Norte Bar,ChIJj4I4pCNhzpQRV_i6Adlk2JQ,True,False,False,False
Casa do Pastel,ChIJ9aLGyp_1zpQRC1jgxQQD_8c,True,True,False,False
Feijoada da Lelê,ChIJwc2TNd73zpQRz3a1dbUDTcQ,True,True,False,False
Tábua Nordestina,ChIJUbA0B2D5zpQRycD6EiJtGTQ,True,True,True,False
Taco Bell,ChIJYaTSK5dYzpQR5L6uMcmcwHA,True,True,False,False
Mistura Nordestina,ChIJx2MF9Qf2zpQRyJCHmQIENJU,True,True,False,False
Trio's Burguer,ChIJUSyhtpBYzpQRNH-3rp1mhOg,True,True,False,False
KiBoa Comida Caseira,ChIJq51Ohr75zpQRYfc0dt9ufAA,True,True,False,False
Comida Nordestina,ChIJmZWc4GxozpQRy_Vva0ycVQQ,True,True,False,False
Nosso Canto Bar e Restaurante,ChIJr0Aackr3zpQR9xCiSYz_mF0,True,True,True,False
Empório da Vila São Paulo Restaurante & Produtos Naturais,ChIJxajNUgRXzpQRz97z-3lkRAw,True,True,True,False
Marmitaria e Hamburgueria do Bronks,ChIJ4wc_E5f1zpQRaQoi06GKfMs,True,True,False,False
Friends Cafe,ChIJm-Y-AmRYzpQRL3FtlulbrAg,True,True,True,False
Bar e Restaurante Jardim Japão 126,ChIJ_x2ZlvH1zpQRydAg2Tezibs,True,True,False,False
Igloo Yakissoba,ChIJLwWB_qhZzpQRB3Mrvn3XM28,True,True,False,False
Royal - Restaurante Indiano,ChIJRex0k-FfzpQRkA_LrhkBvTo,True,True,False,False
Restaurante Azulejo Culinária Nordestina,ChIJReDGxeVXzpQR8HhJgYCMkzU,True,True,False,False
Caraípa Bar,ChIJH9YYyrr3zpQRAg8qwU4pLvU,True,False,False,False
Comino,ChIJQUK-NShXzpQR6bfnvLJfABc,True,True,True,False
Lamen Kazu,ChIJfbcVS2NgzpQRKYYwcNza9T4,True,True,False,False
Ran'Gō Temakeria,ChIJgWoW0a9ZzpQRcgDWTZoJzVY,True,True,False,False
Restaurante Lamen ASKA,ChIJDZ6ZWqZZzpQRa8A6tDNwU0Y,True,True,False,False
Madero Steak House Cidade São Paulo,ChIJwWg0iMhZzpQRFV2qTViUc4k,True,True,False,False
McDonald's,ChIJ-8tnwpBYzpQRFVkN1ZQeLwo,True,True,False,False
Box Brothers,ChIJeXvxK6RfzpQRW57ToWWJJjM,True,True,False,False
Japa Vegana - Restaurante Japonês e Asiático (Vegano),ChIJ4_8GmzhZzpQRJ3CCZs0A5mU,True,True,False,False
Eliana - Burger & Restaurante,ChIJne7QsbZZzpQRH79iaW9VuqY,True,True,True,False
Cafe Copan,ChIJAfYg1k1YzpQRq853imzh6s4,True,True,False,False
Taco Bell,ChIJORJxE81ZzpQRWSrfKEj9-4s,True,True,False,False
Casa do Norte LM Bar e Restaurante,ChIJOfwf14v1zpQRP3dl9l6Ry5I,True,True,False,False
Restaurante Recanto Zona Norte,ChIJjwSN5W32zpQRxpIqjzNYEgE,True,True,False,False
Restaurante da Baixinha,ChIJOVhwdwD3zpQR7npu32VRx6k,True,True,False,False
Restaurante Consulado Nordestino,ChIJ0cwljdL3zpQRfbiLBMLqJBo,True,True,True,False
Bistrô do Milho,ChIJBWcAAQf3zpQRCkxfYB0GHgA,True,True,False,False
Mix Potato Limão,ChIJDeeS_h74zpQREl6AMK5eLXk,True,True,False,False
Rose Marmitex,ChIJV_xf5RL3zpQRXpwkhn-sI74,True,True,False,False
Bondbico,ChIJneZYrRn2zpQR-z_YuJeHHzg,True,True,False,False
Lanchonete Dizzy - Santana,ChIJZeB5Z9D3zpQRJWn4WhZwzUc,True,True,False,False
Mocotó,ChIJyUs_0fD1zpQRA0Ohb5WD9Ms,True,True,False,False
Restaurante Salsa,ChIJy3emzfD1zpQRNS5KVTllSYo,True,True,False,False
Restaurante Zé Leite,ChIJbXrypk9nzpQRboC9c7x9Dhw,True,True,False,False
Jangada Velho Chico,ChIJHSubjf73zpQR7r0bq0Nws9U,True,True,False,False
Casa do Norte Savoy,ChIJqY_OJBdnzpQRTTzxXUoKVFQ,True,True,False,False
RESTAURANTE COMER BEM,ChIJ4cG72Zb7zpQRhDrawMGc1nU,True,True,False,False
Vits Burger,ChIJM0r8Xiz2zpQRjLDVn8AOqAg,True,True,False,False
