title,place_id,dine_in,takeout,delivery,drive_through
No Rush,ChIJ20itEL9bzpQRDBqhza_soa0,True,True,False,False
Fejucas restaurante,ChIJS7GGT_5azpQRD5SHBrEx3L4,True,True,False,False
DW Bar,ChIJLZeWch5RzpQRMflhAiwJYPU,True,True,False,False
Vapore & Co,ChIJr9NHgu9QzpQRewF1eh2ZwEI,True,True,False,False
Restaurante Capadócia,ChIJKzEkJaVQzpQRw8Dtcyp6iF8,True,True,False,False
Comida Di Rei,ChIJ_zFGQMBTzpQRWLn7LrBj8v8,True,True,False,False
Spazio Itália - Vino e Cucina,ChIJq2jYbW5RzpQRNAXS0Tm_e8o,True,True,False,False
Okone,ChIJX7frCJ1QzpQRO1sA4LdqIRw,True,True,False,False
Comedoria Sesc Interlagos,ChIJ34OOEk9PzpQRqQlw5qw3xY8,True,False,False,False
C-cultura caseira,ChIJ93jwkD9XzpQRBF6qp0CF3D8,True,False,False,False
Bom Prato,ChIJ-ZJqb0BYzpQRwfNt8zSYPYQ,False,False,False,False
Taco Bar e Cozinha Mexicana,ChIJQ_9kDp1QzpQRwRX2Fa4Av9Q,True,True,False,False
Rangos,ChIJTQWULQ5azpQR75gXf8AJ6Fs,True,True,False,False
Bom Prato - Parelheiros,ChIJA39GgiZJzpQRwl2gnXQ_zMg,True,False,False,False
Cabana do Açaí,ChIJ9cUP9HFQzpQRQL5LN4tARSI,True,True,False,False
Oficina Do Sabor,ChIJQzNekRVFzpQR8x9O_d2NmIg,True,True,False,False
Lanchonete e restaurante Diferente,ChIJ2fddx0UCzpQR33L03ZlggIQ,True,True,False,False
Madê Cozinha Autoral,ChIJVwdvuAYDzpQRvF9N1EA8uII,True,True,False,False
Paru Restaurante - Comida de Rua do Mar,ChIJzToX3CIDzpQRnNVIbRuatY8,True,True,True,False
Restaurante Al Mare,ChIJTa-A8xz-0ZQRB8_PBDnndQc,True,True,False,False
THE BASIC,ChIJUSOMXC4DzpQRmjUBW8ktt0U,True,True,False,False
Comedoria Gonzales,ChIJ9zVVAKFXzpQRqJ5LTkN4PjU,True,True,True,False
Garage Burger,ChIJAfIse5oczpQRkD4oufs1-O4,False,True,False,False
O Abacateiro Restaurante comida nordestina,ChIJheAJTwRnzpQR_ZH7V1G-KcM,True,True,False,False
Galpão da Mamma - Portugal e Itália,ChIJuzdYWhVczpQRB_HI_VJ3qWg,True,True,False,False
Osteria Generale,ChIJ6dsCCsZZzpQRROIslvwquqs,True,True,False,False
La Sorella Pizza Bar,ChIJkfJJ0ARazpQRpIbALPgVTDI,True,True,False,False
BICOL (빛고을) Korean Cuisine,ChIJt2epDnZZzpQRf5HzPdKVFdk,True,True,False,False
Condimento,ChIJhU9CA5BezpQRxLSRCK_Pm9Y,True,True,False,False
Sushi Lika,ChIJu5kz-r9kzpQR8eHthm8zr8E,True,True,False,False
Jam Itaim,ChIJKyOteERXzpQRhyCue5JqNUM,True,True,False,False
Exquisito!,ChIJO_qrszNYzpQR0zrVF1ivXQ4,True,True,False,False
IL Capitale,ChIJ5x74dCNZzpQRqYTSNTUEm5U,True,False,False,False
Les 3 Brasseurs,ChIJrXVoCV5XzpQR_cs68niIH_4,True,True,True,False
Vivos Bar & Restaurante,ChIJyRU2T49XzpQRBPGlPwGS0us,True,True,False,False
Pizzaria Speranza,ChIJjemGA7pZzpQRam_FLtCMtwQ,True,True,False,False
Busger - Vila Madalena,ChIJkSEWcMFXzpQR-MtGqcmVB84,True,True,False,False
Ice cream and acai Lip's Sao Caetano - SP,ChIJgRjer9lczpQRgVHp2iJLxhM,True,True,False,False
la mejillonera Benidorm,ChIJZTFu7ucEYg0ReeKSw897bpc,True,True,False,False
La Perfecta,ChIJVwzd7vtmLw0RHxjQy70_wis,True,True,False,False
Restaurante Nomar,ChIJcQQT3WB8Lg0RA2PNqzrGsX4,True,True,False,False
El Bosquecito Familiar,ChIJafFBVMZnA4wRj0qe8To5pE4,True,True,False,False
La Preñá - Inter,ChIJxVCceztoA4wR5om70scnJOc,True,True,False,False
El Nacional Barcelona,ChIJM5FFbvKipBIRdWugDh577Ao,True,False,False,False
El Trompo,ChIJRVlnejtoA4wRpoFx0kmCHyI,True,True,False,False
On Tap Recoleta,ChIJ58-g9JjKvJURqtpZ_NiQ0VA,True,True,False,False
El Disparate,ChIJVerdhAhsEg0RM5Dvj31EaWg,True,False,False,False
La Floresta,ChIJH8TsiSJDTo8RNCVWRob2K_4,True,True,False,False
The Black co,ChIJ-_2v2waLQQ0RIKVMxBC8NqA,True,True,False,False
Antojitos del Callejón,ChIJnf4gH8FuA4wRgZl6HFzIq_4,True,True,False,False
Terreo Cocina Casual,ChIJS6B3oWd9Lg0RHBXOWV2l0ik,True,False,False,False
Restaurante Sancho Panza,ChIJb7R7YkqyAowRwCYWuAezVsg,True,True,False,False
Restaurante El Plátano Criollo,ChIJQ39wTeRmA4wRgfqR8A1Q474,True,True,False,False
Cheers,ChIJDbGbq5cFQg0RIb3S9_8-kd4,True,True,True,False
Zaboré Bar & Rest.,ChIJ37XtVUBbA4wRwZXKB9umpfk,True,True,True,False
Los Calvos,ChIJZexyAkdmA4wRf_h113DOTAU,True,True,False,False
Hazlo Simple,ChIJae-yBIzFsY4Rr8U0LYwm1HE,True,True,False,False
Taberna El Poema,ChIJwUtS7mPfbA0RyPInoExk3LY,True,True,True,False
America,ChIJW_8oKypczpQRrdWiPvuA6Q4,True,True,False,False
Lamen The Bowl,ChIJZ0zq_qlXzpQRzAMJ2E7hk1o,False,True,False,False
By Koji,ChIJ___wwcJWzpQRE7K6Mf9yu68,True,True,False,False
Raw Burger N Bar,ChIJQfJinZdXzpQREUPENUNbCdo,True,True,False,False
Cadillac Burger,ChIJqXzH7qpezpQRaP4MaNS1kLA,True,True,False,False
La Revolucion Bar,ChIJd-l9jK1DzpQRpW4ONPqSSwg,True,True,False,False
Biyou'Z African Restaurant,ChIJ40CGE0VYzpQRe_eVWgng4MU,True,True,False,False
O Escandinavo,ChIJyT2w10tXzpQR7Dot3wu85sw,True,False,True,False
Roi Méditerranée,ChIJS_27lD9ZzpQRNX4n58VjOVo,True,True,False,False
MI•ADO,ChIJe1bVOPBZzpQR6V9C-wF6fv8,True,True,True,False
Me Vá Bar de Tapas,ChIJX_DjnmdXzpQRIvaYIMZ74F4,True,False,False,False
Beco Hexagonal,ChIJm4FiOgRbzpQR1ve1xaffzqo,True,True,False,False
O Diferente,ChIJt8j1BeX3zpQRBGyxY36qTQY,True,True,False,False
Lellis Trattoria,ChIJXVTQ8tRZzpQR9oNAdi-b1W8,True,True,False,False
Fame Osteria,ChIJYfLDPLZZzpQRB4RR0EJEbGU,True,False,False,False
Bubu Café Restaurante,ChIJYX2e57xZzpQRIdOtEHj727o,True,True,True,False
Thai Chef,ChIJ06O1tIVZzpQR45U6u7dSsMU,True,True,False,False
Biyou'Z Restaurante Africano,ChIJn4k2wMRZzpQRLYRvili_yAI,True,True,False,False
Restaurante Al Janiah,ChIJyVB_ek1YzpQRbASeB7JT6ps,True,True,True,False
Pipo Restaurante,ChIJ5W7Lq0BXzpQRhmW2vie4BuM,True,True,False,False
Restaurante Sweet Heart - LAOMAZI,ChIJX7vf-6hZzpQRdZZUyWr6unk,True,True,False,False
Benza Restaurante,ChIJLVJC6sxXzpQRvaA-lh6cvwI,True,True,True,False
Miss Saigon,ChIJLxapyA5azpQRITNdHfdv1NE,True,True,False,False
Atto Restaurante,ChIJJ6KSp_FXzpQRm2sR7ke0opo,True,True,False,False
Luce Oscar Freire,ChIJAc2Z1flZzpQRNXBCdVRqF88,True,True,False,False
Vassoura Quebrada,ChIJFdDf8J5XzpQRUMN3aaAmbYU,True,True,False,False
"Vasto Restaurante: Steakhouse, Sushi, Lagosta São Paulo SP",ChIJuxjBPVZZzpQRSVKs40Ekrfk,True,True,False,False
Restaurante Lvtetia - Erick Jacquin,ChIJdxnXLuZZzpQRAR8-n0MMXck,True,False,False,False
Nikkey restaurante,ChIJORGddNNZzpQRzhxHzJWK4gI,True,True,False,False
Restaurante Byhaven,ChIJt5IF3K1ZzpQRWJyefhslpN8,True,False,False,False
Restaurante Ambrosia,ChIJRfE_60VXzpQRYZmopDwR7MM,True,True,False,False
KISŪ - Jardins SP,ChIJ7WUag2FXzpQRZhyGlAtuTeQ,True,True,False,False
Pojang Wooza,ChIJgbKpltFZzpQR5WTCRLwJjgU,True,True,False,False
Restaurante Selvagem - Ibirapuera,ChIJYY_bUGNZzpQRfICoHdrkbag,True,False,False,False
Restaurante Kazu,ChIJMZ9an6hZzpQRUrj4GXD11t8,True,True,False,False
Senzala Restaurante,ChIJh-HQrMpXzpQRpYkrtBCeqik,True,True,False,False
Restaurante Nandemoyá,ChIJMd8utqhZzpQRuaSA-eTnYBQ,True,True,True,False
Sol y Sombra,ChIJswJDpFhZzpQRAzBL8Neff9Y,True,True,True,False
Izakaya Issa,ChIJ5UFBHaZZzpQRXoMgLRz6FU4,True,True,False,False
Restaurante Princesinha da Lisboa,ChIJ65EbR0ZXzpQRInkVpvh4O1g,True,True,True,False
"AL MIMAS RESTAURANTE, BAR E CAFE",ChIJ-eSC2MdXzpQRHgfIZk19M34,True,True,False,False
Camarões Restaurante,ChIJqUkaWFZXzpQRxSNfA5Pc9vo,True,True,False,False
Bullguer - República,ChIJ-wgCfyFZzpQR931zVrM4HPk,True,True,False,False
Jardim Meio Hectare,ChIJOxNSdjqmsJQRRF2Ar-nFS2M,True,True,False,False
Kidoairaku Japanese Cuisine,ChIJ_SJHl6ZZzpQRAkbBk_HYM4k,True,False,True,False
Restaurante Chi Fu,ChIJE4LPXKlZzpQRWaPXypCAzBw,True,True,True,False
MIMOOCA Restaurante,ChIJO271sitZzpQRqhIqKSpStQM,True,True,True,False
Andiamo Ristorante - Shopping Pátio Paulista,ChIJF_Efg-xZzpQRliY5N49Jn6w,True,True,True,False
Avoca Toast,ChIJvSqCz-lXzpQR9Z85NURKzjU,True,True,False,False
Zaytún Alameda Santos,ChIJDyw3opBZzpQRwnnuD3FK2Ns,True,True,False,False
Restaurante Migá,ChIJw1-7j6hZzpQRD_BSC9vF9_k,True,True,False,False
Cantina da Conchetta,ChIJ__87tLZZzpQRJqg7fw1evgE,True,True,False,False
Artur Restaurante,ChIJVcKbBINXzpQRfJ7_Y8u_rng,True,True,False,False
Kotori Restaurante,ChIJeQpnUFtXzpQRJnW18gmbaaQ,True,True,False,False
Yuzu,ChIJL-Nxr6hZzpQRDF53XRVAdzg,True,True,False,False
Restaurante Bentô House,ChIJizF6H6lZzpQRC5iXDrwRkso,True,True,False,False
Jinroku,ChIJhyOvdzqmsJQRghEI4ekYTjw,True,True,False,False
Restaurante Contra Mão,ChIJmz2nDk74zpQRVwPAAGv5aQY,True,True,False,False
Mangiare Perfetto,ChIJs-ejwEf2zpQRNoa8CiUEagA,True,True,False,False
Trattoria do Guappo,ChIJLYCdsZZYzpQRdp6bFp7Lv9M,True,True,False,False
Bistrô Maria Rosa,ChIJJW-pWDT2zpQRiC-gJxneO-I,True,True,True,False
El Soares - Sabores Mexicanos,ChIJ2144uz_2zpQR6-Q7R8TImnQ,True,True,False,False
QCeviche! Barra Funda,ChIJ__9PGQT4zpQR-v7loXfalBw,True,True,False,False
Restaurante Pódio do Tucuruvi,ChIJzZ9O1Gz2zpQRs0hspsPPyl8,True,True,False,False
Tensai Sushi,ChIJXbFALiD2zpQRhmhdcb83H1s,True,True,False,False
SÖZ Boulevard,ChIJ12AIOuf3zpQRC6rRJ8fUzOg,True,True,True,False
Mise En Place,ChIJOwSwL7b5zpQRWZ9c9TmOxSM,True,True,False,False
SALT Burger N' Bar,ChIJd_U-IZz3zpQRTFq3OmCvgfI,True,True,False,False
Frê Forneria,ChIJS2mfsuxZzpQRVOo3Ad1uYMs,True,True,True,False
Cruzeiros Bar Barra Funda,ChIJp8b-UQpYzpQR22M2OZdxqqs,True,True,False,False
Thorrilla Experience Beer & Food,ChIJjaHU6C33zpQRPeRc8eCqhwE,True,False,False,False
Divino,ChIJQ2po_h9RzpQREnr_1r9rqXA,True,True,False,False
Restaurante Die Meister Stube,ChIJ7RCK8KJQzpQRjTynz4gmY9Y,True,True,False,False
Ritz,ChIJxTnCWyJRzpQRDQvP6RgtgoM,True,True,False,False
Gastrô Culinária Variada,ChIJBQso31lQzpQRbA3J4zMAqKY,True,True,False,False
Amigo Do Rei,ChIJsctTcjlazpQRx9fgHo1D0WY,True,True,False,False
Mirim Restaurante Coreano,ChIJg_pnJKVQzpQRp72Z6fER85s,True,True,False,False
Eliane Restaurante,ChIJc13T5_xazpQRVA0l0uluIaY,True,True,False,False
Quintal do Espeto Chácara Santo Antônio,ChIJO5OXs55RzpQRcItF8BUuRoY,True,False,True,False
Los 3 Amigos,ChIJO73MhQZazpQR-cTF02jHhtw,True,True,False,False
LE PETIT GABRIELE Cuisine Française,ChIJXUjOBZ1QzpQR9vpECf0wVk8,True,False,False,False
Zona Sul sp,ChIJkWVQtlNTzpQR4bOH4qYcSJE,True,False,False,False
Eat Asia - Chácara Flora,ChIJSfaIs95RzpQROeuaRd0zQNU,True,True,False,False
Passione Restaurante,ChIJmaER6sNQzpQREqNdqbUOvAI,True,True,False,False
Restaurante Democrata,ChIJZ1rgmhdQzpQRlR-IH-E86B4,True,True,False,False
Consulado De Moema,ChIJ7Q6bmRpazpQRSsTIVY4fdrQ,True,True,False,False
Restaurante Aoyama - Moema,ChIJb1ylWQRazpQRT8sgHAkBmBg,True,True,False,False
Bella São Paulo,ChIJIaNeOhBazpQRH-W2JHg-Q6k,True,True,False,False
Ryoko Sushi,ChIJd1qCMkJQzpQRHZLvdMbV4UM,True,True,False,False
I Love Burger,ChIJeUvI6alRzpQRvjdw5NIVRqw,True,True,False,False
Zaman Restaurante e Café Árabe,ChIJDyG7HeBQzpQRTc1oOtqIy-Y,True,True,False,False
It Poke,ChIJRfr44cVbzpQRIE1gCnjSVH0,True,True,False,False
Açaí Original,ChIJK35F5k9XzpQR3a53OtWmhB0,True,True,False,False
Vista Restaurante Ibirapuera,ChIJv6MlleBZzpQRR5P_jgqq9Yc,True,False,True,False
Restaurante Vista ao Mar,ChIJtTBGm0ECzpQR_vqrlgu_1Zs,True,True,False,False
Restaurante Vista Alegre,ChIJB42QHDHYmwAR0t4uoPg4TXs,True,True,False,False
Restaurante Mirante Bela Vista,ChIJeVI8hjkA0pQRdgUWlyvQROk,True,True,False,False
Bella Vista Restaurante,ChIJE8bxKViIzJQRXhufY_5XnhA,True,False,False,False
Vista Linda Gastronomia e Lazer,ChIJKwrRwOBOWpMRi7V5U19PMFE,True,True,False,False
Restaurante Vista do Madeira,ChIJt_oPuA9dMpIRDqVe6TdOid8,True,True,False,False
Bella Vista Restaurante,ChIJReoREepPIZUR6Dm0gb836oY,True,True,False,False
Restaurante Vista da Floresta,ChIJL_QzvhpTuAARTrTMcbMDWPM,True,True,False,False
Beautiful View Restaurant,ChIJTcYWye9CqwcRLAkjOowGhV0,True,True,False,False
BELA VISTA RESTAURANTE,ChIJBZhe8KLvzpQRds9BnI0xIv4,True,True,True,False
Restaurante Skylab,ChIJCf8TNEfVmwARVDrczwDO0ts,True,False,False,False
Bar e Restaurante Mirante da Prainha,ChIJG7zYFkvomwAR55OGZ2mmxl8,True,True,False,False
Douro à Vista,ChIJi4Lc_0GvJA0RPjDxldYW57w,True,True,False,False
Vista,ChIJsaUQZuIoGw0R-Tp8rYvOp2A,True,False,False,False
Grá Bistrô | Grá Rooftop,ChIJhX0vrdvxXpMR8tpw3CU_OiY,True,False,False,False
Restaurante Point de Grumari,ChIJNZQh2UXpmwAR7QX1KKAGEu0,True,True,False,False
Aprazível,ChIJh93cB51_mQARZDVCt9ubeqc,True,True,False,False
Restaurante e Pizzaria Mar à Vista - Frutos do Mar,ChIJx932KttZJ5URdpaViI1CO-U,True,True,True,False
Restaurante Vista da Serra,ChIJa-cKAvOLlwARrKpVFgBOF6E,False,False,False,False
Terraço Botafogo,ChIJc4vt_qt_mQARnLj78faS2ow,True,False,False,False
Terra Brasilis,ChIJr-YgYRqAmQARLmcPJIpAdEg,True,True,True,False
Restaurante Olimpo,ChIJCcIGhEqBmQARuh1wFXa6ZsI,True,True,True,False
Bira de Guaratiba Restaurante,ChIJl-H3iQHsmwARw8h3mBuHmEM,True,True,True,False
Restaurante Altto e Lounge Bar,ChIJzzabEQtVlgARDN1pDyVi0LQ,True,False,False,False
Kotobuki Botafogo,ChIJjRwUKPJ_mQARzzzr1JSeCVY,True,True,False,False
Vista Café,ChIJ9T8af1tZzpQRU4r_wSTy1Sc,True,False,False,False
Restaurante do Turvo e Náutica Turvo,ChIJe77ZwONUtpQRKUq0H_Y4aRE,True,False,False,False
Maxim's Rio - (Copacabana),ChIJExVnV1HVmwARfzJB-d5sgvY,True,True,True,False
Abençoado - Bar & Restaurante - Morro da Urca,ChIJAw1dmReAmQAR_lfriXNo0Fc,True,False,False,False
Restaurante Barco Ilhas,ChIJ3ZXhcAuHzZQRHctixf_csuM,True,True,False,False
Venga Chiringuito,ChIJZ5C7uj7VmwAR3NeEsr7NWf0,True,True,True,False
Corrientes 348,ChIJIckCFSiAmQARZmhniavYSHs,True,True,False,False
Taberna do Darwin,ChIJraiACRiPmQARnMVw1wa_Rq8,True,True,False,False
Di Prima Steakhouse,ChIJQWRAlFp7mQARxyqrVkFzito,True,True,True,False
Grado Restaurante,ChIJz4mBBJnVmwARkWVcRrVF82I,True,False,False,False
Restaurante com sabor,ChIJo4x2dUeVpgARrYIaf79Ie4M,True,True,True,False
Restaurante Arab,ChIJy5tHa1HVmwARfdibi2SjLH4,True,True,False,False
Vikings,ChIJOXntC2l-mQARIlpUW0uAFaM,True,True,False,False
Torre Café Colonial,ChIJ1esNHUMyGZURvcfmkZAgDzA,True,True,True,False
Restaurante Mirador de Sevilla,ChIJ0QtEERFsEg0R0YZUPgLPY5g,True,False,False,False
Amado,ChIJYVCliowEFgcRAo-uw-6Dcdc,True,True,True,False
Cabaña Las Lilas,ChIJ7yoB8i01o5URXijw57yzW0U,True,False,True,False
Los Jardines,ChIJ6ekShTqrt5URUlRPaS2_Pvc,True,True,False,False
Restaurant Vista al Mar,ChIJl6f_ms7CiZYRxtPDPbh2_90,True,True,False,False
Tucson Restaurant,ChIJGbzz0ry1vJURzdcERvynKEA,True,False,True,False
MÖOI Larrea,ChIJW_nhC5nKvJURlaZPNt2Cr6o,True,True,False,False
Con Vista Al Mar,ChIJRzZjyNn_0YURwxOtlhq8r1w,True,True,True,False
A La Vista,ChIJDdKcHrmBMpQRYXy3wyZ8EjE,True,False,False,False
Restaurante El Tintero,ChIJ__J2Bc9Zcg0Rjfncw0ziHJw,True,True,False,False
Picalagartos Sky Bar & Restaurant,ChIJzTx9xdUpQg0RXohiLY_8diY,True,False,False,False
El Mayor,ChIJF_L6AjP50YURKgf9s7RHkqI,True,True,False,False
El Viajero,ChIJ3RyHM9YnQg0RDiSnCw1oQxo,True,True,False,False
La Primera,ChIJKQa5L3soQg0RotYzWfofot4,True,True,False,False
Osaka,ChIJnYL9Lyg1o5UR1uxr2-ZKHjo,True,True,True,False
La Sabina,ChIJMUcy-sL40YURwwD9o-xf4oo,True,True,False,False
Restaurant Vista Al Mar,ChIJ7ZMfB8sWYpYRVjZK34TIuCE,True,True,False,False
Restaurant La Antigua,ChIJLU29pfqxKIQRXxGmpN0UlSI,True,True,True,False
Vista Hermosa (Itchimbía),ChIJOYFjG4qZ1ZERMVfti9rypAY,True,True,False,False
Mirante Restaurante,ChIJy8Z8m20VzpQRrL8Yj834TPE,True,True,False,False
BistroMAC,ChIJO8PjkO-DmQARCWsqrdzaVaw,True,True,True,False
Mirante do Carmo Restaurante,ChIJ3Q7uyJ5nzpQRYnDHQN9zb9w,True,True,False,False
NOSSO,ChIJL_m2lQXVmwAR6NMoyBojgy4,True,True,True,False
Restaurante Dhomus,ChIJberU6ZxXzpQRSDsWQ8Yn7og,True,True,False,False
Restaurante Anexo Praia Búzios,ChIJ01NMJfr_lgARj23WDZgbB2w,True,True,False,False
Sal Gastronomia - Cidade Jardim,ChIJwWp6ezBXzpQRvkE1rZjELM8,True,True,False,False
Acqua,ChIJvY4sbV5_0pQRHHh4f7iu9cY,True,True,False,False
vista 365,ChIJGy_sg9NQzpQRLT8IZlbjWnU,True,True,False,False
"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",ChIJlYzOp9lZzpQRsgQfSrC7_60,True,True,False,False
Terraço Paulista,ChIJQ2IvWbhZzpQRgfzuzU9o13A,True,True,False,False
Reserva Rooftop,ChIJ-4sXpP75zpQRIsrVKX3Op54,True,True,False,False
Restaurante Artes Bela Vista,ChIJWRTVdLxZzpQR78-uCY8xf-c,True,True,True,False
Outback Steakhouse,ChIJ4QWFcMhZzpQR_Vp1rfOEx84,True,True,False,False
Mexilhão,ChIJY1LSzLZZzpQRyNdygaIpRTo,True,True,False,False
Tempura Ten,ChIJ-3GmF7lZzpQRVwYPSMAjfUM,True,True,False,False
Restaurante Mancini,ChIJl0MlbYxZzpQROAOyGf15cGg,True,True,False,False
Cantina 14 Julho,ChIJyQBhTbJZzpQRFAoez_rOYLo,True,True,False,False
Kome Restaurante Japonês,ChIJ_Uj4bIz_zpQR9tLR8IfWCPY,True,True,False,False
Restaurante Zé do Peixe,ChIJUwS5XbFZzpQRlbthaBBx7qw,True,True,False,False
Osteria Generale,ChIJzzHeXrlZzpQRO731LSDui34,True,True,False,False
Restaurante Puro Sabor Viaduto,ChIJ6x31cE1YzpQRUi02WHkDTBY,True,True,False,False
21 Grill Bela Vista,ChIJnUOeUqxZzpQRpQgf_J95FGo,True,True,False,False
Do Sertão,ChIJU6_n9rRZzpQRQdxUzoB0ouU,True,True,False,False
Coco Bambu Conceito Pátio Paulista,ChIJyeXlAAtZzpQRIhbWntaBqEs,True,True,False,False
Saracura Gastrobar,ChIJBbzwHJxZzpQRC-7QPjHeMKY,True,True,False,False
Casa Manioca,ChIJEZoT03lXzpQRL25jLcp0Ycs,False,False,False,False
Lazzarella,ChIJecClSrFZzpQRSn05rOLxJEE,True,True,True,False
Fiorana,ChIJPzWnTLhZzpQR6bJZW36xQOk,True,True,False,False
Spot,ChIJS9JQb8xZzpQRlLHlndo7ghQ,True,True,False,False
Restaurante-Escola Câmara,ChIJl4fBslJYzpQRhhgqUHnT7BM,True,False,False,False
Balaio IMS,ChIJWYzAbC1YzpQRjwKI9jjyL1w,True,True,False,False
Keito (Pub Kei),ChIJUWobY7hZzpQRL2yyBJ32X2s,True,True,False,False
Little Saigon Culinária Vietnamita,ChIJycnw6sxfzpQRp6bjuGn0iBY,True,True,False,False
Restaurante Japa's,ChIJpbQbt6RZzpQRTbWncWiMPdU,True,True,False,False
A Baianeira - MASP,ChIJuWGbaF5ZzpQRk8vjbw7ZHDc,True,False,False,False
Restaurante Sentaai,ChIJ3yDffK5ZzpQRWmBHCxIzXuA,True,True,False,False
Restaurante Salinas,ChIJH_2E_bRZzpQR3t0r2VbU_sI,True,True,False,False
Almanara,ChIJ15trVEhZzpQR23QTnq6f8nw,True,False,False,False
Frutaria são paulo,ChIJK-eJG3JZzpQRdD5tyZ_rycg,True,True,False,False
"Basilicata - Pão, Empório e Restaurante",ChIJB2ssy7ZZzpQRA0VxRFuH9A0,True,True,False,False
Restaurante Finas Ervas (Hotel Mercure São Paulo Paulista),ChIJkUqZ47hZzpQRszu5LcSwgxA,True,True,False,False
Shanghai,ChIJCR8X47hZzpQRvK_xLyYsLlY,True,True,False,False
Amo comer em São Paulo,ChIJOesH9PZZzpQRoMwXaL1hLUc,True,True,False,False
Circolo Italiano San Paolo,ChIJxR24YE5YzpQRB46MP_TLbu4,False,False,False,False
Restaurante Lanchonete Opala,ChIJ4YvfcLRZzpQR7yWg_mtYB9A,True,True,False,False
Vita Natural,ChIJL8JL-sdZzpQRAWz9rnohJlY,True,True,False,False
Restaurante Don Bei Brigadeiro,ChIJAQAEgrBZzpQRYw2yJcjD5_8,True,True,False,False
Restaurante La Friulana,ChIJh1etle1ZzpQRUPYn7VAbuCc,True,True,True,False
Moscatel Restaurante e Doceria,ChIJHykXLbFZzpQRH2-P6Ewsiw4,True,True,False,False
Mamma Júlia,ChIJzxQfAbRZzpQRX3RRMiLBn1Y,True,True,False,False
Gendai,ChIJtYH0e71ZzpQR5pP4W8dATfM,True,True,False,False
Sushi Bar Japas,ChIJZfyHC7BZzpQRvmroMF1rlho,True,True,True,False
Restaurante Aroma e Sabor (São Bento),ChIJfUemylVYzpQRE9-S84gPgWk,True,True,False,False
Iza Brasil Bar e Restaurante,ChIJV_W0EiD3zpQRemYNOolq8CA,True,True,True,False
Cantinho da Jô,ChIJGxiNjmD3zpQRY5M9udOiuns,True,True,True,False
Patty Pastel,ChIJfV51jpb3zpQRtYSjiuKXJZM,True,True,False,False
Haru Pizzaria e Temakeria,ChIJOeCwI3L3zpQRtbSZMjOrOFk,True,True,False,False
Garagem do açaí,ChIJB-0uLFX3zpQRPXLEM5-Uu_w,False,True,False,False
Manu Deck Bar,ChIJ2fAmmhD3zpQRrS_pJJQgTnU,True,True,False,False
Do Vale Bar e Restaurante,ChIJ52kaZSf3zpQRmT7GE8VlEts,True,True,False,False
Pizzaria bonassi,ChIJvcRvpG73zpQRBJNgM3ORdVI,True,True,False,False
Restaurante Japonês - YONO SUSHI,ChIJIUomZHb3zpQRoWw9KkQbayg,True,True,False,False
DECK CANTAREIRA - STEAKHOUSE,ChIJuRSuwvfxzpQRJLoCceiYuMk,True,True,False,False
Bar de Vidro,ChIJtzKk6BL2zpQR9jvR4-x1weg,True,True,False,False
Pizzaria Sabor Divino - Zona Norte - SP,ChIJW354Cyf3zpQRWbaDIKsrkmM,True,True,False,False
Ciccarino Restaurante e Pizzaria,ChIJyezC1E_4zpQRbWiviUH3cY4,True,True,False,False
Frango Assado,ChIJr7XU0gz3zpQR4tEJvX46q00,True,True,False,False
Marmitex Dona Cicera,ChIJ3_fYJkn3zpQR3od8Ngx_P5Q,True,False,False,True
Pizzaria Dejoni,ChIJ-0RehGD3zpQRj3VnKaPjmrs,True,True,False,False
Click Burger Beer,ChIJd8ym98D3zpQRT7nNNtIkQ3Q,True,True,True,False
Juka's Burguer,ChIJcxcZVJT3zpQRIYhi8KEJzxc,False,False,False,False
Top 13 burguer,ChIJZ39Ofzz3zpQRJVb1e3jklrY,False,False,False,False
Mario..jales..da..silva,ChIJvclouOT3zpQRkP2AUpZNmks,False,False,False,False
Churrasquinho Do SEU ZÉ,ChIJHybSkiv7zpQR4eUJDt-FUIc,False,False,False,False
Dragon,ChIJvYN14Kv5zpQRySOP2d2QfOo,False,False,False,False
Milka's Burguer,ChIJyTOCEcf3zpQRAsfRI-3g1JM,False,False,False,False
Sky Hall Terrace Bar,ChIJAZ_iqUVXzpQRwN9Z8oqQDrs,True,True,False,False
Restaurante Friends Morumbi,ChIJSVLFACVRzpQR-gZEauByCvY,True,True,False,False
Le Jardin,ChIJEY6xJH9ZzpQRO3UjvclV0Zc,True,False,False,False
Modern Mamma Osteria,ChIJXXAo52dXzpQRdeK4IWo4W2s,True,False,False,False
Restaurante Prêt no MAM,ChIJoc4b5_NZzpQREenOpTZxMek,True,False,False,False
Jamie's Italian São Paulo,ChIJ44uNs1xXzpQRyODe-qFAA3E,True,True,False,False
Porto Luna,ChIJ_dccVEVXzpQRlpgZqeWvV0k,True,False,False,False
Ogni Giorno,ChIJk2BepLFRzpQRoyYmJzoMPKQ,True,True,False,False
Bistrot Parigi,ChIJN1D2fS1XzpQRu_Faebo2Mh4,True,True,False,False
Terraço Major,ChIJDeSaSyhazpQRqMlQ7d-LshI,True,True,False,False
