sunday,monday,tuesday,wednesday,thursday,friday,saturday,title
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 27}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}",Por um Punhado de Dólares
"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}",Por um Punhado de Dólares
"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}",Por um Punhado de Dólares
"{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}",Por um Punhado de Dólares
"{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}",Por um Punhado de Dólares
"{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 96}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}",Por um Punhado de Dólares
"{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 95}",Por um Punhado de Dólares
"{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}",Por um Punhado de Dólares
"{'time': '6\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}",Por um Punhado de Dólares
"{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}",Por um Punhado de Dólares
"{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}",Por um Punhado de Dólares
"{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 27}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 27}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 29}",Por um Punhado de Dólares
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Por um Punhado de Dólares
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Café Girondino
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Café Girondino
"{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 17}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 27}",Café Girondino
"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}",Café Girondino
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 78}",Café Girondino
"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 73}",Café Girondino
"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}",Café Girondino
"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 93}",Café Girondino
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}",Café Girondino
"{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}",Café Girondino
"{'time': '4\u202fPM', 'info': 'Usually not busy', 'busyness_score': 11}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",Café Girondino
"{'time': '5\u202fPM', 'busyness_score': 0}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}",Café Girondino
"{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}",Café Girondino
"{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '7\u202fPM', 'busyness_score': 0}",Café Girondino
"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '8\u202fPM', 'busyness_score': 0}",Café Girondino
"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Café Girondino
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Café Girondino
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Café Girondino
nan,"{'time': '6\u202fam', 'busyness_score': 0}","{'time': '6\u202fam', 'busyness_score': 0}","{'time': '6\u202fam', 'busyness_score': 0}","{'time': '6\u202fam', 'busyness_score': 0}","{'time': '6\u202fam', 'busyness_score': 0}","{'time': '6\u202fam', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '7\u202fam', 'busyness_score': 0}","{'time': '7\u202fam', 'busyness_score': 0}","{'time': '7\u202fam', 'busyness_score': 0}","{'time': '7\u202fam', 'busyness_score': 0}","{'time': '7\u202fam', 'busyness_score': 0}","{'time': '7\u202fam', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '8\u202fam', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '8\u202fam', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '8\u202fam', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '8\u202fam', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '8\u202fam', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '8\u202fam', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '9\u202fam', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '9\u202fam', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '9\u202fam', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '9\u202fam', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '9\u202fam', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '9\u202fam', 'info': 'Usually a little busy', 'busyness_score': 51}",KOF - King of The Fork
nan,"{'time': '10\u202fam', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '10\u202fam', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '10\u202fam', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '10\u202fam', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '10\u202fam', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '10\u202fam', 'info': 'Usually as busy as it gets', 'busyness_score': 80}",KOF - King of The Fork
nan,"{'time': '11\u202fam', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '11\u202fam', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '11\u202fam', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '11\u202fam', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '11\u202fam', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '11\u202fam', 'info': 'Usually as busy as it gets', 'busyness_score': 86}",KOF - King of The Fork
nan,"{'time': '12\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '12\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '12\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '12\u202fpm', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '12\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '12\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 71}",KOF - King of The Fork
nan,"{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '1\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 64}",KOF - King of The Fork
nan,"{'time': '2\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '2\u202fpm', 'info': 'Usually as busy as it gets', 'busyness_score': 90}","{'time': '2\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '2\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '2\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '2\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 75}",KOF - King of The Fork
nan,"{'time': '3\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '3\u202fpm', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '3\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '3\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '3\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '3\u202fpm', 'info': 'Usually as busy as it gets', 'busyness_score': 82}",KOF - King of The Fork
nan,"{'time': '4\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '4\u202fpm', 'info': 'Usually as busy as it gets', 'busyness_score': 93}","{'time': '4\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '4\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '4\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '4\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 68}",KOF - King of The Fork
nan,"{'time': '5\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '5\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '5\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '5\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '5\u202fpm', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '5\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '6\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '6\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '6\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '6\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '6\u202fpm', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '6\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '7\u202fpm', 'busyness_score': 0}","{'time': '7\u202fpm', 'busyness_score': 0}","{'time': '7\u202fpm', 'busyness_score': 0}","{'time': '7\u202fpm', 'busyness_score': 0}","{'time': '7\u202fpm', 'busyness_score': 0}","{'time': '7\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '8\u202fpm', 'busyness_score': 0}","{'time': '8\u202fpm', 'busyness_score': 0}","{'time': '8\u202fpm', 'busyness_score': 0}","{'time': '8\u202fpm', 'busyness_score': 0}","{'time': '8\u202fpm', 'busyness_score': 0}","{'time': '8\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '9\u202fpm', 'busyness_score': 0}","{'time': '9\u202fpm', 'busyness_score': 0}","{'time': '9\u202fpm', 'busyness_score': 0}","{'time': '9\u202fpm', 'busyness_score': 0}","{'time': '9\u202fpm', 'busyness_score': 0}","{'time': '9\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '10\u202fpm', 'busyness_score': 0}","{'time': '10\u202fpm', 'busyness_score': 0}","{'time': '10\u202fpm', 'busyness_score': 0}","{'time': '10\u202fpm', 'busyness_score': 0}","{'time': '10\u202fpm', 'busyness_score': 0}","{'time': '10\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
nan,"{'time': '11\u202fpm', 'busyness_score': 0}","{'time': '11\u202fpm', 'busyness_score': 0}","{'time': '11\u202fpm', 'busyness_score': 0}","{'time': '11\u202fpm', 'busyness_score': 0}","{'time': '11\u202fpm', 'busyness_score': 0}","{'time': '11\u202fpm', 'busyness_score': 0}",KOF - King of The Fork
"{'time': '6\u202fAM', 'busyness_score': 0}",nan,"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Cupping Café
"{'time': '7\u202fAM', 'busyness_score': 0}",nan,"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Cupping Café
"{'time': '8\u202fAM', 'busyness_score': 0}",nan,"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Cupping Café
"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 28}",nan,"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}",Cupping Café
"{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 79}",nan,"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 17}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 52}",Cupping Café
