sunday,monday,tuesday,wednesday,thursday,friday,saturday,title
"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 62}",Brothaus Breads & Pastries
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}",Brothaus Breads & Pastries
"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 50}",Brothaus Breads & Pastries
"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}",Brothaus Breads & Pastries
"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 27}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}",Brothaus Breads & Pastries
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}",Brothaus Breads & Pastries
"{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}",Brothaus Breads & Pastries
"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}",Brothaus Breads & Pastries
"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}",Brothaus Breads & Pastries
"{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '6\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}",Brothaus Breads & Pastries
"{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}",Brothaus Breads & Pastries
"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",Brothaus Breads & Pastries
"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Brothaus Breads & Pastries
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Brothaus Breads & Pastries
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Brothaus Breads & Pastries
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '10\u202fAM', 'busyness_score': 0}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 14}",Pati Piva - Iguatemi Alphaville
"{'time': '11\u202fAM', 'busyness_score': 0}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 36}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 27}",Pati Piva - Iguatemi Alphaville
"{'time': '12\u202fPM', 'busyness_score': 0}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 50}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}",Pati Piva - Iguatemi Alphaville
"{'time': '1\u202fPM', 'busyness_score': 0}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}",Pati Piva - Iguatemi Alphaville
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 36}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}",Pati Piva - Iguatemi Alphaville
"{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 50}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}",Pati Piva - Iguatemi Alphaville
"{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}",Pati Piva - Iguatemi Alphaville
"{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '5\u202fPM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}",Pati Piva - Iguatemi Alphaville
"{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '6\u202fPM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}",Pati Piva - Iguatemi Alphaville
"{'time': '7\u202fPM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '7\u202fPM', 'info': 'Usually not busy', 'busyness_score': 17}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '7\u202fPM', 'info': 'Usually not busy', 'busyness_score': 17}",Pati Piva - Iguatemi Alphaville
"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'info': 'Usually not busy', 'busyness_score': 11}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '8\u202fPM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '8\u202fPM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '8\u202fPM', 'info': 'Usually not busy', 'busyness_score': 18}","{'time': '8\u202fPM', 'info': 'Usually not busy', 'busyness_score': 10}",Pati Piva - Iguatemi Alphaville
"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 7}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 10}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 8}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 11}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}",Pati Piva - Iguatemi Alphaville
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Pati Piva - Iguatemi Alphaville
"{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}","{'time': '5\u202fAM', 'busyness_score': 0}",Padaria e Pizzaria Doce Sabor
"{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '6\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}",Padaria e Pizzaria Doce Sabor
"{'time': '7\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '7\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}",Padaria e Pizzaria Doce Sabor
"{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '8\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '8\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}",Padaria e Pizzaria Doce Sabor
"{'time': '9\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '9\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '9\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '9\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",Padaria e Pizzaria Doce Sabor
"{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}",Padaria e Pizzaria Doce Sabor
"{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 87}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 70}",Padaria e Pizzaria Doce Sabor
"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}",Padaria e Pizzaria Doce Sabor
"{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}",Padaria e Pizzaria Doce Sabor
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}",Padaria e Pizzaria Doce Sabor
"{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}",Padaria e Pizzaria Doce Sabor
"{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}",Padaria e Pizzaria Doce Sabor
"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}",Padaria e Pizzaria Doce Sabor
"{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}",Padaria e Pizzaria Doce Sabor
"{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '7\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}",Padaria e Pizzaria Doce Sabor
"{'time': '8\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '8\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '8\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}",Padaria e Pizzaria Doce Sabor
"{'time': '9\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 99}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '9\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}",Padaria e Pizzaria Doce Sabor
"{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '10\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '10\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '10\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}",Padaria e Pizzaria Doce Sabor
