title,place_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday
Califa Brewpub,ChIJjQ6L-4xfzpQRjd2Wb1uogsI,4–10:30 PM,5 PM–12 AM,5 PM–12 AM,Closed,5 PM–12 AM,5 PM–1 AM,5 PM–2 AM
Cervejaria Dogma Pinheiros,ChIJR0fkfZNXzpQR5NhuQa3-9BI,1–8 PM,Closed,4–11 PM,4–11 PM,4–11 PM,4–11 PM,1–11 PM
Cervejaria Dinastia,ChIJcxxnVaJXzpQRJsX8LR7E85o,11 AM–4 PM,Closed,4–11 PM,4–10 PM,3–11 PM,4–11 PM,12–11 PM
Canoa Cervejaria,ChIJY_tyYuNbzpQR0vKyJXgjsW4,2–10 PM,Closed,Closed,Closed,5–11 PM,5–11 PM,4–11 PM
Cervejaria Costa Leste,ChIJX-dTg6lhzpQR3k2k-CSoFBc,10 AM–6 PM,Closed,Closed,Closed,Closed,Closed,2–8 PM
Bombuteko Cervejaria e Drinks,ChIJjzSycQhZzpQRzaMNttOW1WU,3–10 PM,8 AM–1 AM,8 AM–1 AM,8 AM–1 AM,8 AM–1 AM,8 AM–1 AM,8 AM–1 AM
Montanha Tap House,ChIJl4A61ORXzpQR2AlvmQahlLU,1–7 PM,Closed,Closed,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,1 PM–12 AM
Você Falou Cerveja | Blog Cervejeiro,ChIJmXmeDV35zpQRM1a3wu1VA2k,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,Closed
Cervejaria Seraphina,ChIJV3XXJHH4zpQRLyDtL_6B_tk,6–11 PM,Closed,6–11:30 PM,6–11:30 PM,6–11:30 PM,6 PM–12 AM,6 PM–12 AM
Brejada - Consultoria Cervejeira e Eventos Cerveja Artesanal,ChIJ8-8nz7hZzpQRu9W5ZXJ_CkU,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
Cerveja Pestana,ChIJx26ohCf3zpQRi8swAkb8nIE,Closed,Closed,Closed,4–10 PM,4–10 PM,4–10 PM,1–10 PM
"Cervejaria, Bar e Restaurante Hettwer Ipiranga",ChIJZw9tGzhbzpQR6Bw_p31oicM,12–8 PM,Closed,6 PM–12 AM,6 PM–12 AM,5 PM–12:30 AM,5 PM–12:30 AM,12 PM–12:30 AM
Tom profano cervejaria artesanal,ChIJx8cz0mVXzpQRuzOYoIAam-Q,5–9 PM,Closed,Closed,Closed,5–10 PM,5–10 PM,5–10 PM
Rota da Cerveja,ChIJ53xUcM_5zpQR_vWexno8eGg,2–8 PM,2–10 PM,2–10 PM,2–10 PM,2–11 PM,2 PM–12 AM,2 PM–12 AM
Alvorada Cervejaria,ChIJbXQUuMdbzpQRjiLwHFxAsZo,3–9 PM,Closed,5–11 PM,5–11 PM,5–11 PM,5–11 PM,3–11 PM
Cervejaria Mura,ChIJJVZI0FVRzpQRpOwsGdkYTCo,Closed,Closed,3–11 PM,3–11 PM,3–11 PM,3–11 PM,11 AM–8 PM
Cervejaria Lote,ChIJA02D80T5zpQRN_kTN0d_l_U,Closed,2–6 PM,2–6 PM,2–6 PM,5–8 PM,5–8 PM,1–5 PM
Canto da Cerva - Biergarten,ChIJf1y5Ctr5zpQRgoSB1NNwU2k,12–9 PM,Closed,4 PM–12 AM,4 PM–12 AM,4 PM–12 AM,12 PM–1 AM,12 PM–1 AM
Cervejaria Boa Vista - Fabricação Local!,ChIJEfZdCVdQzpQREkk8g62F3Iw,11 AM–8 PM,11 AM–8 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,11 AM–10 PM
La Caminera Cervejaria Artesanal,ChIJB05ivz33zpQR71a1LVzaEq4,11 AM–8 PM,5–11 PM,5–11 PM,5–11 PM,5–11 PM,5–11 PM,1–11 PM
Cervejaria Rat,ChIJ-fMNGyNXzpQRuGLYGX7TU_M,12–5 PM,Closed,Closed,Closed,Closed,Closed,12–10 PM
Beer4U Paraíso,ChIJrWrTo1VZzpQROcIS-Wtj1vk,11 am–6 pm,Closed,2–9 pm,2–9 pm,2–11 pm,2–11 pm,11 am–11 pm
Cervejaria Marengo By Lúcio's,ChIJq-hGdZBezpQRxqCWngSpKm0,12 pm–1 am,Closed,5 pm–1 am,5 pm–1 am,5 pm–1 am,5 pm–1 am,12 pm–1 am
Cervejaria Adorea,ChIJU-y8GVVXzpQREwfoIfU5-dg,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm
Sambá Cervejaria e Gastronomia,ChIJm6RAlH5XzpQREObD3RXchUc,12–9 pm,Closed,4–11:18 pm,4:30–11:18 pm,4:30–11:18 pm,3–11:45 pm,12–11:45 pm
Rancho Urbano SP,ChIJO9WgePWKzpQRuAT7E838ARQ,4 pm–12 am,Closed,Closed,5 pm–2 am,5 pm–2 am,5 pm–3 am,3:30 pm–3 am
Gutembeer Cervejaria,ChIJkdOKGcBdzpQRa8Jy02Ig3yg,12–8 pm,Closed,4–10 pm,4–10 pm,4–10 pm,4–10 pm,2–10 pm
Booze Cruise Garage - Bar de Cerveja Artesanal Brooklin,ChIJN2wp0_5RzpQR2C5GraQdO3I,Closed,Closed,5 pm–1 am,5 pm–1 am,5 pm–3:30 am,5 pm–3:30 am,5 pm–3:30 am
Taguá 326 Cervejas Artesanais,ChIJSTg9DJ9ZzpQRc-SNKtu9lTo,3–9 pm,Closed,5–11 pm,5–11 pm,5 pm–12 am,4 pm–1 am,3 pm–1 am
Cerveja Artesanal,ChIJoSkBBlBXzpQR17Qz4Wq5Jg0,,,,,,,
Caveratorium Beer e Food,ChIJyYOVjTlazpQR3-7mzWh0_rE,Closed,Closed,4–11 pm,4–11 pm,4–11 pm,4 pm–12 am,3 pm–12 am
Cervejaria Espeto Mais,ChIJibgLM0VXzpQRQ14b3inZkE8,Closed,Closed,6 pm–4 am,6 pm–4 am,6 pm–4 am,6 pm–4 am,2 pm–4 am
Quitanda da Cerveja,ChIJEwDmaiJazpQR690648a2X0A,Closed,Closed,5 pm–12 am,5 pm–12 am,5 pm–12 am,5 pm–12 am,5 pm–12 am
Mestre-Cervejeiro.com Pompéia,ChIJW3EBipdXzpQRsoFXlRooFbQ,10 am–6 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,10 am–11 pm
Santo Trago Cervejaria,ChIJDaWqbzZfzpQRcCPqCgWGt3c,3 pm–4 am,10 am–4 am,10 am–4 am,10 am–4 am,10 am–4 am,10 am–4 am,10 am–5 am
Bar do Urso - Baixo Pinheiros (Cervejaria Colorado),ChIJhfNmtq9XzpQRqVQH3m-iY6o,1–9 pm,Closed,4 pm–12 am,4 pm–12 am,4 pm–12 am,4 pm–12 am,1 pm–12 am
Bar do Urso - Pacaembu (Cervejaria Colorado),ChIJyWK_MxpYzpQR6sw4OMJlAtY,5–11 pm,Closed,6 pm–1 am,6 pm–1 am,6 pm–1 am,6 am–1 am,6 pm–1 am
Corisca Cervejaria Artesanal,ChIJj2Go3BtZzpQRKo5YsiKADiE,12–6 pm,Closed,Closed,Closed,5–11 pm,5–11 pm,4–11 pm
Van Been Tap House,ChIJT3NSWoFZzpQRoEiIFDJrCHE,1–7 PM,Closed,Closed,5–11 PM,5–11 PM,5–11 PM,1–11 PM
Bar do Urso Perdizes (Cervejaria Colorado),ChIJI30QBm5XzpQRfidg4R7JPRE,3–11 PM,Closed,5:30–11:30 PM,5:30–11:30 PM,5:30–11:30 PM,5 PM–1:30 AM,4 PM–1:30 AM
El Patron São Paulo,ChIJfZNN2N5ZzpQRbtMgdOuyAo0,Closed,Closed,10 AM–5 PM,10 AM–5 PM,10 AM–5 PM,10 AM–5 PM,10 AM–5 PM
Cervejaria,ChIJK-dSKAZazpQRwmVn6U3EdyA,,,,,,,
Cervejaria Ambev,ChIJ0-DqyxFazpQRQg3UDglLUxA,Closed,9 AM–5:15 PM,9 AM–5:15 PM,9 AM–5:15 PM,9 AM–5:15 PM,11 AM–5 PM,Closed
Bar do Urso - Vila Olimpia (Cervejaria Colorado),ChIJ8fh2SINXzpQRxpCb8NobbZQ,Closed,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,Closed
Hoy Cervejaria e Hidromelaria,ChIJz22IfOn3zpQR75m6P0VJaXU,11 AM–6 PM,11 AM–7 PM,11 AM–7 PM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM
Escambo Gastronomia e NanoCervejaria,ChIJYbWQmL9ZzpQRDz7a-uetrAM,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,5–11 PM,11:30 AM–2:30 PM,2–11 PM
Bar do Urso Mooca (Cervejaria Colorado),ChIJn7rnu1JZzpQR6XrimP5GVU4,3–11 PM,Closed,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,5 PM–1 AM
Hocus Pocus SP,ChIJvaX4ly9XzpQR7ASl_-8pbhQ,12–9 PM,Closed,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,1 PM–12 AM
Cervejaria TRIA,ChIJZ1DNqg5azpQRGpNi5ONYBpY,12–5 PM,Closed,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–10 PM
Senhora Cerveja,ChIJS_rrijdZzpQRh_k1sbAj-mw,9 AM–6 PM,9 AM–5 PM,11 AM–6 PM,11 AM–6 PM,11 AM–6 PM,11 AM–6 PM,9 AM–5 PM
Cervejaria Belco,ChIJiSVK4gpXzpQRs9dAeYAjYwk,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,Closed
Cervejaria Colorado,ChIJVVUF6_hbzpQRtSDgHmuRq_0,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM
Cervejaria,ChIJqQCcaWz2zpQRjDiXqF0h-AY,,,,,,,
Gorila Beer House Vila Mariana,ChIJ2Y09kYtZzpQRT4R1NRfIy3g,12–10:45 PM,5–11:45 PM,5–11:45 PM,5–11:45 PM,5–11:45 PM,5 PM–12:45 AM,12 PM–12:45 AM
Sinnatrah Cervejaria-Escola,ChIJcbAe6u5XzpQRa1DCSL_hkdA,,,,,,,
Cervejaria Werneck,ChIJd5Hq9FfrMoMRnS0W-7f6AUU,Closed,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,11 AM–4 PM,Closed
Bar Invicta - Perdizes,ChIJm1n20khXzpQRlOys3AbD_fQ,11 AM–8 PM,Closed,Closed,3–10 PM,3–10 PM,3–10 PM,11 AM–10 PM
Beer Rock Club,ChIJEcsFHuxbzpQRRsQLe-GPDu0,12–6 PM,Closed,2–10 PM,2–10 PM,2–11 PM,2–11 PM,12–11 PM
Estação de Chope Colorado - São Bento,ChIJH3qwt0FZzpQRBF6_hQoJvBc,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM,2–10 PM
VKS Beer House,ChIJq1ld1ChZzpQRiUaOtkTD-Hk,12–11 PM,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,5 PM–1 AM,12 PM–1 AM
Carrieri GastroPub,ChIJaxW3I3lZzpQRI4A2mqjHzik,Closed,Closed,Closed,Closed,6–11 PM,6 PM–12 AM,7 PM–12 AM
Deodoro Fogo Fumaça e Cerveja,ChIJhVtq4AZbzpQRcauJTn63oFI,12–8 PM,Closed,12–10 PM,12–4 PM,12–10 PM,12 PM–12 AM,12 PM–12 AM
Cervejaria Ambev - CDD Mooca,ChIJYz_JrT9ZzpQRaoLYpDZKG7c,Closed,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,8 AM–6 PM,Closed
Rock & Burguer,ChIJ73ICE1FYzpQRm9GIsjncZg0,Closed,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–6 PM
Estrella Galicia Brazil,ChIJtz0KY49XzpQR9Cor6-BPD7U,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,Closed
Cervejaria Júpiter,ChIJM6Jvs9bXn6MR0KxUMRhC1Yw,Closed,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,9 AM–6 PM,Closed
L'Osteria do Piero,ChIJYdJns9RZzpQR4eUwg03Oq0Y,11:30 AM–11:30 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–1:30 AM
La Mamma Cucina,ChIJ1V6mRmNZzpQRVVQaB7ZhnO4,10 AM–10 PM,9 AM–10 PM,9 AM–10:30 PM,9 AM–10:30 PM,9 AM–10:30 PM,9 AM–11 PM,9 AM–11 PM
Ristorantino,ChIJUW_svH9XzpQRz1_pmx7joWw,12–5 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–5 PM
Due Cuochi Cucina,ChIJn__C22dXzpQRD3Ll72W-Tqk,12–6 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–4 PM
Circolo Cucina,ChIJ944WrzJZzpQRMng9_Nzlato,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM
Il Sogno Di Anarello,ChIJtRpZlo1ZzpQRTbJeOo412TY,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM
Cantina & Pizzaria Ouro Branco,ChIJrRVwMW5YzpQRhyTDPcrmuE8,12–10 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM
Pecorino,ChIJRffhcK5ZzpQRveSO9Q7VK6A,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM
Cantina San Marco,ChIJuyJ95UdZzpQRqSdzcB1MwKQ,11 AM–5 PM,Closed,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–4 PM
Pateo Cuccina,ChIJiY_htqpZzpQR6e-c4D8E8_Q,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,Closed
Don Carlini Ristorante,ChIJ3zEyxhVZzpQRN5pr_hPtpTA,12–5 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3:30 PM,12–4 PM
Pecorino Bar & Trattoria - Vila Nova Conceição,ChIJMZ9XAP5ZzpQR8N5ZNsKt3NI,12–11 PM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–1 AM
Aguzzo Trattoria - Moema,ChIJUVVlahBazpQR-jm3XQ58fJY,12–5 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–5 PM
Trastêvere Cucina Italiana,ChIJm9u9YoBXzpQRTynhsLeXW7A,7–11 PM,Closed,7–11 PM,7–11 PM,7–11 PM,7–11 PM,7–11 PM
Da Marino,ChIJMSJ30WdXzpQR3QtMAL5T3AE,12–10 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12 PM–1 AM,12 PM–1 AM
Restaurante Vecchio Torino,ChIJW-JI_wpXzpQRs_gsCtp5bNM,12–3 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Restaurante Spaghetti Notte,ChIJNUfUOGhZzpQRlMojfz0_1yE,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM
Italianinho Pasta & Cia,ChIJD4DgOkxYzpQRcSRg2HkBhX4,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,Closed
Bucatini Ristorante,ChIJ-8pVlpRZzpQRyBzCw5I2ZLw,11:30 AM–5 PM,Closed,11 AM–3:30 PM,11 AM–3:30 PM,11 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM
Cantina do Magrão,ChIJ-9jUmZpbzpQRqtvImV7OpIU,12–11 PM,Closed,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM
Dopo Lavoro Cantina Italiana,ChIJMXuRzxZczpQRFysVNqAJiKY,11:30 AM–4 PM,Closed,Closed,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–4 PM,11:30 AM–4 PM
DI CARMO,ChIJWztXXeFXzpQRCZKpDBuE6RE,11:30 AM–11 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–11 PM
La Terrina,ChIJjUKKBIRXzpQR56y-qHByh6o,11:30 AM–11:30 PM,11:30 AM–11:40 PM,11:30 AM–11:40 PM,11:30 AM–11:40 PM,11:30 AM–11:40 PM,11:30 AM–11:40 PM,11:30 AM–11:40 PM
Timo Cucina Central,ChIJudipfVZZzpQRaJxbktJl4Gg,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,6–10:30 PM
Mezzogiorno Ristorante,ChIJh0buEmlXzpQRlHXhqMjX2KY,Closed,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,Closed,Closed
Totó Ristorante,ChIJIVrXC1dXzpQRAYxdsKLhjRo,12–5 PM,Closed,12–11 PM,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM
Sughetto - Cucina e Dolci,ChIJff5KrQRZzpQR_mCrpSB1BnQ,12–4 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–4 PM,12–4 PM
Pier Trattoria,ChIJnUPU9MJZzpQR3PLQILuhL6k,12–5 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM
Veridiana Pizzaria - Jardins,ChIJLfTYPcRZzpQRbhlYxQghM7U,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM
Carlino Ristorante,ChIJD6Xlx05YzpQR8GrPocHY85w,11:30 AM–4 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–4 PM
️Famiglia Franciulli - Padaria Italiana - Padaria em Liberdade - Pão Italiano - Baguete - Padaria Delivery ️,ChIJHc3NSghZzpQRFV8GOfTbxWc,7:30 AM–2 PM,7 AM–8 PM,7 AM–8 PM,7 AM–8 PM,7 AM–8 PM,7 AM–8 PM,7 AM–8 PM
Diavola Pizzeria Italiana,ChIJP6Q40ppXzpQRMzNiihcotK0,6–11 PM,Closed,6–11 PM,6–11 PM,6–11 PM,6 PM–12 AM,6 PM–12 AM
Mexicaníssimo Vila Madalena,ChIJnwY-z5dXzpQRdKNQ5qVCyCA,12–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Nacho Libre - Cozinha mexicana,ChIJQ2Qb5e5XzpQRkLpLYxZiFbQ,4:30–10:30 PM,5–10:30 PM,Closed,5–10:30 PM,5–10:30 PM,5–11 PM,12–11 PM
Los Bigotes de Frida,ChIJSVcANkH2zpQRl0vxjou2-hw,Closed,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Dedo de la Chica Mexican Food,ChIJO7YXnZdXzpQRgqlbzmvNsio,12–6 PM,Closed,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–11 PM,12 PM–12:01 AM
Taquería La Sabrosa Cocina de México,ChIJsZZX1TJYzpQRIbnZlCCsWyY,12–11 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM
La Buena Onda,ChIJhW29WZJezpQR2NqDwfCBIfQ,12–9 PM,Closed,3–9:30 PM,3–9:30 PM,3–9:30 PM,12–9:45 PM,12–10 PM
Si Señor!,ChIJySRyPAlXzpQRriqK_1YewVI,11:30 AM–10 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM
Guadalajara Mexican Food,ChIJrRqZa9JezpQRkq_j26yIIbY,12–9 PM,Closed,6–10 PM,6–10 PM,6–10 PM,6 PM–12 AM,12–3 PM
La Villa Mexicana,ChIJ51unYfdTzpQRGJxwg5OAV6A,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Los Burritos,ChIJvzlEuElYzpQR9_AS2XWNFFo,12–10 PM,Closed,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM
Tacomex Mexicano,ChIJC3f3bxBDzpQRErKa4Z-vZz0,11:30 AM–10 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM,11:30 AM–10:30 PM
El Burritogro,ChIJoePf-MVXzpQROK27h2J7boQ,12–5 PM,Closed,Closed,11:50 AM–10 PM,11:50 AM–10 PM,11:50 AM–10 PM,11:50 AM–10 PM
Don Miguel Mexican Bar,ChIJKX-v5ZJezpQRPiG74Q5J9zw,12–4 PM,Closed,6–11 PM,6–11 PM,6–11 PM,6 PM–12 AM,12–4 PM
La Mexicana,ChIJeX-8ekVXzpQRkAiMCFLwuUQ,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–4 PM
Nacholitas Cocina Mexicana,ChIJ_0_mn7j7zpQRdysC0yecg5U,11 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM
Nacholitas Pinheiros,ChIJ118ktyZXzpQRvnlvir9HDws,12–11 PM,11 AM–10 PM,11 AM–11:30 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM
La Bamba Tex-Mex,ChIJTyvIl1FZzpQRAsSO9T96qeQ,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,7–11 PM
La Santa Gula - Comida mexicana,ChIJaYnqLRxjzpQRKyE7lq3yQfI,1–11 PM,Closed,4–11 PM,4–11 PM,4–11 PM,4–11:30 PM,1–11 PM
Los Picos Restaurante Mexicano,ChIJE_E60PJbzpQRhLj8Fe6zd3g,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM
Mexicaníssimo,ChIJKYu-dTVXzpQRm2OiY5p9OQM,12–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Los Mex Cocina Mexicana - Consolação,ChIJZwHsWPtZzpQR5769iKNfrFA,,,,,,,
Sí Señor,ChIJ8zu1eJFezpQRJEQjMUWP8dY,11:30 AM–11 PM,Closed,6–11 PM,6–11 PM,6–11 PM,11:30 AM–3 PM,11:30 AM–12 AM
Yucatán,ChIJuTGjLzZKzJQR1N77tuURjYs,12–10 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–11:30 PM
Los Tacos Hermanos - Tex Mex,ChIJrxcIVhRXzpQRlBY2EOKEWkg,Closed,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM
Santo Patrón,ChIJ_9MK9DlRzpQR-foIgpGvIos,Closed,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,1–4 PM
Los Mex Cocina Mexicana - São Paulo,ChIJnXY5ym5PzpQRgIdKybxGLu4,,,,,,,
Losdos Taqueria,ChIJNWUzwRJXzpQRJsWLQmFEjOs,1–8 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,2–11:30 PM
La Buena Onda Moema,ChIJXaYCZ6ZbzpQRRIK-oqXl8FI,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10:30 PM,11 AM–10:30 PM
Los Bandolero's Mexican Food,ChIJE1MFJaNhzpQRjHEV1NReCjo,6–11 PM,Closed,6–11 PM,6–11 PM,6–11 PM,6 PM–12 AM,6 PM–12 AM
Sí Señor!,ChIJ25DshaVWzpQRq9Fh3MzaaDg,12–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM
La Buena Onda Fast Casual,ChIJ68qMU7_4zpQRSlaAFd29NX4,12–4 PM,Closed,6–9:30 PM,6–9:30 PM,6–9:30 PM,12–3 PM,12–4 PM
Saltillo Mexicano Clássico,ChIJMaxN_QhnzpQRiYb43sCOlVY,12–6 PM,Closed,12–10 PM,12–10 PM,12–10 PM,12–11 PM,12–11:30 PM
El Perrito São Miguel,ChIJ6wIHhJBlzpQR2M_5mb7DQ14,1–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,5–11:30 PM,1–11:30 PM,1–11:30 PM
Gran Jalapeño - Mexican Food na Mooca,ChIJ7el2p05ZzpQR-brnPbsqU_A,6–10:30 PM,Closed,6–10:30 PM,6–10:30 PM,6–10:30 PM,6–11 PM,6–11 PM
Taquito el Mexicanito - Sampa (delivery),ChIJs6WMkAf5zpQRvNRexO6HIp0,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11:15 PM,6–11:15 PM
"TICANOS, Av. Paulista",ChIJaxpMfEJZzpQRxLi0CRWQ3Kc,Closed,12–3:30 PM,12–3:30 PM,12–3 PM,12–3:30 PM,12–3:30 PM,6–9:45 PM
