Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
Meio da Brigadeiro Bar e Lanches,ChIJr8w8Nq5ZzpQRqxvQpzj1gbk,10,"3,9",38,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipNfTxjJw9mHDJqZ0Lv3JntdHZKGrhfR9xW744Yw=w193-h92-k-no
Bar e Restaurante Markones,ChIJa3azsrZZzpQRoQ1ODPk1SV8,9,"4,2",69,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMDuSPspuLbVhKKZA4K96MU3iGCm6M-D7_fgyXr=w163-h92-k-no
Restaurante Estrela,ChIJbZQMUqxZzpQRfrF_9Ir0TAM,11,"4,5",77,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipP8K7C8kJCQ6NFNkXmX0DWoHjR1KdhzGplUqz-l=w80-h106-k-no
Reis Bar & Restaurante,ChIJta0IIetbzpQRcnTLqfuLnR0,0,"4,3",598,1,bar,https://lh5.googleusercontent.com/p/AF1QipMhla_iI8tR_F_p_OfJW5lPO9WQjE8e1age7Uz6=w80-h106-k-no
Ugue's Lanchonete,ChIJ276-pDlYzpQRCx9YvTjmMz0,8,"4,5",1392,1,bar,https://lh5.googleusercontent.com/p/AF1QipO-OtU4eEyyK4ghnClKfzVY9QojRVRgkyibe2Xn=w122-h92-k-no
Familia Molina Restaurante e Empório,ChIJzTblh9ZfzpQRqw63J_uZDfs,8,"4,7",124,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipO7K1eFfsvTFEJyaMgpmd_TsbdSrt1i2vM1X3O7=w92-h92-k-no
Restaurante Minuano,ChIJm2OcUOtYzpQRvQ0lNNaEdYQ,11,"4,5",987,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMs-1EAd-IWopBybp7_RAEKSCFLtza0wwbqfQMm=w122-h92-k-no
Bar do Nico,ChIJ28aGz6wEzpQRfqbqeeR5UMw,2,"4,3",2050,2,bar,https://lh5.googleusercontent.com/p/AF1QipOWEj5GBtykGEyF4z5Uxx2ukdtsq0aOBh_qfv01=w138-h92-k-no
Roberto's Bar,ChIJ-0arK01YzpQROgfD2uvWrDM,7,"4,5",117,0,bar,https://lh5.googleusercontent.com/p/AF1QipMThnFqYzC0CJTb3Oz7eeS9G35g5JzdCEqhFTov=w163-h92-k-no
Estrela da Tito,ChIJubXmO3f4zpQRP1FH6T1lvvQ,7,"4,3",659,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNF6cA_CqxT5ZQmL9VzM4mHNImy_mHzgXOqHwpy=w163-h92-k-no
Restaurante Sato,ChIJ5UVlnahZzpQRHKcRf9-rMBg,15,"4,3",299,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMw-8-X0IaRjRuYLza2zbMr_x1A0wkWUTM4kFKw=w122-h92-k-no
Imperatriz Villa Bar,ChIJIzUd3MD4zpQRJFXaeBnvsjQ,15,"4,5",1987,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipP5YBZksD9TeZGL6SwBP6wJZCVKH1LCAw59l9A0=w80-h142-k-no
O FEIJOEIRO Feijoada Tradicional Brasileira e Feijoada Light em São Paulo,ChIJR5Y5kYD3zpQRPSuy8ADqV_Q,11,"4,8",41,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipOFEpZG_tr9B_V_NmBquzSnoDWwlsL5RAepi1nK=w138-h92-k-no
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,7,"4,4",3008,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipOuHc0p6P7-NVLro05S1MCffyjVqyA9Qqp3Xlef=w163-h92-k-no
O Cabra Bar e Restaurante,ChIJyb2lczv5zpQR5s2p3wGmJNw,3,"4,1",172,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMHrAwom6HDe6JyrNQdpWwgDgr5eEVFoLEtVNdU=w194-h92-k-no
FEIJOADA SELEÇÃO & SABOR,ChIJVVUSIZZezpQR4QjzFW8o-So,14,"3,9",66,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPFNkrC6tYTMADRuaALHsNyY9S1ri3bBZN04ra5=w92-h92-k-no
BAR DA FEIJOADA,ChIJ5bm9Esz5zpQRsErVeJBgp0c,3,5,15,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yfar-LP5wHVOQEZuvrq6Xw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=149.85126&pitch=0&thumbfov=100
Feijoada da Roô,ChIJo-phCMz5zpQRVpBCWmsh7wA,3,5,7,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOgQQN0DmWGbmrNUfLjHN5E0dUXDUQB5cXuDwLM=w138-h92-k-no
Feijoada da Gigi,ChIJC85ZUSH3zpQRhISEBe1vS00,14,"4,8",10,5,bar,https://lh5.googleusercontent.com/p/AF1QipPrgoW837yPgSytELi8YBSUIpY5Imn39AI3HruX=w80-h142-k-no
Restaurante Feijão de corda,ChIJEZJ9WhD5zpQRGPIGZbiwv08,8,"4,2",1647,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNDGJNj_SjNQlYshUoOqA8EDihxMZWThSXZV1PP=w122-h92-k-no
Feijão de Ouro,ChIJ40Cyb4xZzpQRMfZfVQ6AZTE,1,"4,4",396,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipM7O1velqhOmsuCZc0pVbxbCfc-xcYHnnGzGN-L=w122-h92-k-no
Coma A Vontade,ChIJGWLxRzH4zpQRx7NdfXorpDc,3,"4,2",68,0,buffet restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RnYfqbwFpX8Qg5iBS6V1Lg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=98.18407&pitch=0&thumbfov=100
Restaurante Villa do Kilo,ChIJV1e1Gi_2zpQRbNH40D6S-6Y,9,"4,5",103,0,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipN_5e5I4dGJIYt6pWvQWmGz7hLF2SVR6nQek_T_=w100-h92-k-no
Nossa Marmita - Restaurante e Marmita Delivery,ChIJc6TsSKj5zpQRur-yFZaJan4,5,"4,5",187,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipM7NMNiiymq4QZeHdRKR7tHj2fCMqgtygljKKPW=w92-h92-k-no
Gauchita,ChIJd0tu2Mr3zpQRjrxL-pBpGwM,7,"4,1",225,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNU-R3kct7b9h7SrE6HBAjFCeXolSf9_sv2Gj-X=w128-h92-k-no
Quintal do Espeto (Santana),ChIJcSpWlfb3zpQRCsKgJL3aBI8,6,"4,4",2955,1,bar,https://lh5.googleusercontent.com/p/AF1QipOAhJipAEWMdHSBDY_CpjX-zPfWKQsHU50FnBP5=w122-h92-k-no
Boka's Bar,ChIJCVUBVCv4zpQRqBgvXeXlrYE,2,"4,3",620,1,bar,https://lh5.googleusercontent.com/p/AF1QipNgBE1LtpuWCX150xRA1axczP3ELjkA7Qvh0x9L=w80-h106-k-no
Bar do Alemão,ChIJT_g3DvxXzpQRcvzzFCjZCik,3,"4,4",463,1,bar,https://lh5.googleusercontent.com/p/AF1QipMIvnec03ut2ifLuL7pmF9N_FXbNM2nGROdm_q-=w163-h92-k-no
Restaurante Celeiro da Fazenda,ChIJ9YZsmRj2zpQRUC9AymKHxY4,2,"4,3",11536,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipMmXMmp8H4cC70bw9xhsp4Zcz7UW5IwKTY7g6V2=w122-h92-k-no
Santa Fé Cervejaria,ChIJ4dY-1eNXzpQRMl9ZmuSSzb0,4,"4,6",4464,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNUxHM8ZuxXIQXuHQ1QrsUrPq4bFLn-zN1MoZm0=w122-h92-k-no
Geribá Bar e Restaurante,ChIJRZSmO_dXzpQRp-XNAXWI3ec,1,"4,4",1352,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNLFVfdfDE-Iz_5l6oNh9I9Gi8uNa1UOdHh3vOX=w110-h92-k-no
Resenha Cervejaria & Smoked BBQ,ChIJVbx2s333zpQRpZb1n8lBeIo,2,"4,4",78,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMa-Jw8zWETRz-qYsIZVIvfmpu4g4PTGf06iObr=w194-h92-k-no
Inova Bar,ChIJK3HKSBj2zpQRuZm9xQYQ_Tg,4,"4,3",1343,1,bar,https://lh5.googleusercontent.com/p/AF1QipMRqP3b6oet6pKSoabi2BrSAnRJaXs6o-YOabcd=w122-h92-k-no
Velho Rabo,ChIJdSopWeRXzpQR_eTGgKOucJw,11,"4,5",2229,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0wKPlwvfrDbaKlDk68E0k3NGTKDViuVm8awCS=w122-h92-k-no
Casa do Norte Santana,ChIJVQX05UNdzpQRqNWFajvolmE,1,"3,8",11,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO_4ww0MoWimkk5nkMam1uoFmX5BJwNasn2cAhq=w80-h142-k-no
A L Marmitex Restaurante,ChIJ95xeaon5zpQR4IoBiu9D9N4,13,"4,2",80,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipMegessUpFKJ0yZnG_fJ1Lh6wOKKHgRwhu6MTzl=w122-h92-k-no
Bar Becker,ChIJvYQyJFNYzpQRp1axLvD4E5k,0,"4,5",433,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNEPxIN-_NZgs-UE-Vte5FhCy-o1jcqUgHKZDcn=w80-h106-k-no
Juanito's - Empanadas Artesanales (Santana),ChIJk8a1usz3zpQRLpSG1jk2lyo,7,"4,3",117,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNfUBO6uxXhFdluTlqAiwdZxbvJpA2oLtS3p38b=w80-h106-k-no
Santa Fé A Costela,ChIJ_z2RhONXzpQRYd9Jlm0R4Xc,4,"4,6",2153,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMmyzh6rWPMnlayO-ToeTqRVbqA8xlCJi8P-N0H=w92-h92-k-no
Cachaçaria Do Rancho,ChIJnV4d5U1YzpQR0f080M2zFow,1,"4,3",2536,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOly3uQH4Va86etNN8tW774kMFG5jgwxwPPLsIA=w80-h106-k-no
Colher de Pau,ChIJuXi75R74zpQRxX2pz8-Rp9Y,0,"4,5",314,1,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipO3L8Nf-HMv9XChcyKJGplFy814PmDpmnp3auVd=w80-h106-k-no
Cantinho da Feijoada,ChIJ1T1zaYZPzpQRHjr8xrANeKY,9,1,1,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPfb7FGgzmxPCSA7XFmgrlZTZprxEipWLqWCnbJ=w122-h92-k-no
Modesto's Bar,ChIJX8Ko7OdQzpQRgnxWif-pFkI,4,"4,5",189,5,bar,https://lh5.googleusercontent.com/p/AF1QipPFdpY_UaoMDc8-ueGmjPtz0-JQK-yErt6IYH3H=w80-h177-k-no
Bar Salvador,ChIJVzRqlQ1azpQRzIkGsPa4zzw,7,"4,4",1834,1,bar,https://lh5.googleusercontent.com/p/AF1QipPbGVzjrqOgbg7MdTgd5NKJnxFfgkD47DpfnJIk=w80-h106-k-no
Restaurante Aconchego,ChIJOxQOGcNQzpQRmzpOkfe_M6Q,5,"4,4",1306,0,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipOgLA02QRLsR76zeeH9XzpIRSmURlSBZj1QQOJP=w80-h106-k-no
Chopp Miguel,ChIJHZ8_uxZazpQRMORk10yHQtw,5,4,302,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPT1tA_D4QbfbeFzcxmL51CRvDsMTwCQRDDIyzK=w80-h106-k-no
O Rei da Feijoada bar & restaurante,ChIJH8bV-ohezpQRpP_nXXZfuCA,10,"3,5",419,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPU00cqRKBbW-gE7tFIUVnGwni7r4A-rVmchgtn=w122-h92-k-no
Rancho Querência Do Cowboy,ChIJ7Y13vb1PzpQRCkTEzq39bUQ,3,"4,7",426,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNsKP5bZvAZnSdIors_2spUnKuMdSOPSDhbhNyL=w204-h92-k-no
Restaurante Menudo,ChIJT7lH7lJFzpQRIEFWD4tJaUw,5,"4,4",700,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMFz5Ss-_RFbGpCYedv33adXyVeNG7M5FU50usD=w163-h92-k-no
Magia & Bruxaria,ChIJIXgx2qhRzpQRPHC-xAsI_JU,7,"4,5",1284,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipPg3WNK0L22VputtF8Q0YAbBL6rm7Wb-FaicwW_=w122-h92-k-no
Restaurante Le Gusta - self service e marmitaria,ChIJdyIfOfBQzpQR2OfiNdtqHbk,9,"4,4",45,5,buffet restaurant,https://lh5.googleusercontent.com/p/AF1QipMu3-jfJBfKOMTN6tLs4l2BmLbeLj4EvaHEfqza=w92-h92-k-no
Dois Irmãos,ChIJZY4-VaRQzpQRwhzspNmrlls,0,"4,4",1017,1,bar,https://lh5.googleusercontent.com/p/AF1QipOjkgbYriZHDe1pK_mwigpLWHOzhaj8NQrjy8L7=w92-h92-k-no
Brasileirinho,ChIJbWNp7xpazpQRsKaH5PSsNAQ,6,"3,9",73,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNvlxO-gW9RegOt1xNwNV1otgDmru_k9nwXYcAE=w80-h106-k-no
Viana Bar Grill,ChIJi3A7cg1azpQRHKjTqJP0vRw,1,"4,5",1795,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMvY_CjK7YV6GRnQXI7whluer4amLe1JjIqFOhS=w163-h92-k-no
Bar Jobim,ChIJVVVBVxBazpQR1MB4TvD2mG0,5,"4,5",326,1,bar,https://lh5.googleusercontent.com/p/AF1QipPmqgmfebKg1rkf8g08JVceuV_F2LalY2wYqbfd=w163-h92-k-no
Veríssimo,ChIJC0aCHMtQzpQRjpVc8mE-1YY,2,"4,4",3674,2,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPnf5Miiu9frlgOkZ-yw6Zy8C9dB_V7Nbj9Fu8t=w122-h92-k-no
Bar Cheia de Manias,ChIJNasv8udRzpQRQ1FJTQ2w99o,15,"4,4",2252,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOEKdtBl2ZK9Z1t9BkaPqzxvXIyORqff-wc4Az8=w122-h92-k-no
Sala da Sogra,ChIJoZ1Z-zZazpQRlbOwxORt9t4,0,"4,6",657,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPn7isUlMnmJRU4u5GfLUSlAd4V1HFNpOGLyHvc=w163-h92-k-no
Assados Marajoara,ChIJuWHAAb1RzpQRF_ir1B9C3ok,3,"4,6",75,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMBafcbWQbj3_SzYaW9k1UZg85lRUuoAb7xMH9i=w80-h142-k-no
Coco Bambu - Unidade Market Place,ChIJ72O5yT9RzpQRv0aQtpl4Z3Q,1,"4,7",9323,2,seafood restaurant,https://lh5.googleusercontent.com/p/AF1QipM1JaIQ7LcOzpVbPj1tI28WuIhfkNF_xEeL2ktV=w163-h92-k-no
Bkin Convivência e Gastronomia,ChIJ89inc6dRzpQRECUK2kXClE8,2,"4,5",898,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMycV8LT2fBAdaHjy0PlccVfLAD7IHl1TFBx1jw=w122-h92-k-no
Família Hoshi,ChIJb0UpNEFQzpQR4ct9I4SXJNo,7,"4,7",832,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPrH0Bm4MylBOBeIT7oFfs_7OXwVvXhlEyP-1uE=w80-h106-k-no
Nostra Birra,ChIJJ9aBW5ZQzpQRDlPkHGBY-VU,7,"4,1",90,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOOoIgDNKK2W9I2haQDkEzpaEyfdNNb9z3wRmft=w122-h92-k-no
Bar e Lanchonete Truco e Viola,ChIJp9irJGj2zpQRovd20-U6Vtw,1,"4,5",698,1,bar,https://lh5.googleusercontent.com/p/AF1QipNvviS81Ygy1TjqIt7S2LI-RqXA8jhfYg7Nv9D4=w163-h92-k-no
Maria Da Villa,ChIJQyfiZ85fzpQRX5oYiHqURFU,10,"3,6",30,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPQz7bY9yQzwE8qjo2I0BiclzYsvzvVgWv_e4vf=w80-h106-k-no
O Gaiteiro,ChIJexLfNOVazpQRklqdoo_lUdU,5,"4,6",1299,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNF9HHTKGD_NO1kbcZD_8rE-059nR_qKD3_W_8i=w80-h177-k-no
Blu,ChIJnRyVZ4xRzpQRCmfejBUcVNw,9,"4,1",304,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPFzAessgGceN50ABafWpo1eh3aFnPMhQOM51DA=w163-h92-k-no
Restaurante Bambu,ChIJybj59hRazpQRVhI61TxI-nU,9,"4,3",549,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipP6oSuy3PxT5BdvOa5601QzE15sTuN-OKo357IS=w92-h92-k-no
Restaurante Rico Sabor,ChIJ6ed3CvFQzpQR6LWtkShJflI,11,4,111,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPRf6aQFJIkJnlpE6icb_DJq3z6RKuqcB6KV7xI=w80-h142-k-no
Na Marmita,ChIJDeORQfhbzpQRoN2nMi4MyuI,10,"4,7",59,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNSRA5bHOALQT4jOaAIdOfrzfMJ4A-OgPjKcfOS=w83-h92-k-no
Bia's Bar,ChIJV0k9SZpazpQR-400kE7LjJ8,10,"4,5",207,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMWSWm7aHjoc1qTFgNHE54EFlaFniV4Ro2oikAs=w80-h106-k-no
São Cristóvão Bar e Restaurante,ChIJVX70rKJXzpQRBvOUZhp4xcc,1,"4,4",1451,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMb7L9XE1lAbvoMttHOszLRZSdK-IAiSuuCoE4-=w80-h106-k-no
Galeteria Moema,ChIJ_enFvBBazpQRfLyYcFcYp7s,2,"4,4",453,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipNGn6RhlQWQQpdh_vpA38RIbA_u21GNdlq07xI=w163-h92-k-no
A Galeteria Assados - Morumbi,ChIJJ2pbjkNRzpQRwMrmAqeSrcE,1,"4,4",1094,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPNWy3stnLOBNQjsnUQgH6cJKPQqmHfDkRBRHHJ=w138-h92-k-no
Galeteria Continental - Via Parque Shopping,ChIJWVVogdvbmwARY4KFnOFuJcE,14,"3,8",63,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipOPRuejOuzygUPsdKExpANQdLUIzl6sPq_vPW7J=w138-h92-k-no
Galeteria Caxias,ChIJ1zRsOCLl3JQRxFItdpR0Pls,5,"4,4",1146,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipP48Qjw1a7kr6zdccMO7qqazeaoEaDqBO08L64k=w214-h92-k-no
Galeteria Metrópolis.,ChIJV3d84ShCzpQRqUng9ojT8cI,11,"4,6",1803,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMxM-LWnC3VWnS-RNg_VMtjXLuiyGkyBa_s1KU5=w138-h92-k-no
El Galetto Bar & Galeteria,ChIJgS4YDFXVmwAR-BeMVVZzj_4,7,"4,3",293,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipOQZuwOURRWXXLdiWbhfOtdiTrHCQTsLe-ncJV_=w122-h92-k-no
Galeteria Interlagos,ChIJKSn519RPzpQRmWTayvLit2E,4,"4,3",825,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMg5V7hq5KazHTp4HqQjmR2rUAkFJS8vDy5K7aa=w122-h92-k-no
Galeteria Pasta & Gallo,ChIJNZvyMafIyJQRLEZWBNS8LNk,5,"4,6",1159,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipOE63YNocAzH6I66wt4NGLdO5a-FDwxoPYUamFv=w138-h92-k-no
A Galeteria Assados,ChIJk3DKsalQzpQRdxsz-rgciZE,8,"4,4",2143,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMBQSuQtOYr9XmhNfG_MvbPyabeaLgGu6t8sqc-=w163-h92-k-no
La Nonna Galeteria,ChIJ5_lyYT_amwARwsKd6YpSlY0,15,"4,3",895,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMpN9FzStkoUXhTi9pXaTOnQzn3mkuWVywwWhJG=w163-h92-k-no
Galeteria Dona Galô,ChIJFSFwuHNZzpQR_W7xH9hizWs,7,"4,4",1026,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMFpYVA7XvM-KoWyTfjxD0mPT5Nq2ZBLjgeiuVM=w80-h106-k-no
Galeteria da Esquina,ChIJheCPNuqDmQARcGnhOXkdfw8,7,"4,4",701,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipNpwwhsap2utzZz_n6Rqu3Ldn2JUrQrW6-VW5hl=w163-h92-k-no
GALETERIA DO PITA,ChIJabQRhyxZzpQRGDCzB2XuHLc,7,"4,5",371,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOBLGOHWzvJ-cArnK4w3uFjhwyCI46hxc07vx2r=w122-h92-k-no
La Campesina Galeteria Italiana,ChIJPQRzy3Tl3JQRRLoJ21B_u1A,6,"4,7",1981,1,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipMqds43iJlqZ25RrlSy56S6O6bzdIuefRDow-Dx=w122-h92-k-no
Estação Siqueira Galeteria,ChIJn-oZUlrVmwARrHgov8mtBLM,1,"4,3",746,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipNGDNpP7hFmez2YkMfKnBZofjNCqWrdK9zZT_li=w122-h92-k-no
"Galeteria XV | Assados em Joinville | Frango, Galeto, Carnes, Acompanhamentos e Pratos Executivos",ChIJ_dw7i6ax3pQRWlsQSJmeqPM,8,"4,1",24,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMLeYAuMVkAzp3phH0rsdPWnphbKsfybhZUcf1b=w138-h92-k-no
Galeteria da Serra Gaúcha,ChIJy6Xun-BLz5QRDXyNk9z2XOE,5,"4,9",265,5,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipNZ-HghvebkREehKQdHKllrrNYSqir64CR31Rhj=w138-h92-k-no
F3 na Brasa Galeteria,ChIJkZmSAVt-mQARUDiphzHgA4c,5,"4,3",1050,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipP9fD92yp0cMGbaekOTTSgTP2VytTo5ZhTnf8O4=w163-h92-k-no
Galeteria Jardim,ChIJVzy5jXXZmwARkuWCOWnJToM,11,"4,6",230,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNi3WPvYKyKJkjqsWau1MptHN1pXy1skkoF5gZ0=w194-h92-k-no
Giuseppe Galeteria,ChIJPU3wmY5XzpQR_mzMtCy54v4,12,"4,8",90,5,italian restaurant,https://lh5.googleusercontent.com/p/AF1QipO1slLYnWPac1Bi0Ku6fzeRV2euJKf2Ppw_rAW4=w122-h92-k-no
Galeteria Itatiba,ChIJH15qP2Aqz5QR93Dfk0DR19c,3,"4,3",110,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipPrxRS8XpSfIv2C_srQAQ9Nauh1Zd3LEtgjqu__=w80-h106-k-no
Damasio's Galeteria,ChIJR4L-0mJ_mQARhdogSuAib1U,11,"4,2",112,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipOjiq4n-v430D5zlAZ8Vd9vmrKw2E03XRzGPrY5=w204-h92-k-no
Restaurante e Galeteria Família Frassini - Itajaí,ChIJFaCrKgrM2JQRUH4PDlitXJU,5,"4,7",928,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMGNRTF7q7YhdRRw_jR9vmhLzqqS6bVw3RDE4Uk=w137-h92-k-no
Nery's Galeteria Restaurante,ChIJW1-kWeV-mQARQbbUw7aStXk,8,"4,4",1166,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipObYHPnRGbMvNftkwI6KxHIfvZMreYMclLguzjr=w122-h92-k-no
Galeteria Continental - BarraShopping,ChIJNZ4DhFjbmwAR5YaeHMQT1m0,8,"2,9",23,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipO7Co0qBJLvh5wcTeEOi5VDxUrpVmcMdfL6NzVo=w138-h92-k-no
Galettu's Galeteria,ChIJlwHMvWOamQAR20gGP0KTrrE,11,"3,2",17,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipPlSsD03BCH9RDwpoWAX3pyMh1HDGs-taTcDYo=w122-h92-k-no
Galeteria e Churrascaria Nevada,ChIJT_N6ll1_mQAROjFCVKjrAnY,14,"4,3",85,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipP0vW-4K7Wdxpq74WIlTDbGm4EH0mLo-nJqX2Y=w80-h142-k-no
MM Galeteria,ChIJ94XAuxyQmQARXhKwCoQCllo,10,"4,2",73,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMAzkofVWwiyfdkGVPkeo8xQ6TQ3mMQH1fYK61C=w122-h92-k-no
Puleiro Galeteria & Pizzaria,ChIJ7zRi2S1azpQRzs12aVOuwu0,0,"4,3",2226,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMK4H6E8xyjrYjv3CLX6DNScYHzc7Ycxa-eozBp=w163-h92-k-no
Galeteria do Balão,ChIJO8PKpZSHmQARmk7cGa8ywQc,3,"4,7",75,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipOqiSlxK4N0uSLVDHFql_desa4SqOxcRrOvGr0r=w92-h92-k-no
Galeteria e Pizzaria,ChIJYfLBIz5FzpQRcuJn-KFuAiQ,5,"3,7",27,1,pizza restaurant,https://lh5.googleusercontent.com/p/AF1QipMFs7rXuoK5dgshIvXDrRS9hAjtzAuazG194-oP=w90-h92-k-no
Nossa Galeteria,ChIJ3Y8gGI9Lz5QR4kpuZ-d1pr8,9,"4,2",41,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipNarfNbGjiA9KV646hh8Q7KKxKYJ5MsH_VhYZ-_=w122-h92-k-no
Galeto Na Brasa Coma Bem,ChIJ7b30PHb1zpQRPqLPfvrUC3k,9,"4,3",9,5,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipMcNnS-IXsZpuf-6hNK68e1r4X4B6Nv3J9cazCg=w80-h106-k-no
Galeteria Express - Frango Assado,ChIJjWt6H5r73JQRJObt3Kwym-M,3,"4,5",,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-_KimzyRNIxYmYLUPDrVA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=320.38397&pitch=0&thumbfov=100
Em Brazza Galeteria,ChIJy5mMNpl9zpQR7TxvCLZkUGk,13,"4,5",88,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNJ8qBCuVmdeoCo6tz2nt9IU53f5pwxrFMaok6-=w137-h92-k-no
Bar São Paulo Galeteria,ChIJ4-S89ZhPzpQR-9ci1scPCT8,1,"4,2",639,1,bar,https://lh5.googleusercontent.com/p/AF1QipPH-AG7vzeg5RZQ6sHbGWlfKw-swqcdCkx72d23=w157-h92-k-no
GALETERIA KEL,ChIJXUJaESc2J5URuZHXqWmOMEM,10,"4,4",634,1,barbecue restaurant,https://lh5.googleusercontent.com/p/AF1QipPl-pYkb-lsj7uBckolnDAoEZfEuN6A4Tv0FCOk=w80-h106-k-no
