Estabelecimento_ID,inicio,fim,madrugada,manha,tarde,noite,inicio_periodo,fim_periodo
ChIJjxrYTHLOyJQRQblUREuxgMI,18:15,23:0,0,0,9,68,tarde,noite
ChIJeVspiVZhzpQR2caMwYG6LuE,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJpevoS3nk3JQRAtv98es8q-U,19:0,3:0,0,0,0,85,noite,madrugada
ChIJJ3aBcjFjmQARE_lPEu-s1ho,18:0,24:0,0,0,13,85,tarde,noite
ChIJZ-Y_LLgxxpQRbP2vxRUYZcc,18:0,23:0,0,0,13,68,tarde,noite
ChIJwYdIrCnKzpQRfpwG2ESop5w,18:0,24:0,0,0,13,85,tarde,noite
ChIJHcLWAavN2JQRcbWpVapxzy0,7:0,23:0,0,83,100,68,manha,noite
ChIJX73VFsnOyJQRJPaWoa_7Ydo,18:30,23:0,0,0,6,68,tarde,noite
ChIJ-YR1MGNZzpQRTma_4iZ8_hg,13:0,22:0,0,0,86,51,tarde,noite
ChIJzyHUG_HYmwAR2llezGXXj0o,17:0,2:0,0,0,28,85,tarde,madrugada
ChIJNTme93LgmwARqoeSGAIKP_Q,19:0,2:0,0,0,0,85,noite,madrugada
ChIJOwEnqeE7z5QRqzpOARdjtko,18:0,23:30,0,0,13,76,tarde,noite
ChIJH6-qfKLNyJQRP_LNsyqNo5M,20:30,2:0,0,0,0,59,noite,madrugada
ChIJTdmRqzy_yJQRUqUF4kELuaw,18:30,23:30,0,0,6,76,tarde,noite
ChIJFSTtGmOvvZQRv1CdapdDQQA,18:0,23:30,0,0,13,76,tarde,noite
ChIJNXf8ngXl3JQRAPXP6Psvrck,11:0,1:30,0,15,100,85,manha,madrugada
ChIJ20lQH80e35QR655mIrKFYjg,10:30,13:30,0,24,22,0,manha,tarde
ChIJA0rMIYzcypQRBSDPkfyYDvA,19:30,23:0,0,0,0,59,noite,noite
ChIJM5igLlVimQARxSVXxvUfAMQ,12:0,2:0,0,0,100,85,tarde,madrugada
ChIJtdiEruWw3pQR4OvDYkYHXNU,18:0,23:49,0,0,13,82,tarde,noite
ChIJrX2cnfVnzpQRg_XXMiE4bVk,12:30,22:30,0,0,93,59,tarde,noite
ChIJfyntFjtfz5QRtBKSAk83WKk,18:0,24:0,0,0,13,85,tarde,noite
ChIJk3dUvBl3uJQRKjt7v9_wiGY,18:30,23:0,0,0,6,68,tarde,noite
ChIJNXEvANiZngARsn7iU3gbtN8,18:0,23:0,0,0,13,68,tarde,noite
ChIJAQAAQGk275QRvlAnuG4KNHY,18:0,23:0,0,0,13,68,tarde,noite
ChIJRw5G-VytvZQR-Wb5Ev_DTT4,11:0,3:30,0,15,100,85,manha,madrugada
ChIJF2vEbAfa7JQR-iIkWSPrkSg,18:0,6:0,0,0,13,85,tarde,manha
ChIJA70FQngDz5QRl-tU8JuvsBI,10:0,2:0,0,32,100,85,manha,madrugada
ChIJISegND_HyJQROzCcsOzww70,19:0,23:0,0,0,0,68,noite,noite
ChIJ4xQSy5dDJ5URpys5ONQIGqc,19:0,24:0,0,0,0,85,noite,noite
ChIJyyPmqGeR35QRorvtVh_dJ7c,16:0,23:0,0,0,42,68,tarde,noite
ChIJhy8-YHp9y5QR85fyk0BNN1U,18:0,5:0,0,0,13,85,tarde,madrugada
ChIJQ60KPyyw3pQRC3t_-zfGWm8,19:0,23:0,0,0,0,68,noite,noite
ChIJR5L_cZG3yJQRacX2mu0UF08,19:0,24:0,0,0,0,85,noite,noite
ChIJxRbIw4AFvpQRNl-mmVfZQ1E,18:0,24:30,0,0,13,93,tarde,noite
ChIJq_HaEiyUmQARlVamND7obLg,,,0,0,0,0,,
ChIJtyTZtFynyZQRYifgzVMJj2s,18:0,23:30,0,0,13,76,tarde,noite
ChIJwyuuK1-bmAARaFaWy0_3OQI,19:0,23:0,0,0,0,68,noite,noite
ChIJoTXCO4VZzpQRbG-KklWaC68,11:30,3:30,0,7,100,85,manha,madrugada
ChIJQbgchgvj3JQRxgBCGByf2uc,19:0,23:30,0,0,0,76,noite,noite
ChIJt5tmkS7R7JQRwx_7bX_GlLk,18:0,24:0,0,0,13,85,tarde,noite
ChIJ___vsh3X7JQRQtXVuioNb84,11:30,23:0,0,7,100,68,manha,noite
ChIJI1J4PxalyJQRoRHy9a7r0SA,18:0,23:0,0,0,13,68,tarde,noite
ChIJAQDQZgGot5QRnbJIwb7mhPM,19:0,24:0,0,0,0,85,noite,noite
ChIJ07cEqgrk3JQRjw7YF7bBrRM,11:30,4:0,0,7,100,85,manha,madrugada
ChIJAQfPt--x3pQRD6xC8Xf0Ly0,18:0,3:0,0,0,13,85,tarde,madrugada
ChIJcVllfWXM2JQRuNMx2h0_uxI,18:0,24:0,0,0,13,85,tarde,noite
ChIJJZJ7ePkevJQRN0z59iP2xDs,17:0,23:30,0,0,28,76,tarde,noite
ChIJV2Ajj3-D6ZQR8WkD5yjfquk,11:0,22:0,0,15,100,51,manha,noite
ChIJry5Gw_Tx3JQRXfVfqs5dgpM,10:0,23:30,0,32,100,76,manha,noite
ChIJEYD4I281zJQRC1JSEEvTh_4,,,0,0,0,0,,
ChIJ7aeBDPri3JQRZooSv2fqOdg,11:30,23:0,0,7,100,68,manha,noite
ChIJ8VizPW7dypQRm-kDEfR9ucw,19:0,23:49,0,0,0,82,noite,noite
ChIJ4dYJz05YzpQRiekbWvNbtMk,12:0,23:0,0,0,100,68,tarde,noite
ChIJOScIQvymsJQRsytk5whPnwU,,,0,0,0,0,,
ChIJEctjOFf_zpQRcdsMGY1eikQ,10:0,22:0,0,32,100,51,manha,noite
ChIJgVXnXJyosJQR7a9x4B282o8,17:30,2:0,0,0,20,85,tarde,madrugada
ChIJYUZuAC_KzpQRr22fxQXEvbw,19:30,24:0,0,0,0,76,noite,noite
ChIJea2_o-05lZQRqPSDVsn8DVo,12:0,23:0,0,0,100,68,tarde,noite
ChIJh8LizK5LzJQRwr9R1vBFZ2Y,16:10,22:30,0,0,40,59,tarde,noite
ChIJg_YX1RH5zJQRrPpJju5cALM,10:0,23:30,0,32,100,76,manha,noite
ChIJ7Uv_4eYxxpQRt__d_EVduWI,18:0,23:30,0,0,13,76,tarde,noite
ChIJkeBNQWSAyJQRz935aFfUhiY,11:0,1:0,0,15,100,85,manha,madrugada
ChIJ98-aYksblZQRIuEBZXv1Rxg,19:0,24:0,0,0,0,85,noite,noite
ChIJ20uh-4nMxZQRAlnrHyGr_wI,11:0,1:0,0,15,100,85,manha,madrugada
ChIJ95ZFQyV3uJQRGjo3-AtGmh4,11:0,23:0,0,15,100,68,manha,noite
ChIJ_f7kMdSbyJQRHDD32t2N-Tc,18:0,22:0,0,0,13,51,tarde,noite
ChIJNWEXr4i32JQROm_Vm57mJBA,18:0,24:0,0,0,13,85,tarde,noite
ChIJTSS3hiD_zpQR9eZzr9TYdis,17:45,1:0,0,0,17,85,tarde,madrugada
ChIJocnPs2OnsJQRgPJ7VITUEV8,18:0,1:45,0,0,13,85,tarde,madrugada
ChIJEY3BLZnJzJQRZNlDmcuhQBk,19:30,23:0,0,0,0,59,noite,noite
ChIJ78ASICdozpQR7cNbYrQxBG0,20:0,23:30,0,0,0,59,noite,noite
ChIJy5Zo_rwHz5QRsVHord2rqMY,17:0,23:0,0,0,28,68,tarde,noite
ChIJyYDyiFtuvJQR7jXZmdrRbQg,10:0,20:30,0,32,100,25,manha,noite
ChIJgX1lv1xD65QRQDBrtZTl0i0,17:30,24:15,0,0,20,89,tarde,noite
ChIJM9auYhmnsJQRk96OjBSwVq8,11:0,5:0,0,15,100,85,manha,madrugada
ChIJbdUNnfF3uJQRF24y7inLkhU,11:0,22:0,0,15,100,51,manha,noite
ChIJX1y_WwcRwpQRDQyLMxvD6WU,18:0,24:0,0,0,13,85,tarde,noite
ChIJ6-cqhw6msJQRQ5gJv7fxDfw,18:45,22:0,0,0,2,51,tarde,noite
ChIJfwqFJ_6U3pQR7tcQVUvJACU,17:30,23:30,0,0,20,76,tarde,noite
ChIJoRzf5qGuxZQRmlXqlAEQ-Ow,10:0,24:0,0,32,100,85,manha,noite
ChIJV0hvxp5jzZQRxpSSQp2O_Uk,16:0,23:30,0,0,42,76,tarde,noite
ChIJ7QbNYlmTogARU1-RPnWBajg,,,0,0,0,0,,
ChIJzdFSD-dDlpQReNyb9dVzP94,19:0,24:0,0,0,0,85,noite,noite
ChIJRyphB171zpQR-bUZgc5yunE,17:0,24:0,0,0,28,85,tarde,noite
ChIJAZ8k98JnmQARLcMmnwAFy7g,18:0,24:0,0,0,13,85,tarde,noite
ChIJq_8rfIffmwARItRV__VkqPQ,,,0,0,0,0,,
ChIJFyEognz-xZQRwRgb0665Bag,11:0,22:0,0,15,100,51,manha,noite
ChIJ1QdzwytYzpQR8fm1YjP-HsQ,11:30,4:0,0,7,100,85,manha,madrugada
ChIJG0Az-RL5zJQRfoYpuLa01mM,18:0,22:0,0,0,13,51,tarde,noite
ChIJN2DIKf81J5UREhjDnc99mro,18:30,23:30,0,0,6,76,tarde,noite
ChIJOV3HKubJyJQRtogUFELc8D4,12:0,23:0,0,0,100,68,tarde,noite
ChIJETURBoB7zpQRRbntkiUwsuY,9:0,23:0,0,49,100,68,manha,noite
ChIJITBB1cxZzpQRt9Fc0o3tvGI,11:30,15:0,0,7,43,0,manha,tarde
ChIJRWIGHlENz5QRE32p66-N5-I,11:0,22:0,0,15,100,51,manha,noite
ChIJQdEadqRCzpQRt72OxpEPSM0,18:0,23:0,0,0,13,68,tarde,noite
ChIJz-lpprsxxpQRk11DP-naWe0,18:0,23:0,0,0,13,68,tarde,noite
ChIJd7YTuTRjzZQRkkPu1z8EnCg,11:30,24:0,0,7,100,85,manha,noite
ChIJR76m8U7v3JQRg5pVB4HOiU4,17:30,23:30,0,0,20,76,tarde,noite
ChIJe0Jaoi13uJQRBmgBPoyuhX8,18:0,2:0,0,0,13,85,tarde,madrugada
ChIJySOG0KpZzpQRn4u6K0SqWQY,7:0,19:0,0,83,100,0,manha,noite
ChIJW76PTvNXzpQRC9NuF0mOSNQ,19:30,6:0,0,0,0,76,noite,manha
ChIJ59FRBmX4zpQRaZzLs1dbn-A,10:0,17:30,0,32,80,0,manha,tarde
ChIJp_H5NPD2zpQRbX-tEEv0bXg,11:15,23:30,0,11,100,76,manha,noite
ChIJbw9AYYb3zpQR7h3rzDaxUEE,11:0,24:0,0,15,100,85,manha,noite
ChIJ5UJAC5hXzpQRMhFvtQJTfmk,18:0,5:0,0,0,13,85,tarde,madrugada
ChIJYVyAg-xbzpQR0N8kgzgdujU,10:0,22:0,0,32,100,51,manha,noite
ChIJh1SNFhlZzpQRTHtE2ZzCy5U,6:0,23:0,0,100,100,68,manha,noite
ChIJf-ZKh7FXzpQRhhJx3sCOZHw,6:0,17:0,0,100,72,0,manha,tarde
ChIJSxaOpB9hzpQRcDX4JNF70Jc,18:0,2:0,0,0,13,85,tarde,madrugada
ChIJqZuJO5j3zpQRsig84vtttp8,9:0,20:0,0,49,100,17,manha,noite
ChIJQ8RLHzJazpQRa-KaG8fUh5Q,11:0,3:0,0,15,100,85,manha,madrugada
ChIJP5I4zOlazpQRDQoSRH8HoFI,8:0,20:0,0,66,100,17,manha,noite
ChIJk4HnrzL5zpQRng81ptqZXe8,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJVTSqKDdTzpQRFYnYhOrn5R0,18:0,23:30,0,0,13,76,tarde,noite
ChIJxR8pSHRczpQRu6mISroh5C0,18:0,23:0,0,0,13,68,tarde,noite
ChIJq7J_l3RazpQRsw4y7kWnVv0,18:0,23:0,0,0,13,68,tarde,noite
ChIJKZqqQ0ZWzpQRMmGjE9dYrXA,10:0,19:0,0,32,100,0,manha,noite
ChIJE6Y0IV5YzpQRYMI0epuibAM,11:30,19:0,0,7,100,0,manha,noite
ChIJNTqRnNlXzpQRcPtKijxNfEg,18:0,23:0,0,0,13,68,tarde,noite
ChIJu2hnfZZXzpQRoDDgebPXhhI,8:0,17:0,0,66,72,0,manha,tarde
ChIJWQb1NY5YzpQRfMWTWTcZ8s4,,,0,0,0,0,,
ChIJb_vJQ1hYzpQRGNQUTGUuvgI,5:0,23:0,18,100,100,68,madrugada,noite
ChIJRQg_eIj5zpQRoaPXWCXZR20,9:0,22:0,0,49,100,51,manha,noite
ChIJ124Qpw71zpQRxbwJfICO5Jg,11:0,14:0,0,15,29,0,manha,tarde
ChIJLTe296FbzpQRRsQfednH7zQ,11:0,24:0,0,15,100,85,manha,noite
ChIJsTC347xbzpQRkPn1hvQkedo,12:0,16:0,0,0,58,0,tarde,tarde
ChIJvzQvQ_VYzpQRvrAnA0GUR8Y,6:0,22:0,0,100,100,51,manha,noite
ChIJmw7v-C71zpQR6fxUrOmYwP4,15:0,22:0,0,0,57,51,tarde,noite
ChIJ6YTl8ARazpQRbuPP8LMajbs,11:0,1:0,0,15,100,85,manha,madrugada
ChIJMRXmWS75zpQRN_QRSA__xBs,12:0,2:0,0,0,100,85,tarde,madrugada
ChIJAcFvo75TzpQRPLP-iEvKBak,18:0,23:0,0,0,13,68,tarde,noite
ChIJbyKUNONXzpQR4yfCt_8E09A,11:30,4:0,0,7,100,85,manha,madrugada
ChIJj29VuMxWzpQR8fDiFXhiH70,18:0,3:0,0,0,13,85,tarde,madrugada
ChIJiUkJoFlTzpQR4K5s2GAPb94,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJLTj-vWX4zpQRaySZaSF7FNQ,,,0,0,0,0,,
ChIJYX9jbir6zpQRUBf0rjXsCOk,18:0,22:30,0,0,13,59,tarde,noite
ChIJA7yChA5azpQRe4vYbwjQlgc,,,0,0,0,0,,
ChIJD_S2FC32zpQR92uoDDhmVL4,7:0,19:0,0,83,100,0,manha,noite
ChIJ12Y6TX33zpQRgTQ_aea5p-Y,,,0,0,0,0,,
ChIJmRgIUm32zpQRkyVasQfuXok,4:0,1:0,39,100,100,85,madrugada,madrugada
ChIJrS87hFRYzpQRKce_yjKYa9g,11:0,18:0,0,15,87,0,manha,tarde
ChIJadWy0X_3zpQR1JndmyJ7R8k,,,0,0,0,0,,
ChIJi-Mh3apXzpQR8uCysgdUEvc,,,0,0,0,0,,
ChIJhVtos0hhzpQRBMx-W1_5D4A,15:0,,0,0,0,0,tarde,
ChIJS0oZCPT3zpQRILhoX-8cDB8,,,0,0,0,0,,
ChIJ8ZrjFsdVzpQR_N7i4M_YDsI,17:0,,0,0,0,0,tarde,
ChIJgduDc85bzpQRf20R-r4Ks1Y,18:0,,0,0,0,0,tarde,
ChIJJdMfnchZzpQRyaSWSePyZm4,,,0,0,0,0,,
ChIJ8aG5km5hzpQR-75HiyA15Pw,14:0,,0,0,0,0,tarde,
ChIJKdjcTf9TzpQRQ9AX59IQ4Ic,18:0,,0,0,0,0,tarde,
ChIJeSqKBpVezpQRKf9m_0kbeIU,18:0,,0,0,0,0,tarde,
ChIJ1_rrIPD8zpQR-Bj9E3CHCPQ,19:0,,0,0,0,0,noite,
ChIJUX1-O4VZzpQRbc1rMx2DPwo,,,0,0,0,0,,
ChIJp53UmBv2zpQRhYEqBcPzq0M,18:0,,0,0,0,0,tarde,
ChIJz3k2Vpf5zpQRvx-I9qEXSus,,,0,0,0,0,,
ChIJ-ZC_qW9ZzpQRdKMupksC3zg,,,0,0,0,0,,
ChIJG6KhHrL5zpQR5tpAiE-z7i8,18:0,,0,0,0,0,tarde,
ChIJo7SIGS9nzpQRE2KqHwRoLSI,,,0,0,0,0,,
ChIJ1_uDFb38FAsRkWoZgNBhdnA,,,0,0,0,0,,
ChIJAySMbWNfzpQRrOavHovEwRU,,,0,0,0,0,,
ChIJOUGorxH5zpQRYWdS9yS99h0,12:0,3:0,0,0,100,85,tarde,madrugada
ChIJtehkvY1ZzpQRfwQg4fhDHYQ,18:0,23:0,0,0,13,68,tarde,noite
ChIJf1YfsotlzpQR_dskQZpjDyI,18:0,24:0,0,0,13,85,tarde,noite
ChIJ_cVJ7Ov5zpQR2Aj2ILaxn0c,12:30,20:30,0,0,93,25,tarde,noite
ChIJFRLvUhX5zpQRYegC3TCuwhE,19:0,23:0,0,0,0,68,noite,noite
ChIJu6TioyRZzpQRw6l8fIfWV8w,7:0,23:0,0,83,100,68,manha,noite
ChIJVVVp-e9bzpQRXebHhVwnoLA,11:0,1:0,0,15,100,85,manha,madrugada
ChIJLTdDW59ZzpQRTX_5Bq2WZqw,18:0,22:0,0,0,13,51,tarde,noite
ChIJfTbJtFlbzpQRYHnkJC7VVYY,,,0,0,0,0,,
ChIJST2exIpXzpQRGAFh2EDMPL8,12:0,23:30,0,0,100,76,tarde,noite
ChIJTyxikjZZzpQR4Ue8wYpiaYU,11:0,1:0,0,15,100,85,manha,madrugada
ChIJDbUmnhP_zpQRI7vSYBHdANY,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJXXAs9IhnzpQRd_Rnu1nY-S4,12:0,24:0,0,0,100,85,tarde,noite
ChIJ8x1XH6f3zpQRPAWPeGlBQMg,11:0,23:0,0,15,100,68,manha,noite
ChIJHcS3s8BWzpQR7HZZhRRSHvI,11:0,24:0,0,15,100,85,manha,noite
ChIJHUNhNmP3zpQRDRY6dLip7g4,18:0,23:0,0,0,13,68,tarde,noite
ChIJlzgNbAlXzpQRbTwbP10jHE0,,,0,0,0,0,,
ChIJVVVhhh_4zpQR8HyUXKqAc4g,18:0,5:0,0,0,13,85,tarde,madrugada
ChIJvS1MNzf3zpQRkXPZFg5v0bA,,,0,0,0,0,,
ChIJOXfsvGdfzpQRParHdRupM0g,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJvVjv3ij2zpQR02MZZs7wYc0,6:0,22:0,0,100,100,51,manha,noite
ChIJm3Mpndr3zpQRB0Xf2CVOOB4,18:0,23:30,0,0,13,76,tarde,noite
ChIJ-5dkaAH5zpQRBE9XGw4ojh0,9:0,18:30,0,49,94,0,manha,tarde
ChIJDa4TE2X3zpQRwE1zsL3FF60,21:30,6:0,0,0,0,42,noite,manha
ChIJ1wkySTX3zpQRceQixwOzRyg,19:0,3:0,0,0,0,85,noite,madrugada
ChIJVdTLrif3zpQRGhZdJaGCOXI,18:0,2:30,0,0,13,85,tarde,madrugada
ChIJg3CtHBX5zpQRw3iTmDRoSng,,,0,0,0,0,,
ChIJe9EBAL73zpQRLZIhmE5QDIs,11:0,15:0,0,15,43,0,manha,tarde
ChIJWyiJoX75zpQRgp5puhBMOkQ,18:0,24:0,0,0,13,85,tarde,noite
ChIJhTy34PPTHg4RgUJuDttlDFM,19:0,2:0,0,0,0,85,noite,madrugada
ChIJu49GaaL5zpQRxNZLy1MoUos,18:30,22:0,0,0,6,51,tarde,noite
ChIJGQvDYRP5zpQRTLMq7e3yofI,13:0,22:30,0,0,86,59,tarde,noite
ChIJTTsNLg_5zpQRqCcQdMMM-eU,11:0,20:0,0,15,100,17,manha,noite
ChIJdVHDbitbzpQRRE06ig2IwGk,11:30,4:0,0,7,100,85,manha,madrugada
ChIJJ7kZn7r3zpQR8-wPsZNDceM,18:0,23:45,0,0,13,81,tarde,noite
ChIJFfhVna35zpQRwpsj8vStHIg,19:0,24:0,0,0,0,85,noite,noite
ChIJ-9tpKn77zpQRVqd4u8ULKKo,18:0,23:0,0,0,13,68,tarde,noite
ChIJr8O_aOv3zpQRLPyfWag2SFw,18:30,23:45,0,0,6,81,tarde,noite
ChIJyTS9gh5azpQR6HnfRZkJsEw,10:0,21:30,0,32,100,42,manha,noite
ChIJjU0cdSv1zpQR22M7Vxd5lJw,10:0,23:0,0,32,100,68,manha,noite
ChIJv0ri1RP_zpQRHblgj6w_s6I,8:0,17:0,0,66,72,0,manha,tarde
ChIJ2eokGZ75zpQRXjk4k873dak,16:0,22:30,0,0,42,59,tarde,noite
ChIJ8wu7H_j1zpQRRY4qjvGKfWw,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJqQpI3uD5zpQRuyzsXaf7enE,7:0,16:30,0,83,65,0,manha,tarde
ChIJoWQ6B331zpQRo1o-3b_t62o,18:0,23:30,0,0,13,76,tarde,noite
ChIJUWkzEAv5zpQRE6GYLIW7JUM,14:0,22:0,0,0,71,51,tarde,noite
ChIJORlOthP_zpQR1FCb-MCjIco,18:0,6:0,0,0,13,85,tarde,manha
ChIJ9RKgHmn_zpQR42iPyMOEtyk,,,0,0,0,0,,
ChIJOVVFzTmE1K8RBBS7IXqCKtc,18:0,24:49,0,0,13,99,tarde,noite
ChIJRbpjJ6j8zpQRY0PGtrSaKTM,11:0,24:0,0,15,100,85,manha,noite
ChIJ7xRLBUhXzpQRqoBsXX_kkI4,11:30,22:30,0,7,100,59,manha,noite
ChIJmZNjtRP_zpQRFnzkZa2Vm0A,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJjdvmFob7zpQRD0FEnv-rf_E,10:0,14:0,0,32,29,0,manha,tarde
ChIJG3pGyyn_zpQR5UUsK0fIyd4,12:0,19:30,0,0,100,8,tarde,noite
ChIJO8Za8-H_zpQR_P8FSmiJblg,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJ-byhTBBYzpQR0fGxCvLELrQ,19:0,4:0,0,0,0,85,noite,madrugada
ChIJQ1E6Nev3zpQRjFzMDCh6cAk,6:0,18:0,0,100,87,0,manha,tarde
ChIJHZUMGflbzpQRdlyt0o-Gx9k,17:0,23:0,0,0,28,68,tarde,noite
ChIJacjkSlJFzpQRc91sD39wAqE,15:0,2:0,0,0,57,85,tarde,madrugada
ChIJi9oRr5tRzpQR0y0wZDsBWMw,11:30,4:0,0,7,100,85,manha,madrugada
ChIJN-q0Qn5bzpQR8GGK8Ci4QQ8,11:0,20:0,0,15,100,17,manha,noite
ChIJAazFzelFzpQR3lHAX2I2jwk,,,0,0,0,0,,
ChIJx34pewRPzpQRM_vG3dVue58,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJCwjRUpUl0JQRGSgCPYayebs,13:0,22:0,0,0,86,51,tarde,noite
ChIJe0r6GGtdzpQRsWaRj5MNXKY,17:30,24:0,0,0,20,85,tarde,noite
ChIJ88ZkRWlRzpQRZnGGSiq5iXU,,,0,0,0,0,,
ChIJV0j2mDFOzpQRFKhGu9s43IE,22:0,6:0,0,0,0,34,noite,manha
ChIJSSEeFO1azpQRQnPSjk1J5rM,,,0,0,0,0,,
ChIJ79VV4JlEzpQRHlImY0aRoxs,18:0,23:0,0,0,13,68,tarde,noite
ChIJp3sqa_tTzpQRkRgeRq2XMM8,18:0,23:0,0,0,13,68,tarde,noite
ChIJz1cBfo5DzpQR8fnngc9nAsw,,,0,0,0,0,,
ChIJIy3RbIVDzpQRiWgyr8yUB9I,19:0,23:0,0,0,0,68,noite,noite
ChIJL-fld6dbzpQRp7-5ENsP9oM,17:0,22:0,0,0,28,51,tarde,noite
ChIJTwAQrNpEzpQRkg6bCkMK-oA,17:0,21:30,0,0,28,42,tarde,noite
ChIJd8RPqaxZzpQR1qhdxu249oA,10:0,22:0,0,32,100,51,manha,noite
ChIJCSsa3KpRzpQRlP8XdDxPswA,10:0,22:0,0,32,100,51,manha,noite
ChIJj4jIz7JPzpQRWTihiVDF1G8,15:0,2:0,0,0,57,85,tarde,madrugada
ChIJc9qwc-xczpQRgz7Uzorzuyg,11:30,4:0,0,7,100,85,manha,madrugada
ChIJw0zFBo9FzpQRr6JNyN-Q2Ws,18:0,24:0,0,0,13,85,tarde,noite
ChIJCYMLfcVEzpQR1QU3Zm_Xdcc,,,0,0,0,0,,
ChIJjzjrlZRQzpQRpxwCFOupuGU,11:30,2:0,0,7,100,85,manha,madrugada
ChIJByN1RUlazpQRqd6N1m_zQPY,7:30,17:0,0,75,72,0,manha,tarde
ChIJFQb9jaBXzpQRGONB_SUlM8Y,,,0,0,0,0,,
ChIJuWcZ115ZzpQREXMHB9gmrkU,12:0,23:0,0,0,100,68,tarde,noite
ChIJfTXe4D9FzpQRtG6vrXgnujc,16:0,22:0,0,0,42,51,tarde,noite
ChIJtyFN97FCzpQRDK8o1hBceQg,18:0,23:0,0,0,13,68,tarde,noite
ChIJb2cWRitFzpQRkLVkMy1c0XI,12:0,21:0,0,0,100,34,tarde,noite
ChIJSX_ExrRBzpQRIF0-IXHJ3Ro,11:0,18:0,0,15,87,0,manha,tarde
ChIJYUBRUL9RzpQR1Tw-gGDnNUU,8:0,18:0,0,66,87,0,manha,tarde
ChIJ3ZU9Fk5azpQRy_QpqWQ2N8I,9:0,19:0,0,49,100,0,manha,noite
ChIJ3fAW5whXzpQR-FiCyI1UQUc,13:0,22:0,0,0,86,51,tarde,noite
ChIJYXMmZjVfzpQRgq04m9ipfrI,10:30,23:0,0,24,100,68,manha,noite
ChIJI5CcgZpDzpQR5CZNcfQkfWQ,10:0,19:0,0,32,100,0,manha,noite
ChIJg2yZP1TVmwARblj3f2LHJgo,12:0,23:0,0,0,100,68,tarde,noite
ChIJzwLREVXVmwARBvdmDXKxGAA,11:30,23:0,0,7,100,68,manha,noite
ChIJhQfhyGBXzpQR2XWsDpbEk1s,11:30,17:0,0,7,72,0,manha,tarde
ChIJE-PbonhXzpQRgrVa9inR8sY,12:0,23:0,0,0,100,68,tarde,noite
ChIJgy6xTi-AmQARho3-rqpFdR0,12:0,23:0,0,0,100,68,tarde,noite
ChIJw5oY07ZZzpQRr0Cce1kiEvk,12:0,15:30,0,0,51,0,tarde,tarde
ChIJeyvfzVKXpgAR7j7IfW8dtNI,11:30,17:0,0,7,72,0,manha,tarde
ChIJgWIqynrk3JQRixL3HdE87LA,11:30,15:30,0,7,51,0,manha,tarde
ChIJGdVkDkxXzpQROq8Ea9h-F30,12:0,23:15,0,0,100,72,tarde,noite
ChIJT8aJyepYzpQRy3hVvOzdyIY,12:0,23:0,0,0,100,68,tarde,noite
ChIJf_GOEyBdzpQRASyKfPGY3c4,12:0,23:0,0,0,100,68,tarde,noite
ChIJmyAl5m7j3JQRCP3KnuM6rsg,11:0,14:45,0,15,40,0,manha,tarde
ChIJtXyBsPZ_mQAROj6UyvxWrQI,11:30,23:30,0,7,100,76,manha,noite
ChIJ5aAkrId_mQARFCcjAGPWsJY,12:0,23:0,0,0,100,68,tarde,noite
ChIJv3MfQx5dzpQRBPnqs82SPRk,11:30,23:0,0,7,100,68,manha,noite
ChIJxV4ITZfj3JQRXnVBYKK6V20,11:15,15:30,0,11,51,0,manha,tarde
ChIJI5vUYZNCzpQRF-IVAdLOPJg,11:45,23:0,0,3,100,68,manha,noite
ChIJ3fHZ7iDdmwARs5H31j45hd8,11:0,23:0,0,15,100,68,manha,noite
ChIJMXm_LwPGyJQRQHyYb5fTsHM,11:0,15:0,0,15,43,0,manha,tarde
ChIJ3TULIGlhz5QRmWSUIXpQDCo,11:15,15:0,0,11,43,0,manha,tarde
ChIJrXpdXf7j3JQRsBcBkTgXL88,11:30,15:30,0,7,51,0,manha,tarde
ChIJf0gZsYvFyJQRaBN--kDIhZY,,,0,0,0,0,,
ChIJTb_8qjrl3JQRDl29ItOyaqo,11:0,15:0,0,15,43,0,manha,tarde
ChIJT0FfWapQzpQRSh1I7BoFIBY,10:0,1:0,0,32,100,85,manha,madrugada
ChIJU-9g40S_uZQRkifNir3XMGA,11:0,15:0,0,15,43,0,manha,tarde
ChIJ1Z-_CVTPyJQRA_a_hteBims,11:0,15:0,0,15,43,0,manha,tarde
ChIJcYeIrUBXzpQRLDEbqsB99D4,12:0,15:30,0,0,51,0,tarde,tarde
ChIJV0ZZs4NEzpQRDvtf2tMfWHc,11:30,15:0,0,7,43,0,manha,tarde
ChIJFQkmGr1ezpQRfa21d75vY0c,11:30,24:0,0,7,100,85,manha,noite
ChIJZ2rcKrLl3JQRwniOPMJjT4w,11:0,14:45,0,15,40,0,manha,tarde
ChIJxZ2Ac4qapgARMT1zIlDNva8,12:0,15:0,0,0,43,0,tarde,tarde
