Estabelecimento_ID,inicio,fim,madrugada,manha,tarde,noite,inicio_periodo,fim_periodo
ChIJtYH0e71ZzpQR5pP4W8dATfM,10:0,22:0,0,32,100,51,manha,noite
ChIJfUemylVYzpQRE9-S84gPgWk,11:0,15:0,0,15,43,0,manha,tarde
ChIJV_W0EiD3zpQRemYNOolq8CA,8:0,15:0,0,66,43,0,manha,tarde
ChIJGxiNjmD3zpQRY5M9udOiuns,11:0,15:0,0,15,43,0,manha,tarde
ChIJfV51jpb3zpQRtYSjiuKXJZM,12:0,24:0,0,0,100,85,tarde,noite
ChIJOeCwI3L3zpQRtbSZMjOrOFk,18:0,23:30,0,0,13,76,tarde,noite
ChIJ2fAmmhD3zpQRrS_pJJQgTnU,15:0,1:0,0,0,57,85,tarde,madrugada
ChIJ52kaZSf3zpQRmT7GE8VlEts,7:0,23:0,0,83,100,68,manha,noite
ChIJvcRvpG73zpQRBJNgM3ORdVI,18:0,23:45,0,0,13,81,tarde,noite
ChIJIUomZHb3zpQRoWw9KkQbayg,12:0,24:0,0,0,100,85,tarde,noite
ChIJuRSuwvfxzpQRJLoCceiYuMk,12:0,23:0,0,0,100,68,tarde,noite
ChIJtzKk6BL2zpQR9jvR4-x1weg,11:0,24:0,0,15,100,85,manha,noite
ChIJW354Cyf3zpQRWbaDIKsrkmM,18:0,24:0,0,0,13,85,tarde,noite
ChIJyezC1E_4zpQRbWiviUH3cY4,11:30,14:45,0,7,40,0,manha,tarde
ChIJr7XU0gz3zpQR4tEJvX46q00,,,0,0,0,0,,
ChIJ3_fYJkn3zpQR3od8Ngx_P5Q,7:0,14:30,0,83,36,0,manha,tarde
ChIJ-0RehGD3zpQRj3VnKaPjmrs,18:0,24:30,0,0,13,93,tarde,noite
ChIJd8ym98D3zpQRT7nNNtIkQ3Q,12:0,24:30,0,0,100,93,tarde,noite
ChIJcxcZVJT3zpQRIYhi8KEJzxc,19:0,23:0,0,0,0,68,noite,noite
ChIJZ39Ofzz3zpQRJVb1e3jklrY,,,0,0,0,0,,
ChIJvclouOT3zpQRkP2AUpZNmks,,,0,0,0,0,,
ChIJHybSkiv7zpQR4eUJDt-FUIc,17:0,21:0,0,0,28,34,tarde,noite
ChIJvYN14Kv5zpQRySOP2d2QfOo,3:0,22:0,59,100,100,51,madrugada,noite
ChIJyTOCEcf3zpQRAsfRI-3g1JM,18:30,23:0,0,0,6,68,tarde,noite
ChIJAZ_iqUVXzpQRwN9Z8oqQDrs,12:0,2:0,0,0,100,85,tarde,madrugada
ChIJSVLFACVRzpQR-gZEauByCvY,11:0,17:0,0,15,72,0,manha,tarde
ChIJEY6xJH9ZzpQRO3UjvclV0Zc,,,0,0,0,0,,
ChIJXXAo52dXzpQRdeK4IWo4W2s,12:0,16:0,0,0,58,0,tarde,tarde
ChIJoc4b5_NZzpQREenOpTZxMek,10:0,18:0,0,32,87,0,manha,tarde
ChIJ44uNs1xXzpQRyODe-qFAA3E,12:0,15:0,0,0,43,0,tarde,tarde
ChIJ_dccVEVXzpQRlpgZqeWvV0k,12:0,15:0,0,0,43,0,tarde,tarde
ChIJk2BepLFRzpQRoyYmJzoMPKQ,12:0,15:0,0,0,43,0,tarde,tarde
ChIJN1D2fS1XzpQRu_Faebo2Mh4,12:0,16:0,0,0,58,0,tarde,tarde
ChIJDeSaSyhazpQRqMlQ7d-LshI,,,0,0,0,0,,
ChIJ59rYAkhXzpQR_WUz17PqbdY,7:0,16:0,0,83,58,0,manha,tarde
ChIJUfTyZDBXzpQRoEWJ8qAGaFk,12:0,23:0,0,0,100,68,tarde,noite
ChIJM9FgeDhXzpQRzrEJLu0CVgo,,,0,0,0,0,,
ChIJwWlGY01XzpQR5z4NkrbptkU,11:0,23:0,0,15,100,68,manha,noite
ChIJhTlYWjFOzpQRRAYk3SMaLCU,11:0,23:0,0,15,100,68,manha,noite
ChIJKf-eENJRzpQRQg9GZIGia9w,11:30,16:0,0,7,58,0,manha,tarde
ChIJMc6aI6pQzpQRln13YRvQC8g,12:0,15:30,0,0,51,0,tarde,tarde
ChIJHZoiU6JQzpQRckTyrTZt24k,6:0,22:30,0,100,100,59,manha,noite
ChIJS2Erk2dXzpQRiV0aemylANY,12:0,15:0,0,0,43,0,tarde,tarde
ChIJPSdwk0pZzpQRJa6nigia0Yw,10:0,22:0,0,32,100,51,manha,noite
ChIJk7VMh6lbzpQRhhAX_rn9FAg,11:30,23:0,0,7,100,68,manha,noite
ChIJU5sgdJtZzpQR34ueQQ2knHk,12:0,1:0,0,0,100,85,tarde,madrugada
ChIJAcPYYpFZzpQRiiypxRzeek0,19:0,23:30,0,0,0,76,noite,noite
ChIJG_sHpNBCzpQR9aa__RA1wug,11:0,19:0,0,15,100,0,manha,noite
ChIJSUNAQdhfzpQR75YtYyTZlyA,9:0,18:0,0,49,87,0,manha,tarde
ChIJs8vuF0VRzpQRXKKyqO5FYno,9:0,19:0,0,49,100,0,manha,noite
ChIJdR3yKFENz5QRugiE3E3fTsw,11:0,18:0,0,15,87,0,manha,tarde
ChIJv3IKFJvj3JQRJVgojXzsZSQ,18:30,23:0,0,0,6,68,tarde,noite
ChIJp78MV25YzpQR3Lus9LbDpMk,9:0,19:0,0,49,100,0,manha,noite
ChIJM9qXYlbZmwARNPWuv1imZLs,9:0,20:0,0,49,100,17,manha,noite
ChIJyyNBOv3j3JQR-Pdxpd-jQ4A,9:0,19:0,0,49,100,0,manha,noite
ChIJCyyOT9rQmwAR26m5tY-y3Yk,6:0,22:0,0,100,100,51,manha,noite
ChIJHxUfL7xbzpQRITgNMhTAdP8,10:0,20:0,0,32,100,17,manha,noite
ChIJxzuuLQhnv5QROonYvN2TDJE,9:0,18:30,0,49,94,0,manha,tarde
ChIJiZvezO3IyJQROT_UVnOVYds,8:0,23:0,0,66,100,68,manha,noite
ChIJVcSypcVMmAARSIhzzc4NFzs,8:0,24:0,0,66,100,85,manha,noite
ChIJVcCdmUL_zpQRK432Hb-4lRE,11:0,15:0,0,15,43,0,manha,tarde
ChIJoWqzuciKzpQRcZAn8O0ksEw,10:0,19:0,0,32,100,0,manha,noite
ChIJ3Vptz8G7yJQR1mMVhtOVqIc,11:0,15:0,0,15,43,0,manha,tarde
ChIJRW_aMglnmQARmas5sv5AMGk,18:0,23:0,0,0,13,68,tarde,noite
ChIJF14D4lF-mQARoj4-V5_xi6U,10:0,19:0,0,32,100,0,manha,noite
ChIJ47QeAO--uZQRncWkA55tfzg,9:0,19:0,0,49,100,0,manha,noite
ChIJ96Dq7d-WpgARpqfqcaI7QS8,9:0,18:0,0,49,87,0,manha,tarde
ChIJ4e6TPm_DmwARXpVta09HIiI,10:0,21:0,0,32,100,34,manha,noite
ChIJfylJkcWQpgARBl7kTkWuJes,11:0,23:30,0,15,100,76,manha,noite
ChIJExTr0RKKxZQRwZRxOQ9jQPQ,8:0,21:0,0,66,100,34,manha,noite
ChIJIymHq3rfmwAR7193NyGG5g0,19:30,23:30,0,0,0,68,noite,noite
ChIJU-2u-EtXzpQRiwRMgVXP9KQ,11:30,15:0,0,7,43,0,manha,tarde
ChIJ5RlXpILV0ZQRR-FTNmL_Wnk,9:0,20:0,0,49,100,17,manha,noite
ChIJoQt34KSv3pQR5Z___5tB1Ig,11:0,13:30,0,15,22,0,manha,tarde
ChIJjVRMzmG-uZQR38s0wfYPpQ4,17:0,24:0,0,0,28,85,tarde,noite
ChIJw2cnhYnj3JQRB8KG3tyZPZM,19:0,22:30,0,0,0,59,noite,noite
ChIJS7-5BUhXzpQR7HRRbfBRzM4,8:0,20:0,0,66,100,17,manha,noite
ChIJVStLKGpczpQRXrUt5-l2Hrw,10:0,22:0,0,32,100,51,manha,noite
ChIJMYjT895bzpQRGrkmqFJW8lk,11:30,16:0,0,7,58,0,manha,tarde
ChIJ-UMe9u1imQARdLLuCRp4g0o,18:0,24:0,0,0,13,85,tarde,noite
ChIJOdFEDUZ-mQARKxtUEHoxjz8,11:30,17:0,0,7,72,0,manha,tarde
ChIJ_5OSjLLVmwARfIAO2yVuFrY,11:0,23:0,0,15,100,68,manha,noite
ChIJCQpmp7tDzpQRWDUhvcDfaeo,8:0,21:45,0,66,100,47,manha,noite
ChIJZZnTiYh_mQARI_oBsIHPN1c,10:0,21:0,0,32,100,34,manha,noite
ChIJDd7jyozj3JQRHbI3p04QE0g,18:0,24:0,0,0,13,85,tarde,noite
ChIJ4yeX2R8xz5QRzeI_jXinpZM,9:0,18:30,0,49,94,0,manha,tarde
ChIJJ8vdlC-x3pQRO4_OWHAZc90,11:0,13:30,0,15,22,0,manha,tarde
ChIJTbIJTOmZpgARYx18eafboV0,11:30,1:0,0,7,100,85,manha,madrugada
ChIJufoKdAt-mQARELlsbgceA4s,,,0,0,0,0,,
ChIJgW0-vSeLxZQRuu1qhXZ4ZHo,18:30,23:30,0,0,6,76,tarde,noite
ChIJI3fWGnKtvZQR2BQ_Ztgbv2I,18:0,23:30,0,0,13,76,tarde,noite
ChIJf05T8cfFyJQR17EpTxZdq3w,9:0,23:30,0,49,100,76,manha,noite
ChIJ_dk6EIxRzZQRWmb8h5b17KA,17:30,24:0,0,0,20,85,tarde,noite
ChIJu-pyrINnmQAR4PWNLCQl_LU,18:0,23:0,0,0,13,68,tarde,noite
ChIJMRrhYD_RmwAR7yyzXJbfQHI,12:0,21:0,0,0,100,34,tarde,noite
ChIJPcRineQDzpQRsghAeoZETJ4,17:0,23:0,0,0,28,68,tarde,noite
ChIJtd2VwepezpQRExCP498vYBY,11:30,15:0,0,7,43,0,manha,tarde
ChIJ0yXOeePYmwARyfVo5YXY-dY,11:0,23:0,0,15,100,68,manha,noite
ChIJedRnySXX7JQR1XrD25CAaoE,18:30,22:30,0,0,6,59,tarde,noite
ChIJ5Q2w8vfQ7JQR4JStPELP4J0,19:0,24:0,0,0,0,85,noite,noite
ChIJjaj_7i59mQAR9pTpfmW-C5U,11:30,24:0,0,7,100,85,manha,noite
ChIJ3W-XPLTfmwARVFnZE1JYQBE,19:0,24:0,0,0,0,85,noite,noite
ChIJvUjh7u5bzpQRIp1ZgdwQCSU,17:0,24:0,0,0,28,85,tarde,noite
ChIJ4Wg7JGpXzpQRsNx_WSyRzzY,12:0,15:0,0,0,43,0,tarde,tarde
ChIJtXhYxDlezpQRtwXGO_OMYYo,11:30,15:0,0,7,43,0,manha,tarde
ChIJPdpW6RnZmwARFtprIoxB5TY,19:0,23:0,0,0,0,68,noite,noite
ChIJ0wPYoo9XzJQR_lgsmD122pU,11:0,23:0,0,15,100,68,manha,noite
ChIJm2JZvPSXpgARQ45k6_Yqt1g,9:0,20:0,0,49,100,17,manha,noite
ChIJfc_k2rAdzpQRVD3gwyiLAvg,9:0,22:0,0,49,100,51,manha,noite
ChIJYUFZTo3cmwARvldkotGvYqU,12:0,24:0,0,0,100,85,tarde,noite
ChIJ1eoNhytSzZQRoBdZyd7nYek,13:0,22:0,0,0,86,51,tarde,noite
ChIJRQqipetCzpQRlQQTaygIOeQ,6:40,22:10,0,89,100,54,manha,noite
ChIJ7fy-Ah4ZyZQR0nwyT1z5_W4,18:30,23:0,0,0,6,68,tarde,noite
ChIJdRx1FUhezpQRMxbkpC3XlLs,6:0,22:30,0,100,100,59,manha,noite
ChIJTyCSz1D1zpQRMhrnlbkrWf4,,,0,0,0,0,,
ChIJ2exF9ZaKxZQRQoHvLig9Qks,18:30,23:30,0,0,6,76,tarde,noite
ChIJk-eDlS6rz5QRHNIlpDKyzpc,19:0,23:30,0,0,0,76,noite,noite
ChIJbaZYhIdBzpQRJ3Oafmuo9b4,6:40,22:10,0,89,100,54,manha,noite
ChIJTfmFCKjVmwAR0JDl8VgsUlk,10:0,23:0,0,32,100,68,manha,noite
ChIJweBdsrNE65QRJ-8Yg4hd-sQ,11:30,14:0,0,7,29,0,manha,tarde
ChIJO5uqdFX5zpQRuua8S6LsE0g,8:0,18:0,0,66,87,0,manha,tarde
ChIJ2WtTO7F9mQARiubZgXT6oig,18:0,23:30,0,0,13,76,tarde,noite
ChIJX3131ShSzZQR2kzIMFW8Rjg,14:30,22:0,0,0,64,51,tarde,noite
ChIJWx1h9UqRpgARg6VjfW_Bj-Q,11:15,14:30,0,11,36,0,manha,tarde
ChIJcVIs0DfYzZQRtFDnB-Fq-bA,12:0,22:0,0,0,100,51,tarde,noite
ChIJO94naPHj3JQRRG_BgO9UppY,12:0,20:0,0,0,100,17,tarde,noite
ChIJIUOoBBOZyJQRBGks3YPGYqk,18:30,22:0,0,0,6,51,tarde,noite
ChIJiQOk1ObjmwARCrnaTYcQCgI,11:0,16:0,0,15,58,0,manha,tarde
ChIJdbXIMq6qz5QRxRln5Tz__RI,18:0,22:0,0,0,13,51,tarde,noite
ChIJc9V9lDFOzpQRNlK86RWxmyA,17:0,1:0,0,0,28,85,tarde,madrugada
ChIJERpG_ulRzpQRyvwQPWWGjrM,18:0,23:0,0,0,13,68,tarde,noite
ChIJL-q4XxVgz5QRUbv6aczOmMQ,18:0,23:30,0,0,13,76,tarde,noite
ChIJ3-j5MsrRupQRFzO0unww9lE,19:0,24:0,0,0,0,85,noite,noite
ChIJpzjVeCKbyJQR1SbLBVI0F8A,18:0,22:30,0,0,13,59,tarde,noite
ChIJcf99_WGXpgARiU_PaplXaJo,13:0,22:0,0,0,86,51,tarde,noite
ChIJW0vQDhVYzpQRcV4Ner86ERM,,,0,0,0,0,,
ChIJ_y_5xS1ZzpQRPB35KqOeEvY,9:0,20:0,0,49,100,17,manha,noite
ChIJ-_xCNmBUzpQRxB23pTa7urE,10:30,18:0,0,24,87,0,manha,tarde
ChIJMf5tOHVXzpQRzrkB_rKz3CA,11:30,22:0,0,7,100,51,manha,noite
ChIJh-7024dezpQRnUOWEgFQ5B0,18:30,23:30,0,0,6,76,tarde,noite
ChIJ18wyqntWzpQR0Pimey7KVaI,10:0,18:30,0,32,94,0,manha,tarde
ChIJT3rtP_lQzpQRlyOk23-GH8U,18:0,23:0,0,0,13,68,tarde,noite
ChIJZcDNuVFYzpQRNWwnLRUM2dQ,8:0,2:0,0,66,100,85,manha,madrugada
ChIJs5HmrMxZzpQRYc8UXvpdA-s,16:0,1:0,0,0,42,85,tarde,madrugada
ChIJi-gRT1xWzpQRASIhGz_uXKE,18:0,23:30,0,0,13,76,tarde,noite
ChIJYzdwcdBZzpQR1blYxSAjz98,18:0,24:30,0,0,13,93,tarde,noite
ChIJ65TYQxVczpQRarOpRqfOwO4,10:0,15:0,0,32,43,0,manha,tarde
ChIJscwl8mBZzpQRxiXz-S1z1ks,11:0,1:0,0,15,100,85,manha,madrugada
ChIJXXlayrVwtaURsRyAoYcQMbs,9:0,19:0,0,49,100,0,manha,noite
ChIJjdX79UpYzpQRsAEHeYfmCp4,24:0,23:0,0,0,0,0,noite,noite
ChIJ_ShTQbNZzpQRiwM1Uoysph4,8:0,19:0,0,66,100,0,manha,noite
ChIJx04IM8tZzpQRFIIltRmT7z8,18:0,2:0,0,0,13,85,tarde,madrugada
ChIJwbRNNF5bzpQRCqDZ7fCdiHc,18:0,23:30,0,0,13,76,tarde,noite
ChIJozSGA2n4zpQR30AyST3QDTU,11:30,15:30,0,7,51,0,manha,tarde
ChIJH8jHwFJZzpQRbz22DXcvtGE,12:0,15:0,0,0,43,0,tarde,tarde
ChIJyRb7ENZZzpQR2QbqPYdsNL4,,,0,0,0,0,,
ChIJ4ZJayC_5zpQRvSDYPRvyvY4,18:0,23:0,0,0,13,68,tarde,noite
ChIJ54zK3qFXzpQROe58hw_6-80,10:30,18:30,0,24,94,0,manha,tarde
ChIJR9_ewTFOzpQR2tdP8jtkqJI,11:0,15:30,0,15,51,0,manha,tarde
ChIJde5t06VfzpQRuILb27ZT_cA,10:0,21:55,0,32,100,49,manha,noite
ChIJjRnChspRzpQRwz6au2gEofY,11:0,21:45,0,15,100,47,manha,noite
ChIJS8W1mUpZzpQRRAoAr3tWOjE,10:0,23:0,0,32,100,68,manha,noite
ChIJp9ozLFdYzpQRe3HLKUUNhU4,11:0,22:0,0,15,100,51,manha,noite
ChIJxfPq9iBUzpQRMUSX5npRo9c,18:0,24:0,0,0,13,85,tarde,noite
ChIJ7US1Zz_2zpQR1qOFOqOxxEc,18:0,24:30,0,0,13,93,tarde,noite
ChIJswQSSYBlzpQRKcL2GtDXG8E,11:30,23:45,0,7,100,81,manha,noite
ChIJRSD-o_xazpQRlJew4ZgJndw,11:0,24:0,0,15,100,85,manha,noite
ChIJZauX2ZRezpQR4xsFtjwz_b0,15:0,1:0,0,0,57,85,tarde,madrugada
ChIJiZpIamxmzpQRV7z2o5aS8nQ,18:0,24:30,0,0,13,93,tarde,noite
ChIJZTOklLl7zpQRkB_lQfNvs-8,11:0,15:0,0,15,43,0,manha,tarde
ChIJxXYmSbv3zpQRnwxfPAfL72w,12:0,15:0,0,0,43,0,tarde,tarde
ChIJKfnPkoz3zpQRAfXRjjnOfZM,17:30,24:0,0,0,20,85,tarde,noite
ChIJa8XxJ4v5zpQRNBpxc5zeVAM,18:0,23:0,0,0,13,68,tarde,noite
ChIJBzpSoh_4zpQRG_v_BZwd29M,11:0,23:0,0,15,100,68,manha,noite
ChIJU3UwrNP3zpQRb20_JWeic74,12:0,16:0,0,0,58,0,tarde,tarde
ChIJly7IBQD5zpQRjnR3KyIh5Lo,11:30,23:0,0,7,100,68,manha,noite
ChIJnduQqoT3zpQRLOXgPeH9SmM,17:0,22:30,0,0,28,59,tarde,noite
ChIJw9eut0j4zpQRIzOmgPiloKU,7:0,22:0,0,83,100,51,manha,noite
ChIJ5VBd__r5zpQRHVDyWhGd9LQ,11:0,23:0,0,15,100,68,manha,noite
ChIJKROnoYf3zpQRKjFWc-EMZEg,12:0,15:0,0,0,43,0,tarde,tarde
ChIJ2XT65ff5zpQRjmcpYgfDjnk,18:0,24:0,0,0,13,85,tarde,noite
ChIJPVLySdD3zpQRsYFWszqdo1I,18:0,1:0,0,0,13,85,tarde,madrugada
ChIJl8w0ykD3zpQRkbJSQJ98snE,11:30,15:0,0,7,43,0,manha,tarde
ChIJ4wC9sCH4zpQRdVzYLGRSTe0,11:30,15:30,0,7,51,0,manha,tarde
ChIJ_9RZnPX5zpQRlIee5YcmaYc,18:30,24:0,0,0,6,85,tarde,noite
ChIJawaXnRL3zpQRVYX70DgF7jU,18:0,2:0,0,0,13,85,tarde,madrugada
ChIJfUc--_L3zpQRk2OTtphVdhM,7:0,14:0,0,83,29,0,manha,tarde
ChIJz5lObA_3zpQRsv2Rsb4BIk0,12:0,24:0,0,0,100,85,tarde,noite
ChIJP117tcL5zpQRKEBfm39pFDs,12:0,15:0,0,0,43,0,tarde,tarde
ChIJ5_AGzD_4zpQR7xHa1CbUtUY,12:0,23:0,0,0,100,68,tarde,noite
ChIJ-zNARLX3zpQR3XCnYGfXaD8,12:0,15:0,0,0,43,0,tarde,tarde
ChIJq3sEO8v5zpQRVKI9xMB1wqs,9:0,22:0,0,49,100,51,manha,noite
ChIJcaWv0bD3zpQRUBgMrAIh6Gg,18:0,24:0,0,0,13,85,tarde,noite
ChIJZRVkfGz3zpQRghUgTxwi5n0,11:0,22:0,0,15,100,51,manha,noite
ChIJ0_njoQ_3zpQRO-j6X-T55J0,12:0,1:45,0,0,100,85,tarde,madrugada
ChIJjwGmhyX4zpQRtrugjq02kM0,18:0,24:30,0,0,13,93,tarde,noite
ChIJOxhKHx74zpQRyFJBudJPCzg,18:0,24:0,0,0,13,85,tarde,noite
ChIJhZdm5On3zpQRnusluS1AuKM,11:0,15:30,0,15,51,0,manha,tarde
ChIJxexr4Y_3zpQRJVt7jv2vL-Y,10:0,17:0,0,32,72,0,manha,tarde
ChIJwz0KaLr3zpQRnuyw_RwRsS0,6:0,24:0,0,100,100,85,manha,noite
ChIJj9gFf_H3zpQRxqYMigd19_o,12:0,22:30,0,0,100,59,tarde,noite
ChIJs62Oauv3zpQRZuznOgzcBbM,18:0,23:30,0,0,13,76,tarde,noite
ChIJiQ0MrLr3zpQReWIp1yGu2l4,11:0,24:0,0,15,100,85,manha,noite
ChIJb63Nil73zpQRSrY7DJ1qN0k,18:0,23:0,0,0,13,68,tarde,noite
ChIJEz1rwHT4zpQREYCnSp7TLZE,11:30,15:0,0,7,43,0,manha,tarde
ChIJyf0Jxvr2zpQR-ZbG6NTSWxs,18:0,23:0,0,0,13,68,tarde,noite
ChIJM-bh15T3zpQR7OoiQBq5f3I,18:0,23:30,0,0,13,76,tarde,noite
ChIJDRkPkv72zpQR05FsnTRBAac,18:0,23:45,0,0,13,81,tarde,noite
ChIJlXe1LO5QzpQReKBBGQabeeE,10:0,18:30,0,32,94,0,manha,tarde
ChIJXS4EUjRazpQRV8kbeuZqeq8,7:0,17:0,0,83,72,0,manha,tarde
ChIJhee5cChbzpQRaO1B2jbiqnI,9:0,17:0,0,49,72,0,manha,tarde
ChIJf8yX4spPzpQR73wwCK3sfyc,9:0,18:0,0,49,87,0,manha,tarde
ChIJ0aJUYVVQzpQRpPb7fhlSQfk,7:30,19:30,0,75,100,8,manha,noite
ChIJxTRyzENQzpQRJxBX8pT7DHg,12:0,22:0,0,0,100,51,tarde,noite
ChIJfUWbxj9PzpQRETP2lw_1WlI,9:0,19:30,0,49,100,8,manha,noite
ChIJpQtzZ9hPzpQRFOSpHnV9vr0,10:0,18:0,0,32,87,0,manha,tarde
ChIJCxhLwp9azpQRKb7uEkcQ6rE,11:0,21:30,0,15,100,42,manha,noite
ChIJMcmkUv5azpQRkFgN9daFZvI,6:0,22:30,0,100,100,59,manha,noite
ChIJ0zuA8SVazpQRaGnZGc3EVn4,18:0,24:0,0,0,13,85,tarde,noite
ChIJyQ3cuxBazpQRaNz-GXKM8JE,18:0,24:0,0,0,13,85,tarde,noite
ChIJ1dzUw_xmzpQR7FqP4Gx3iRA,6:0,23:30,0,100,100,76,manha,noite
ChIJc-hyDVVczpQRwYs-YWujKt8,9:0,18:0,0,49,87,0,manha,tarde
ChIJZ_YJQUFSzpQRayTENBxGGAo,10:0,20:0,0,32,100,17,manha,noite
ChIJPzGHK-5RzpQRJuXbGPYKOKQ,11:30,20:0,0,7,100,17,manha,noite
ChIJtfvk0_VXzpQRww6_Z5XJVFk,10:0,18:0,0,32,87,0,manha,tarde
ChIJ5axAVCFczpQReNBhoL_sMPo,10:0,19:0,0,32,100,0,manha,noite
ChIJL3eoEAZazpQRWIXT-iEZLRM,12:0,22:0,0,0,100,51,tarde,noite
ChIJJxor2-1QzpQRT-jizI5Nplk,7:0,22:0,0,83,100,51,manha,noite
ChIJ6YgnIaZTzpQRFZuPmQngZWY,9:30,19:0,0,41,100,0,manha,noite
ChIJV3yiB7JnzpQRQUZMaekmwfo,10:0,20:0,0,32,100,17,manha,noite
ChIJf-PHWXRUzpQR1CbOFrIhJF8,10:0,18:30,0,32,94,0,manha,tarde
ChIJWeJSSQtQzpQRtZ9xmERHoq4,6:0,22:0,0,100,100,51,manha,noite
ChIJldJbuQRRzpQRldMYxo8slSs,18:0,23:30,0,0,13,76,tarde,noite
ChIJLeeWa6dRzpQR1hNXs6r8fFA,17:30,22:30,0,0,20,59,tarde,noite
ChIJxcl3GcNQzpQR0F5EkgMPz5U,11:0,16:0,0,15,58,0,manha,tarde
ChIJi7XoLqJQzpQRPH8RyMSoyKI,18:0,24:30,0,0,13,93,tarde,noite
ChIJSfRNQHlazpQR0kI0jXWH7zY,11:0,23:0,0,15,100,68,manha,noite
ChIJecKZYIJazpQRFtiurbC8SL0,12:0,15:0,0,0,43,0,tarde,tarde
ChIJd7wNeJhQzpQR0lNXLzN9tJE,11:30,15:0,0,7,43,0,manha,tarde
ChIJN9o9av9QzpQRNDshWQUS5zE,18:0,23:30,0,0,13,76,tarde,noite
ChIJBWZcFQtazpQRYaIrACM7xY8,12:0,24:0,0,0,100,85,tarde,noite
ChIJMWhgGhZbzpQRT-di2StB9n8,18:0,24:0,0,0,13,85,tarde,noite
ChIJ1w3fkFFazpQRMPKT4fSo6Sk,6:0,21:49,0,100,100,48,manha,noite
ChIJ86EEMJ5QzpQR4DOF1Ont3yA,11:0,15:30,0,15,51,0,manha,tarde
ChIJz1LonXlazpQRGiVH0tKd-Jg,11:30,14:39,0,7,38,0,manha,tarde
ChIJ8TWVp1FbzpQRJYV3G5heNno,12:0,15:0,0,0,43,0,tarde,tarde
ChIJI3VZg1pXzpQRZaXEi7eJOJg,6:0,23:0,0,100,100,68,manha,noite
ChIJF0tOWGlPzpQRTTZYzXkHAmg,,,0,0,0,0,,
ChIJQzh3uJ5azpQRG4GaCz4R9-U,18:0,23:30,0,0,13,76,tarde,noite
ChIJ0e2cvwRazpQReD_zAn_Mptw,11:0,23:0,0,15,100,68,manha,noite
ChIJyzX3UVJXzpQRCsA15jvCfzs,12:0,15:0,0,0,43,0,tarde,tarde
ChIJpYPRbNZPzpQRFxQZeUyT85E,5:15,23:0,13,100,100,68,madrugada,noite
ChIJTStbyuNbzpQRAdy0zncdT2Y,11:0,23:0,0,15,100,68,manha,noite
ChIJufhRQXj4zpQRuIdMd9H3lPQ,8:30,19:0,0,58,100,0,manha,noite
ChIJB95rVEdXzpQRBKm2snS1d4E,12:0,19:0,0,0,100,0,tarde,noite
ChIJvc6-ZFKw3pQRF9mVCdCQFRU,11:0,14:0,0,15,29,0,manha,tarde
ChIJyZxlOcEAz5QRHXjbVr8H2i4,19:0,23:0,0,0,0,68,noite,noite
ChIJScVXJ3QKmQARy_ioKzc6k8A,11:30,15:0,0,7,43,0,manha,tarde
ChIJ_7t0vV6EmQARI636hgXDBIA,18:0,24:0,0,0,13,85,tarde,noite
ChIJJTbDnDTk3JQR6kcPZu_SqJ4,11:30,14:0,0,7,29,0,manha,tarde
ChIJzXkxXOgY35QREYlM50j5XXc,11:30,14:0,0,7,29,0,manha,tarde
ChIJn2OITrFZzpQR7ji0Vj3Pznw,11:30,16:30,0,7,65,0,manha,tarde
ChIJSSic6lkwlgARwYdZYodO8uU,10:0,14:0,0,32,29,0,manha,tarde
ChIJl3BhGupimQARaXvNrfrVyBQ,11:0,16:0,0,15,58,0,manha,tarde
ChIJef_ZC5OKlwARGm7eTGU98X8,9:30,23:0,0,41,100,68,manha,noite
ChIJhWtQVJZjmQARFYDjNObcLqA,18:15,23:30,0,0,9,76,tarde,noite
ChIJpfBd_aB8mQARQL8-ImyH0A8,11:30,24:0,0,7,100,85,manha,noite
ChIJb-yp6ReV3pQRRLrRUAso-r4,18:0,24:0,0,0,13,85,tarde,noite
ChIJ80JgBlt-mQARhzLQz8tgawY,11:0,24:0,0,15,100,85,manha,noite
ChIJq6pGx2Lk3JQRNXAdvA387RI,18:30,22:30,0,0,6,59,tarde,noite
ChIJUZyFR5KHmQARASx5eKLDVJU,11:45,23:0,0,3,100,68,manha,noite
ChIJN9lcR8SbyJQR3LUZMQ9vHwg,10:0,14:0,0,32,29,0,manha,tarde
ChIJhzX4i9ev3pQR6RLaVESId60,18:0,23:30,0,0,13,76,tarde,noite
ChIJAxh-W7aingARvq4xXqMtyo0,11:30,15:0,0,7,43,0,manha,tarde
ChIJA5SqTEHUvQARMwoWciVX68Y,18:30,24:0,0,0,6,85,tarde,noite
ChIJlVPqDzD2l5QRKfPDuyIPGRY,18:0,24:0,0,0,13,85,tarde,noite
ChIJIdkACvNCzpQRtJk6cD-GlZg,11:0,15:0,0,15,43,0,manha,tarde
ChIJORJKb6JDJ5URHpqHu6oHroo,18:30,24:0,0,0,6,85,tarde,noite
ChIJqbPt1GCzlwARf_xhHRN2o4Q,18:0,24:0,0,0,13,85,tarde,noite
ChIJaXCTEkxZzpQRS31tAE8_ltg,11:0,15:0,0,15,43,0,manha,tarde
ChIJv8xK25KKlwAR_uQkrarypQg,10:30,22:0,0,24,100,51,manha,noite
