Estabelecimento_ID,sunday,monday,tuesday,wednesday,thursday,friday,saturday,aberto_dia_util,aberto_final_de_semana
ChIJveS7MYz7zpQRsHFr4q8b2bs,0,1,1,1,1,1,1,100.0,66.7
ChIJyVGDmqP5zpQRRnufo9KdSz0,1,1,1,1,1,1,1,100.0,100.0
ChIJbe6booj3zpQRxDqBlpUoA5g,1,1,1,1,1,1,1,100.0,100.0
ChIJc2y-JPb1zpQRjE0N_TqLfEM,1,1,1,1,1,1,1,100.0,100.0
ChIJS1O9Ld35zpQRfx6zt1oxkRU,0,0,1,1,1,1,1,75.0,66.7
ChIJezfGa7L5zpQRHm50rikBynE,0,0,1,1,1,1,1,75.0,66.7
ChIJh0NIn-xZzpQR-Uy5ElgOYSg,0,1,1,1,1,1,1,100.0,66.7
ChIJJYQ1ja73zpQRgQBos7XnpjQ,1,1,1,1,1,1,1,100.0,100.0
ChIJZ31F5Gb4zpQRPyyl02thtAA,0,1,1,1,1,1,1,100.0,66.7
ChIJR3OUdiz4zpQRZ4fbMWb6UGU,1,0,1,1,1,1,1,75.0,100.0
ChIJJ94nWNb5zpQRBU9oVgb-_MA,0,1,1,1,1,1,0,100.0,33.3
ChIJZ1UTr1BYzpQRiCOfqPJAlt0,0,1,1,1,1,1,1,100.0,66.7
ChIJM9CYGh1YzpQRWqzZv_6KoUg,1,1,1,1,1,1,1,100.0,100.0
ChIJmWsvh3xXzpQR3xrynsH77yE,1,1,1,1,1,1,1,100.0,100.0
ChIJeRL2O9tZzpQRp7yGglBM_n0,0,1,1,1,1,1,1,100.0,66.7
ChIJK-mwS5L1zpQRrRI30TKPxfI,0,1,1,1,1,1,1,100.0,66.7
ChIJPZ_7NjhSzpQRYyYLhuFCbo4,1,1,1,1,1,1,1,100.0,100.0
ChIJyXTf-mpZzpQRN97OEmdPyLI,1,1,1,1,1,1,1,100.0,100.0
ChIJv_BUkmdgzpQRqIT1pHUIUUU,0,1,1,1,1,1,1,100.0,66.7
ChIJDWt31Vr2zpQR7gmlw0ZlHYc,0,1,1,1,1,1,1,100.0,66.7
ChIJrZZDW_xVzpQRp-S_VtDcnsU,0,1,1,1,1,1,1,100.0,66.7
ChIJU30H2-D5zpQRRrxwKdCznJE,1,1,1,1,1,1,1,100.0,100.0
ChIJr5BEC8f3zpQRKvx4RlqmNjA,1,1,1,1,1,1,1,100.0,100.0
ChIJcQfYIdFZzpQRNx4D9ymYMi0,0,1,1,1,1,1,1,100.0,66.7
ChIJI0QdLQz3zpQR5n3vXB0hROA,0,0,1,1,1,1,1,75.0,66.7
ChIJISV6fjv3zpQRzJQuHgjolQA,1,1,1,1,1,1,1,100.0,100.0
ChIJlzNNxQn5zpQRJcyjhErpsgg,1,1,1,1,1,1,1,100.0,100.0
ChIJ42bkrXpZzpQRNI7cXqkEE7o,0,1,1,1,1,1,1,100.0,66.7
ChIJxcq-VzpZzpQRsK1ctmdvV1c,1,0,1,1,1,1,1,75.0,100.0
ChIJOxJGCOZXzpQR1AfAX34x1_A,0,1,1,1,1,1,1,100.0,66.7
ChIJy9S2LZ5azpQRU9ccRVqQTj0,0,1,1,1,1,1,1,100.0,66.7
ChIJ___7M7xazpQRM_TUz2ma_MQ,1,1,1,1,1,1,1,100.0,100.0
ChIJszmPau9QzpQRNm36pJtaDQE,0,1,1,1,1,1,1,100.0,66.7
ChIJ-8rKcftazpQR00Vbi7PNwL0,1,1,1,1,1,1,1,100.0,100.0
ChIJbbsKS6dazpQR39wHTHdYz9Y,0,1,1,1,1,1,1,100.0,66.7
ChIJr-AsPLVazpQRxpyYXH-LbD0,0,1,1,1,1,1,1,100.0,66.7
ChIJ67DUA-FQzpQRl056tG-S7v4,1,1,1,1,1,1,1,100.0,100.0
ChIJr9sM7-ZQzpQRhQiZYVVoSr0,0,1,1,1,1,1,1,100.0,66.7
ChIJpWcDAJtazpQR5E6kmV58z2U,0,1,1,1,1,1,1,100.0,66.7
ChIJB8Bx8DVRzpQRE1sGLil_8aE,1,1,1,1,1,1,1,100.0,100.0
ChIJ82n3lqpbzpQRbF4Pwne1qrQ,0,0,1,1,1,1,1,75.0,66.7
ChIJQRFkjOVazpQRQKj2RHBhb9k,0,1,1,1,1,1,1,100.0,66.7
ChIJL68BbAZRzpQRcSuRKpcRfWM,0,1,1,1,1,1,1,100.0,66.7
ChIJ03fUZuJFzpQRRa2hCjpT3lI,1,1,1,1,1,1,1,100.0,100.0
ChIJM1zmmM5RzpQR7GfjH-G2AHU,1,0,1,1,1,1,1,75.0,100.0
ChIJr3-TlyxRzpQROM7nf5cOdRA,0,1,1,1,1,1,1,100.0,66.7
ChIJqaoRLXpFzpQRd2ff3T1OfXE,1,0,1,1,1,1,1,75.0,100.0
ChIJLUm3ByRbzpQRwfIbLfJTmiU,0,1,1,1,1,1,1,100.0,66.7
ChIJf5r7bQFbzpQRc6t3N6-k9fo,0,1,1,1,1,1,1,100.0,66.7
ChIJG_019ixFzpQROHwLbwJ31Xk,1,1,1,1,1,1,1,100.0,100.0
ChIJWWJ3HxZPzpQRneZ60UrLmHk,1,1,1,1,1,1,1,100.0,100.0
ChIJQZam639bzpQR3AKjQfoEkBQ,0,1,1,1,1,1,1,100.0,66.7
ChIJt37NFbv4zpQRsk18pm8fcws,1,0,1,1,1,1,1,75.0,100.0
ChIJv4xlWuZQzpQRO9DGtpe9aDg,0,1,1,1,1,1,1,100.0,66.7
ChIJV-HaMz5QzpQRuoV8UWP_2U4,0,1,1,1,1,1,1,100.0,66.7
ChIJ9ce4F15FzpQRIi2wcBAt_8E,0,1,1,1,1,1,1,100.0,66.7
ChIJgTdjOXZazpQRw6wH0z33zLM,1,1,1,1,1,1,1,100.0,100.0
ChIJmZcSomJazpQRNCJDrOluGVs,0,1,1,1,1,1,1,100.0,66.7
ChIJwYQXlQRazpQR8xSw4pX6Pco,1,1,1,1,1,1,1,100.0,100.0
ChIJ8VVcN1FQzpQRf4vdruQVELo,0,1,1,1,1,1,1,100.0,66.7
ChIJHbg9vldFzpQR2yj_wpJzDMo,0,1,1,1,1,1,1,100.0,66.7
ChIJqRv0aQFQzpQRgDouYUILVgc,0,1,1,1,1,1,1,100.0,66.7
ChIJj7PLFbVRzpQRx4D36q1fQPg,0,1,1,1,1,1,1,100.0,66.7
ChIJFwEsoqlQzpQRLhdMZB5wO-M,1,1,1,1,1,1,1,100.0,100.0
ChIJt0-xpA1FzpQRaclhQqhWY1g,0,0,1,1,1,1,1,75.0,66.7
ChIJB9j6Pz1RzpQRCJDXHcbblGg,0,1,1,1,1,0,1,100.0,33.3
ChIJCZ092VZRzpQRAOrZpVmjGMA,0,1,1,1,1,1,0,100.0,33.3
ChIJicwAcjRazpQRmepzfRsdS1U,1,1,1,1,1,1,1,100.0,100.0
ChIJt-LTXrZQzpQRRqlwa2BLQfI,0,1,1,1,1,1,1,100.0,66.7
ChIJEzkU-q1QzpQRNHGwJaR4-TQ,0,1,1,1,1,1,0,100.0,33.3
ChIJp5LlwrRbzpQRoAZ3l7q339Q,1,0,1,1,1,1,1,75.0,100.0
ChIJzxDb8O1RzpQRr_DFkH_Yyts,0,0,1,1,1,1,0,75.0,33.3
ChIJeQ5s8p5QzpQR-Q2mHbBscoA,0,1,1,1,1,1,1,100.0,66.7
ChIJzQ_uIwhFzpQRdr5Tbeo2HbY,1,1,1,1,1,1,1,100.0,100.0
ChIJFa5UabFTzpQRSZE6wKw7fak,1,1,1,1,1,1,1,100.0,100.0
ChIJLd1wtgptYS8R-AiUPs580E4,0,0,1,1,1,1,1,75.0,66.7
ChIJSxiPTPVPzpQRQ_ZRl8pTSbQ,1,1,1,1,1,1,1,100.0,100.0
ChIJwenRKzNFzpQR8gODQBXoYhQ,1,1,1,1,1,1,1,100.0,100.0
ChIJCSqylZNRzpQRteCZwd5EgIM,1,1,1,1,1,1,1,100.0,100.0
ChIJpbpfVspQzpQRfQmg2gicQQs,1,1,1,1,1,1,1,100.0,100.0
ChIJN2cyEMRZzpQR--6kfkmAL8M,1,1,1,1,1,1,1,100.0,100.0
ChIJRWOgqS9RzpQRKtvqjJM7PRk,0,1,1,1,1,1,1,100.0,66.7
ChIJxXJygIlPzpQRahv8c6Hak4Q,1,0,1,1,1,1,1,75.0,100.0
ChIJ6cK8GWlFzpQRnAHgo9ZRgxs,0,1,1,1,1,1,1,100.0,66.7
ChIJ4dnUCslWzpQRHDrG7y5inoQ,0,1,1,1,1,1,1,100.0,66.7
ChIJV7LGwzVFzpQR9jpEoPkENp4,1,0,1,1,1,1,1,75.0,100.0
ChIJ_-YRjfhazpQR7gYGEedNBh0,0,1,1,1,1,1,1,100.0,66.7
ChIJMXjjD1NRzpQR4TJOfoLWfN4,1,1,1,1,1,1,1,100.0,100.0
ChIJ0yfzXFNbzpQRQBTqTDOIF3o,0,1,1,1,1,1,0,100.0,33.3
ChIJR4MZz3hRzpQRjFMEvd1ZN1g,0,1,1,1,1,1,1,100.0,66.7
ChIJZYIxBZpPzpQRoDyKLSkoGLE,0,1,1,1,1,1,1,100.0,66.7
ChIJV4nfjbZbzpQRUFHT0LZ7HN0,0,1,1,1,1,1,1,100.0,66.7
ChIJCQAAWFNazpQRTZoCB_4lYcA,0,1,1,1,1,1,1,100.0,66.7
ChIJm2qq2UBazpQRpanxrid6930,0,1,1,1,1,1,0,100.0,33.3
ChIJRcfppbJFzpQR1I_kxXkvoRI,1,1,1,1,1,1,1,100.0,100.0
ChIJ15Ng0tFbzpQR1syQs6uJC5Y,1,0,1,1,1,1,1,75.0,100.0
ChIJr2w2IURXzpQRYC1Qm844IEE,0,1,1,1,1,1,1,100.0,66.7
ChIJS_s5oIJbzpQR8GpOqBPFAok,1,1,1,1,1,1,1,100.0,100.0
ChIJkTKMMKRbzpQR4wO0kcwRDUc,1,1,1,1,1,1,1,100.0,100.0
ChIJCcSJhPhazpQREy__bKcCryE,0,0,1,1,1,1,0,75.0,33.3
ChIJMR0UAKlQzpQRcYikNq_GJuo,0,1,1,1,1,1,1,100.0,66.7
ChIJKSWy1rVQzpQRSSu_3oliwEE,1,0,0,1,1,1,1,50.0,100.0
ChIJazzL3K5ZzpQRD9IIOo6VVGo,1,1,1,1,1,1,1,100.0,100.0
ChIJL6zyR6ZXzpQRAOwaP8ksrPQ,1,0,1,1,1,1,1,75.0,100.0
ChIJ47ACSDZZzpQRu2ib3NLmfJA,1,1,1,1,1,1,1,100.0,100.0
ChIJqY6w5qRXzpQRKfbxAj6FgBw,1,1,1,1,1,1,1,100.0,100.0
ChIJ26HkHKZXzpQRYp0NpmqBk_g,1,0,1,1,1,1,1,75.0,100.0
ChIJc-SU75tXzpQRXapeOS9846E,1,1,1,1,1,1,1,100.0,100.0
ChIJ2dWLtcRDzpQRgR9FjftbLkE,1,0,1,1,1,1,1,75.0,100.0
ChIJ9-ej45xXzpQRAZ6onnQJBro,1,0,1,1,1,1,1,75.0,100.0
ChIJ89fCvR1YzpQRYrHdctUO_cI,0,1,1,1,1,1,1,100.0,66.7
ChIJwaLNxXlXzpQRYMrrV778BMM,1,1,1,1,1,1,1,100.0,100.0
ChIJcTdE40xCzpQR_jc0U8CtcJc,1,0,1,1,1,1,1,75.0,100.0
ChIJib-OwptazpQRL-3ZNtJeypg,1,1,1,1,1,1,1,100.0,100.0
ChIJE3m4yjAhTIYRjwk3qY02mQY,1,1,1,1,1,1,1,100.0,100.0
ChIJFQ4T6VafToYR7J0n1Fnimkk,1,1,1,1,1,1,1,100.0,100.0
ChIJF2gFZm7zqYkRp90mgVnW8co,1,1,1,1,1,1,1,100.0,100.0
ChIJ7-5wx13zqYkRRzHokuvrWZA,1,1,1,1,1,1,1,100.0,100.0
ChIJ-aDgX8f0qYkRK5hW-U2aN8c,1,1,1,1,1,1,1,100.0,100.0
ChIJn1sht8P0qYkRSc0-o4ynaTs,1,1,1,1,1,1,1,100.0,100.0
ChIJJ3-Ob1rzqYkR24kv1a5N_hU,1,1,1,1,1,1,1,100.0,100.0
ChIJD7Pv1o-NqYkRNdzCCVnwTb0,1,1,1,1,1,1,1,100.0,100.0
ChIJxyeVSv-MqYkRrODVaxV6ljc,1,0,0,1,1,1,1,50.0,100.0
ChIJ40jhE6nzqYkR8qD-2Bv1n2c,1,1,1,1,1,1,1,100.0,100.0
ChIJ2VES3AzzqYkRI8_v2-60_10,1,1,1,1,1,1,1,100.0,100.0
ChIJdcZgrUTzqYkR6o3OL-XIPcg,1,0,1,1,1,1,1,75.0,100.0
ChIJ2foe98X0qYkRdeeNnMPvoTs,1,1,1,1,1,1,1,100.0,100.0
ChIJY15WpQjzqYkRNfMVNqzQ1KI,1,1,1,1,1,1,1,100.0,100.0
ChIJycwpSAzzqYkR1zec98DB71E,1,1,1,1,1,1,1,100.0,100.0
ChIJq4UWGdv0qYkRIlw6epOElYw,1,1,1,1,1,1,1,100.0,100.0
ChIJdxAmddD0qYkRMYPyZkabx70,1,1,1,1,1,1,1,100.0,100.0
ChIJdVY0wwDzqYkR4B08rf7aMEY,1,0,1,1,1,1,1,75.0,100.0
ChIJ8_Vca6z1qYkRDXRa5XXzcY8,1,1,1,1,1,1,1,100.0,100.0
ChIJmaXI_AlzhlQRaQnqL5XRigM,1,1,1,1,1,1,1,100.0,100.0
ChIJx7n2maXNyIARJBg4Bt-5qQk,1,1,1,0,0,1,1,50.0,100.0
ChIJ7ZMFJ7xyUocR4qPojuLldBs,1,1,1,1,1,1,1,100.0,100.0
ChIJAzUaqneBuokRKB0PCepIIEQ,1,0,1,1,1,1,1,75.0,100.0
ChIJl8LPjlYayUwReIJnVvoVhHQ,1,1,1,1,1,1,1,100.0,100.0
ChIJb2jhtFAayUwR1osp9xSfKXc,1,1,1,1,1,1,1,100.0,100.0
ChIJM40rfmv0K4gREJ3wKht5ey4,1,1,1,1,1,1,1,100.0,100.0
ChIJvZeUH8H0wokRR6HyeGlF5AA,1,1,1,1,1,1,1,100.0,100.0
ChIJ7-TonT0Nj1QRbECvWvp3nW4,1,1,1,1,1,0,1,100.0,66.7
ChIJq2tI6HtxhlQRBaKUv59cS9E,1,1,1,1,1,1,1,100.0,100.0
ChIJdcQM1SpYzpQRpD3Wz1v6JK0,1,1,1,1,1,1,1,100.0,100.0
ChIJhZpBtchZzpQRnRjU1MnDvEY,0,1,1,1,1,1,1,100.0,66.7
ChIJCTo3dKR_mQARdsfTYEUJTVw,1,0,0,1,1,1,1,50.0,100.0
ChIJr_kKyiFXzpQRIxKDt-ousds,1,0,1,1,1,1,1,75.0,100.0
ChIJ40j2XkWjHpURB8j8G7Qqqms,1,0,1,1,1,1,1,75.0,100.0
ChIJg-OHkOy1vJURFdHa5EARI14,1,0,1,1,1,1,1,75.0,100.0
ChIJFbHJs8X_0YURDfnH5PBLIo0,1,1,1,1,1,1,1,100.0,100.0
ChIJybfDx6eZP44RYZ5QuXtKwG0,1,1,1,1,1,1,1,100.0,100.0
ChIJueLhIma2vJUR1an9T3hVfXc,1,0,0,1,1,1,1,50.0,100.0
ChIJIQ7rm2UoQg0R-mrCzbPO1nE,1,0,0,1,1,1,1,50.0,100.0
ChIJTa4jLHAzGQ0Rb8BJn-a__Kg,1,1,1,1,1,1,1,100.0,100.0
ChIJuVp5BXjKvJURqAIUEHbYVz4,1,1,1,1,1,1,1,100.0,100.0
ChIJJQkuGNVZzpQR1Qx5UVbG1zs,1,1,1,1,1,1,1,100.0,100.0
ChIJ1b3-I_5ZzpQRt3SmT8fpi8Y,1,1,1,1,1,1,1,100.0,100.0
ChIJCeeaHtFZzpQR7p8UJz4aX_Y,1,1,1,1,1,1,1,100.0,100.0
ChIJK73OtlVYzpQRmxTwBZPKlaY,1,1,1,1,1,1,1,100.0,100.0
ChIJIcbzSZZXzpQRrchVuCOmTuM,1,1,1,1,1,1,1,100.0,100.0
ChIJKY73HalZzpQR1ZE9JE8dzS0,1,1,1,1,1,1,1,100.0,100.0
ChIJY4WfUkZYzpQROfoArFdIlZE,0,1,1,1,1,1,0,100.0,33.3
ChIJf0pCvDBZzpQRIwrsGaEe5gM,1,0,1,1,1,1,1,75.0,100.0
ChIJa4XuVZZXzpQR1-DBJm1rxK8,1,1,1,1,1,1,1,100.0,100.0
ChIJG7HwmhFazpQR8FYyeympwGI,1,0,1,1,1,1,1,75.0,100.0
ChIJ95440tZZzpQRTp78SWYC6GE,1,1,1,1,1,1,1,100.0,100.0
ChIJ-aCCZphXzpQRv0VU5idKzY4,1,1,1,1,1,1,1,100.0,100.0
ChIJfwck1wBazpQRwuP9ASIGK4s,1,1,1,1,1,1,1,100.0,100.0
ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,1,1,1,1,1,1,100.0,100.0
ChIJA1dkWKBZzpQRNcE14mmzErQ,1,0,1,1,1,1,1,75.0,100.0
ChIJScaUNMZZzpQRkgaEVmSgBR0,1,1,1,1,1,1,1,100.0,100.0
ChIJ6cyLItlXzpQRbeP0znXwjX0,1,0,0,1,1,1,1,50.0,100.0
ChIJQRsiQlRYzpQRCkklxqTT76E,0,1,1,1,1,1,0,100.0,33.3
ChIJ9-KThDtYzpQRkkwbcRJrwGk,1,1,1,1,1,1,1,100.0,100.0
ChIJw_9UaI1XzpQRCTl09TgvG88,1,1,1,1,1,1,1,100.0,100.0
ChIJgwbswsxXzpQRQ8xnis6goRU,1,0,1,1,1,1,1,75.0,100.0
ChIJx0VXo-tZzpQRDgCYXHTFUsw,1,1,1,1,1,1,1,100.0,100.0
ChIJpydZ5j5YzpQR1V_gNLyvHV4,0,0,1,1,1,1,1,75.0,66.7
ChIJDX3YdcRZzpQRBcLG7L16b8k,1,1,1,1,1,1,1,100.0,100.0
ChIJUT3F5PxvGZUR1iRmEZnSXAU,1,1,1,1,1,1,1,100.0,100.0
ChIJ-X391pdZzpQRgU1pd_NmzTA,1,1,1,1,1,1,1,100.0,100.0
ChIJ_RW-xpRbzpQRoYO8SeQkN8Y,1,1,1,1,1,1,1,100.0,100.0
ChIJKd3fF4FXzpQRJ0tRkx2kOR4,1,1,1,1,1,1,1,100.0,100.0
ChIJO2VKdKpQzpQRNOFtyhAlBBo,1,1,1,1,1,1,1,100.0,100.0
ChIJ29SWPK9ZzpQRrQfervr6Mno,1,1,1,1,1,1,1,100.0,100.0
ChIJPZ_iuTJYzpQRxC3-CJjKL9g,1,1,1,1,1,1,1,100.0,100.0
ChIJwYCtex1RzpQRoE-LX_LUCQM,1,1,1,1,1,1,1,100.0,100.0
ChIJvxW5cn9ZzpQRAo8cp0YHzfA,0,1,1,1,1,1,1,100.0,66.7
ChIJB0x-b-1ZzpQRQNnOixA_j7Q,1,1,1,1,1,1,1,100.0,100.0
ChIJzU9oGxVZzpQRtMhKbFVZtRg,1,1,1,1,1,1,1,100.0,100.0
ChIJJab8D0xXzpQR0g1K0vf-SuU,1,1,1,1,1,1,1,100.0,100.0
ChIJV8CQpipZzpQRas3L7sRrnGk,1,1,1,1,1,1,1,100.0,100.0
ChIJ_RL4ZmdXzpQRTVjvYd56_kM,1,1,1,1,1,1,1,100.0,100.0
ChIJpVFK2xpYzpQRRN7Cdq6VrRA,0,0,1,1,1,1,1,75.0,66.7
ChIJQ8Ix7J1XzpQRu2HM9JGbbzs,1,1,1,1,1,1,1,100.0,100.0
ChIJEyOtjU5YzpQRJi-Cf-QbjYU,1,1,1,1,1,1,1,100.0,100.0
ChIJe8MygUhZzpQR9TsQqz482ow,0,1,1,1,1,0,1,100.0,33.3
ChIJvfGnYkpZzpQRFVEXt3teQaE,1,1,1,1,1,1,1,100.0,100.0
ChIJ71IsCZ5XzpQRHii6NHQSmhs,1,1,1,1,1,1,1,100.0,100.0
ChIJCW9p1MRZzpQRYMTkdqnBBx8,1,1,1,1,1,1,1,100.0,100.0
ChIJZe2I391ZzpQRE3SYF2dZ4Gk,1,0,0,0,1,1,1,25.0,100.0
ChIJaW9HcJhXzpQR88pvK9dMc74,1,1,1,1,1,1,1,100.0,100.0
ChIJN8MzqqpZzpQRvDnS5PMsg5s,1,1,1,1,1,1,1,100.0,100.0
ChIJ3wXQWEhYzpQRO5vsLY5ihrs,1,0,1,1,1,1,1,75.0,100.0
ChIJeTd2OXNXzpQRR3Mn53mDg0E,1,1,1,1,1,1,1,100.0,100.0
ChIJ6zGrZf5RzpQR7NSsTY1bxU8,1,0,1,1,1,1,1,75.0,100.0
ChIJlXsS_7VZzpQRLUcGb9pjGSs,0,1,1,1,1,1,1,100.0,66.7
ChIJAeuEAfFZzpQRNd75xAj7aAw,1,0,1,1,1,0,1,75.0,66.7
ChIJ9TOE_5VXzpQRDFf_6YPgAbg,1,1,1,1,1,1,1,100.0,100.0
ChIJjf_7W9NZzpQRjRRoiisM2Ks,1,1,1,1,1,1,1,100.0,100.0
ChIJQ_AGPINZzpQRemBQO8-MH-g,0,1,1,1,1,1,1,100.0,66.7
ChIJYRksadNZzpQRik2v0-4nerQ,1,1,1,1,1,1,1,100.0,100.0
ChIJMefvjYFXzpQRI2hYBkqMw8k,1,1,1,1,1,1,1,100.0,100.0
ChIJnW3EUotZzpQRfBSj9QttJuU,1,0,0,1,1,1,1,50.0,100.0
ChIJB3IvyshZzpQRW7fimUbQRIc,1,1,1,1,1,1,1,100.0,100.0
ChIJzbAaCLZezpQRvRM_txpsIkI,1,1,1,1,1,1,1,100.0,100.0
ChIJAQAAOAFZzpQR7Vl7TKAyMdQ,1,1,1,1,1,1,1,100.0,100.0
ChIJ_wbC0sxZzpQR6ipZzHnqeCo,1,1,1,1,1,1,1,100.0,100.0
ChIJf8_f6jxXzpQR29H-TGxL5pI,1,1,0,1,1,1,1,75.0,100.0
ChIJTe5ow6pZzpQRPODse_dsL5Q,0,1,1,1,1,1,0,100.0,33.3
ChIJzQyRLqlZzpQRQBkSjGshLB4,1,0,1,1,1,1,1,75.0,100.0
ChIJ42dMw05YzpQRxWmA7bueyGo,0,1,1,1,1,1,1,100.0,66.7
ChIJ9-VhjVxYzpQRVOBQt5ohttw,0,1,1,1,1,1,0,100.0,33.3
ChIJe6aLL9RZzpQRriD52OuVPnk,1,0,1,1,1,1,1,75.0,100.0
ChIJ_1yVojj3zpQRCprgaPeRrTQ,1,1,1,1,1,1,1,100.0,100.0
ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,1,1,1,1,1,1,100.0,100.0
ChIJ__8_pZVYzpQRIHudXssXcVQ,1,1,1,1,1,1,1,100.0,100.0
ChIJpZJBE8j3zpQR6nXVuew-6oI,0,1,1,1,1,0,0,100.0,0.0
ChIJ1xOO80H2zpQR-i_E3u0yjiI,1,1,1,1,1,1,1,100.0,100.0
ChIJ8b6m1ij3zpQRt-08XCNeUio,1,0,1,1,1,1,1,75.0,100.0
ChIJr5rVKnpYzpQRUgB1N-4A398,1,1,1,1,1,1,1,100.0,100.0
ChIJmYBMHeH5zpQRHfPsu-Mzm_g,1,0,1,1,1,1,1,75.0,100.0
ChIJT3qQJzT2zpQRi_9yxRTkPhc,1,1,1,1,1,1,1,100.0,100.0
ChIJzdeCy_H2zpQRasjyDDzK6xE,1,1,1,1,1,1,1,100.0,100.0
ChIJUfod8zRfzpQR-IlJWAVwxOk,1,1,1,1,1,1,1,100.0,100.0
ChIJITg4Q3v3zpQRnQkFD52tpf0,1,1,1,1,1,1,1,100.0,100.0
ChIJ6-XKa9r3zpQRXdDijJ2EdKs,1,0,0,0,0,1,1,0.0,100.0
ChIJzVMRfdn1zpQRXfBCklcV4C8,0,0,1,1,1,1,1,75.0,66.7
ChIJ17C1tNP3zpQRjUzNmB_TJsc,1,1,1,1,1,1,1,100.0,100.0
ChIJaQN1eIVZzpQReUH_vgfkp7g,1,1,1,1,1,1,1,100.0,100.0
ChIJT6uwEQz3zpQR9dRD-jQAzxI,1,1,1,1,1,1,1,100.0,100.0
ChIJoSZxA5tYzpQRoZhMF8Co-Mo,1,1,1,1,1,1,1,100.0,100.0
ChIJVV9DClz2zpQR-eeBhd1dFrc,1,1,1,1,1,1,1,100.0,100.0
ChIJOUqrS0H2zpQRhpxhDbDwLIo,1,0,1,1,1,1,1,75.0,100.0
ChIJByafLoL4zpQRs_dav9zKixI,1,1,1,1,1,1,1,100.0,100.0
ChIJ2aUWIZv3zpQRX8Z5vB3957c,0,0,1,1,1,1,1,75.0,66.7
ChIJkXCcxo1YzpQRKC6ZmCwkEzc,1,1,1,1,1,1,1,100.0,100.0
ChIJqSgEuNhYzpQRhGVD8Uds38s,1,1,1,1,1,1,0,100.0,66.7
ChIJiczGwqj3zpQRBhqAFBbv1iQ,1,1,1,1,1,1,1,100.0,100.0
ChIJb9PbONRZzpQRf_YPoWL5owM,1,1,1,1,1,1,1,100.0,100.0
ChIJx4QDprz3zpQRc62EO1naOQc,1,0,0,0,0,0,1,0.0,66.7
ChIJw-xPryJYzpQRH-U-6aYwaXA,1,1,1,1,1,1,1,100.0,100.0
ChIJ56ixKfT5zpQRayRXn1XxnDE,1,1,1,1,1,1,1,100.0,100.0
ChIJE_M_cy_4zpQRFCn7K-FQftM,1,0,1,1,1,1,1,75.0,100.0
ChIJETyYnYb3zpQRtH1Zpk1iAIw,1,1,1,1,1,1,1,100.0,100.0
ChIJVRbxKSD4zpQReamA88Q0VvY,1,1,1,1,1,1,1,100.0,100.0
ChIJf2chOVL2zpQRI5pt9gEvb4Y,1,1,1,1,1,1,1,100.0,100.0
ChIJRekbd_P5zpQRgUfygARJq1Q,1,1,1,1,1,1,1,100.0,100.0
ChIJE0S6Qtb5zpQR1DpUH6rUPdU,1,1,1,1,1,1,1,100.0,100.0
ChIJ3cFC14_3zpQRhDWzB-XpLiw,0,1,1,1,1,1,0,100.0,33.3
ChIJgedsTjj3zpQRSWWiVoJELkk,1,1,1,1,1,1,1,100.0,100.0
ChIJa1fd8fX3zpQRMqiRXlwwfJM,0,1,1,1,1,1,1,100.0,66.7
ChIJo-wAPCn2zpQRTbGQBvsi8a0,1,1,1,1,1,1,1,100.0,100.0
ChIJCeafCcn5zpQRVjGSd7ZOdvk,0,1,1,1,1,1,1,100.0,66.7
ChIJmz3ITSn2zpQRxvOx13Gno-M,1,1,1,1,1,1,1,100.0,100.0
ChIJBWRkdij2zpQRUI5usFM6a7c,0,1,1,1,1,1,1,100.0,66.7
ChIJRfFAPk32zpQRLdq_Jmls010,1,1,1,1,1,1,1,100.0,100.0
ChIJGzvfJpH5zpQRQvCDzLjei-E,1,0,1,1,1,1,1,75.0,100.0
ChIJi2ZCSGT3zpQRne0ltycE5sg,0,1,1,1,1,1,1,100.0,66.7
ChIJKZRuwZ73zpQR6BEfaNJMBsE,0,1,1,1,1,1,1,100.0,66.7
ChIJK6c6sLvwzpQR-c3BPvcOwpA,1,1,1,1,1,1,1,100.0,100.0
ChIJt6Yy6Sn2zpQR_J8nex9Ivc4,0,1,1,1,1,1,1,100.0,66.7
ChIJgUrXb-33zpQRyRXI7blf7DY,1,1,1,1,1,1,1,100.0,100.0
ChIJdYygKjFZzpQRZE5oy_XknAo,1,0,1,1,1,1,1,75.0,100.0
ChIJL1XFTSH5zpQRZvH9UQDujxg,1,1,1,1,1,1,1,100.0,100.0
ChIJsz328u9QzpQRLD5MqUd_2Tk,1,0,1,1,1,1,1,75.0,100.0
ChIJlXcojphRzpQRzSmHwro9YW0,1,0,1,1,1,1,1,75.0,100.0
ChIJE9ApsrtRzpQR4o-WMSUu1o8,1,1,1,1,1,1,1,100.0,100.0
ChIJq5-IPvdbzpQRrW1hWzdTrfQ,0,1,1,1,1,1,0,100.0,33.3
ChIJU4yWwt9QzpQRUmVPyUCIrVU,0,1,1,1,1,1,0,100.0,33.3
ChIJxVYqG_tazpQRmHCVUmqdDMg,0,1,1,1,1,1,0,100.0,33.3
ChIJD5wcwdxQzpQR90SV85-nhYg,1,1,1,1,1,1,1,100.0,100.0
